SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
PKD2,2595.9,1382.2,1213.7,0.87836232404837,-0.187111921320998,0.28,-0.67,4.997e-01,9.998e-01,0.639932578778706,11178,1110.5,1558.3,1477.9,1324.7,1227.9,1088.4
RPL23AP78,7,2.3,4.7,1.99655805242521,0.99751502074549,1.48,0.67,4.997e-01,9.998e-01,0.639932578778706,11178,1.3,3.5,2.1,2.1,5.5,6.4
OAT,23546.3,12736.6,10809.7,0.848741197863227,-0.236603387373787,0.35,-0.67,4.999e-01,9.998e-01,0.640059619484832,11181,13276.2,14693.2,10240.5,11905.1,13504.2,7019.7
METTL9,8026,4308.5,3717.5,0.862962984631667,-0.212629416170973,0.32,-0.67,4.999e-01,9.998e-01,0.640059619484832,11182,4199.7,4632.8,4092.9,4963.8,3398.6,2790.1
SEPHS1P2,9.9,3,6.8,2.21721395003321,1.14874798976279,1.7,0.67,4.999e-01,9.998e-01,0.640059619484832,11182,8.1,0,1,8.6,5.5,6.4
LINC00518,4.4,0.7,3.7,5.36209779819993,2.42279753257884,3.59,0.67,5.001e-01,9.998e-01,0.640222068631916,11186,2,0,0,0,0,11.1
CYB5R4,1254.8,548.9,705.9,1.28623680732455,0.363156279758656,0.54,0.67,5.002e-01,9.998e-01,0.640231544117834,11187,532.1,834,280.6,1061.5,705.2,351.1
NXT2,1152.7,469.8,682.9,1.45351374810093,0.539544717310564,0.8,0.67,5.001e-01,9.998e-01,0.640231544117834,11187,444.2,857.2,108.1,1312.9,572.1,163.7
IL10RB,86.3,48.3,38,0.783990033383887,-0.351092780953813,0.52,-0.67,5.002e-01,9.998e-01,0.640247012745144,11188,49.7,59.8,35.3,33.2,39.6,41.3
DDX18P5,24.6,15.4,9.2,0.602454253518341,-0.731076398321366,1.08,-0.67,5.003e-01,9.998e-01,0.640289381134973,11190,15.4,20.4,10.4,19.3,6.6,1.6
PHB1P3,283.5,128.3,155.2,1.2055115949672,0.269645527274929,0.4,0.67,5.003e-01,9.998e-01,0.640332946096376,11191,152.3,106.9,125.8,145.5,116.6,203.4
CCDC125,941.3,506.8,434.5,0.858215298779418,-0.22058847569751,0.33,-0.67,5.004e-01,9.998e-01,0.640411427413593,11193,460.3,589.3,470.8,526.5,454.4,322.5
TLK1,6824.3,3630.3,3194,0.879902371927509,-0.184584634034581,0.27,-0.67,5.005e-01,9.998e-01,0.640502151055205,11195,3200,4066.7,3624.1,3849.9,2784.7,2947.4
ATP1B1P1,7.1,1.6,5.5,3.495023795061,1.80530227788959,2.68,0.67,5.006e-01,9.998e-01,0.640502151055205,11196,2.7,0,2.1,0,16.5,0
LINC02323,3.7,3,0.7,0.246448608610767,-2.02064125896246,3,-0.67,5.005e-01,9.998e-01,0.640502151055205,11197,2,7,0,2.1,0,0
LRATD2,42.4,14.8,27.6,1.88256870122487,0.912702514622506,1.36,0.67,5.007e-01,9.998e-01,0.640634921629993,11200,3.4,12,29.1,31,51.7,0
MRPL50,5145.1,2241.7,2903.4,1.29526759448816,0.373250180815102,0.55,0.67,5.007e-01,9.998e-01,0.64064706951473,11200,2514.2,3121.6,1089.2,4387.1,3126.8,1196.4
AURKAIP1,32230,14804.2,17425.8,1.17706528947809,0.235194346029601,0.35,0.67,5.008e-01,9.998e-01,0.640684177868249,11202,15212,10710.1,18490.6,13251.2,16595.8,22430.3
CLK3,4708.1,2209.3,2498.7,1.13079006506136,0.177331113052096,0.26,0.67,5.009e-01,9.998e-01,0.640692802294979,11203,2306.9,1951.4,2369.7,2263.1,2284.1,2949
EIF3KP2,15.6,5.7,9.9,1.73796744334546,0.797401056971654,1.18,0.67,5.008e-01,9.998e-01,0.640692802294979,11203,4.7,4.2,8.3,2.1,16.5,11.1
RPL9P7,102.6,40.4,62.2,1.53348424703837,0.616813346366031,0.92,0.67,5.009e-01,9.998e-01,0.640692802294979,11204,99.3,8.4,13.5,66.3,58.3,62
SPESP1,7,2.3,4.7,2.08785768049432,1.0620233734773,1.58,0.67,5.010e-01,9.998e-01,0.6407567580923,11206,2,0.7,4.2,8.6,2.2,3.2
BOLA3-DT,716.8,332.4,384.4,1.15716679386078,0.210596829296389,0.31,0.67,5.012e-01,9.998e-01,0.640991032956796,11210,310.7,294.7,391.8,315.7,443.4,394
SLC3A1,5.3,1.4,3.9,2.93760791532068,1.55464185118003,2.31,0.67,5.014e-01,9.998e-01,0.641153576407168,11214,0,0,4.2,3.2,2.2,6.4
NPM2,4.6,1.1,3.4,3.04086737018463,1.60448289346517,2.39,0.67,5.014e-01,9.998e-01,0.641153576407168,11214,1.3,0,2.1,0,5.5,4.8
ZNF420,446.5,259.1,187.4,0.724015165399113,-0.465908178218455,0.69,-0.67,5.014e-01,9.998e-01,0.641198401817486,11216,224.8,420.5,132,257.9,259.7,44.5
FSCN1,5438.2,2334.5,3103.7,1.32943197323593,0.410809956672013,0.61,0.67,5.015e-01,9.998e-01,0.641280817702813,11218,1602.3,1711.6,3689.6,929.9,3069.6,5311.7
PGK1,132697.6,69588.5,63109.2,0.906892533645989,-0.140996492713262,0.21,-0.67,5.015e-01,9.998e-01,0.641285311874369,11219,71814.9,69822.5,67128,62499.1,65680.1,61148.3
SFR1P1,4.9,1.4,3.6,2.49893794612606,1.32131507672364,1.97,0.67,5.016e-01,9.998e-01,0.641304548841437,11220,2.7,1.4,0,3.2,1.1,6.4
CYP1B1-AS1,91.5,36.8,54.7,1.49018447795257,0.57549094072291,0.86,0.67,5.016e-01,9.998e-01,0.641304548841437,11220,7.4,30.2,72.8,35.3,42.9,85.8
CRYBA1,4.6,0.9,3.6,3.80600937712584,1.92827911608285,2.87,0.67,5.018e-01,9.998e-01,0.641337566058123,11221,0,2.8,0,0,7.7,3.2
COMMD9,5429.9,2545,2885,1.13352035864808,0.180810302906545,0.27,0.67,5.017e-01,9.998e-01,0.641337566058123,11222,2488.7,2245.4,2900.8,2760.7,2516.2,3378
IGFBP4,10468.6,5851.6,4617,0.788993661720269,-0.34191438430828,0.51,-0.67,5.018e-01,9.998e-01,0.641337566058123,11223,4748.6,4125.8,8680.4,1938.9,5680.5,6231.6
ARHGEF25,23.8,9.3,14.5,1.57135883798395,0.652012674371605,0.97,0.67,5.017e-01,9.998e-01,0.641337566058123,11223,3.4,9.8,14.6,11.8,11,20.7
PYGM,81.1,30,51.1,1.69666341718766,0.762700392508066,1.14,0.67,5.018e-01,9.998e-01,0.6413769002294,11225,42.9,47.1,0,63.1,47.3,42.9
PLXNA1,25998.9,14689.5,11309.4,0.7698867149077,-0.377281919033944,0.56,-0.67,5.020e-01,9.998e-01,0.641516948780962,11228,11038.5,7641.2,25388.7,6549.6,8420,18958.6
AGKP1,8.7,2.8,5.9,2.10446244514857,1.07345176452271,1.6,0.67,5.020e-01,9.998e-01,0.641516948780962,11228,4.7,0.7,3.1,13.9,2.2,1.6
OTUD7B,1866.9,874.1,992.8,1.13487705224323,0.182536010532299,0.27,0.67,5.021e-01,9.998e-01,0.64166704270939,11232,966.9,885.4,770.1,847.5,1001.2,1129.7
ZRSR2,925.2,431.7,493.5,1.1439658918068,0.194044037732768,0.29,0.67,5.022e-01,9.998e-01,0.64169105592675,11233,404.6,385.4,505.1,430.1,546.8,503.7
MYO1A,26.7,19.8,7,0.355183284114268,-1.49336440873122,2.23,-0.67,5.022e-01,9.998e-01,0.641710579538967,11234,0,8.4,50.9,0,20.9,0
PRRG3,33.6,12.5,21.2,1.68594242572429,0.753555269648732,1.12,0.67,5.023e-01,9.998e-01,0.641822417246988,11236,6,12.7,18.7,3.2,11,49.3
TERF1P5,50.2,29.1,21.1,0.724748294081111,-0.46444806242493,0.69,-0.67,5.027e-01,9.998e-01,0.642186422273516,11243,29.5,38,19.7,15,30.8,17.5
EFCAB5,30.6,11.8,18.8,1.5753071021026,0.655633105749997,0.98,0.67,5.030e-01,9.998e-01,0.642598192317283,11251,24.2,4.9,6.2,11.8,17.6,27
RHEBP1,171,72.8,98.2,1.35059618459581,0.433596387050212,0.65,0.67,5.030e-01,9.998e-01,0.642605182355726,11252,75.8,94.9,47.8,172.3,85.8,36.5
SMAD3-DT,55.5,32.1,23.3,0.734048826813911,-0.44605206470793,0.67,-0.67,5.031e-01,9.998e-01,0.64265362381673,11254,29.5,23.2,43.7,33.2,20.9,15.9
NGDN,3649.4,1955.3,1694.1,0.866575710111875,-0.206602296071556,0.31,-0.67,5.034e-01,9.998e-01,0.64300691197298,11260,2177.4,2092.1,1596.4,1765.5,2026.6,1290.2
MED28,4429.3,2327,2102.3,0.903443716161957,-0.146493369772403,0.22,-0.67,5.036e-01,9.998e-01,0.643214442383462,11265,2433,2309.4,2238.7,2163.6,2119,2024.2
GTF2H4,17.6,11.1,6.5,0.577689873453793,-0.791632889539498,1.18,-0.67,5.036e-01,9.998e-01,0.643214442383462,11265,9.4,6.3,17.7,1.1,8.8,9.5
ANKRD22,4.3,0.7,3.6,5.36343847103536,2.42315820117622,3.62,0.67,5.038e-01,9.998e-01,0.643358836392238,11268,0,0,2.1,10.7,0,0
TGFB2-AS1,5.3,0.9,4.4,4.85858283855312,2.28053556692999,3.41,0.67,5.038e-01,9.998e-01,0.643358836392238,11269,2.7,0,0,0,13.2,0
ZNF605,483.6,267.2,216.4,0.81171421044889,-0.300956224302613,0.45,-0.67,5.039e-01,9.998e-01,0.643469320016532,11272,214,349.5,238,280.3,249.8,119.2
PLA2G4E,3.3,0.5,2.9,5.90916907549156,2.56295527846592,3.84,0.67,5.040e-01,9.998e-01,0.643487105026764,11273,0,1.4,0,8.6,0,0
NPHP1,752.7,406.8,345.9,0.85110247641549,-0.232595245801439,0.35,-0.67,5.040e-01,9.998e-01,0.643553863527108,11274,379.8,500.7,339.9,387.3,396.1,254.2
SNORD105,8.7,2.7,6,2.16365094763545,1.11346777424189,1.67,0.67,5.044e-01,9.998e-01,0.643943476775488,11282,6,2.1,0,6.4,2.2,9.5
RPL36AP30,3.3,2.5,0.7,0.295977715233415,-1.7564395383998,2.63,-0.67,5.044e-01,9.998e-01,0.643943476775488,11283,2.7,4.9,0,1.1,1.1,0
ASNSP4,3.3,2.4,0.9,0.357968191766413,-1.48209669627944,2.22,-0.67,5.044e-01,9.998e-01,0.643943476775488,11283,1.3,2.8,3.1,0,1.1,1.6
HNRNPLL,8673.8,4665.3,4008.5,0.859319300742705,-0.218733795882189,0.33,-0.67,5.045e-01,9.998e-01,0.643967100083016,11284,4623.8,5446.5,3925.5,5121.1,4030.1,2874.3
SETD9,1117.8,487.2,630.6,1.2947858650917,0.372713521143648,0.56,0.67,5.046e-01,9.998e-01,0.644049215722206,11286,564.3,610.4,286.9,1094.6,530.3,266.9
ANK3,34.1,13.5,20.7,1.55300139329464,0.635059124057712,0.95,0.67,5.046e-01,9.998e-01,0.644108395951,11288,11.4,13.4,15.6,40.7,16.5,4.8
LOXL2-AS1,129.3,55.5,73.8,1.33162630446727,0.413189274351446,0.62,0.67,5.048e-01,9.998e-01,0.644215969175897,11291,48.3,28.8,89.4,44.9,74.8,101.7
NCOA2,1964.4,1064.6,899.8,0.84554063853853,-0.242053999496263,0.36,-0.67,5.049e-01,9.998e-01,0.644346638329617,11293,895.1,1279.2,1019.6,1264.8,759.2,675.3
RASA4B,23,8,15,1.88302806240072,0.913054500315752,1.37,0.67,5.049e-01,9.998e-01,0.644346638329617,11294,0,12.7,11.4,23.5,8.8,12.7
NRTN,2800.1,1646.6,1153.5,0.700310928860365,-0.51393249293068,0.77,-0.67,5.050e-01,9.998e-01,0.644430857767043,11296,1270.9,924,2744.9,613.1,228.8,2618.5
KRT8P43,3.8,0.9,2.9,3.25452219777594,1.70244575429811,2.55,0.67,5.050e-01,9.998e-01,0.644430857767043,11297,0.7,0,2.1,0,5.5,3.2
ATP5MGL,13.7,4.8,8.9,1.84935893027073,0.887025255389756,1.33,0.67,5.052e-01,9.998e-01,0.64458687271371,11300,0.7,10.5,3.1,7.5,6.6,12.7
PRAM1,14,4,10,2.43343962467309,1.28299698079465,1.93,0.67,5.053e-01,9.998e-01,0.644743668818282,11304,12.1,0,0,5.4,5.5,19.1
KRT83,87.7,36.2,51.5,1.43737239622863,0.52343388544872,0.79,0.67,5.054e-01,9.998e-01,0.644772888088917,11305,22.8,16.2,69.6,71.7,60.5,22.2
NOTCH2NLA,57.7,34.2,23.5,0.693557198506024,-0.527913226616594,0.79,-0.67,5.054e-01,9.998e-01,0.644772888088917,11305,19.5,54.9,28.1,40.7,18.7,11.1
SORCS1,4.1,1,3.1,3.12577492404639,1.64421389873021,2.47,0.67,5.056e-01,9.998e-01,0.644877047344691,11308,0,0,3.1,3.2,4.4,1.6
RGL2,5051.4,2252.2,2799.2,1.24281846292762,0.313615578963977,0.47,0.67,5.056e-01,9.998e-01,0.644877047344691,11309,2037.1,1574.5,3145,1381.4,2966.2,4050.1
PODNL1,2435.3,1090.1,1345.2,1.23413776364457,0.303503447836924,0.46,0.67,5.056e-01,9.998e-01,0.644880382389025,11309,950.1,1149.8,1170.3,636.7,2099.2,1299.7
RNF227,939.5,435.6,503.9,1.15506909868539,0.207979159302719,0.31,0.67,5.056e-01,9.998e-01,0.644880382389025,11310,490.5,481.7,334.7,432.3,524.8,554.5
DCP2,1903.2,852.5,1050.7,1.232703801582,0.301826185528165,0.45,0.67,5.057e-01,9.998e-01,0.644906419980709,11311,728.7,1231.3,597.6,1417.8,1146.4,587.9
GMDS,11722,6183.6,5538.4,0.895752222737801,-0.158828376514065,0.24,-0.67,5.058e-01,9.998e-01,0.645059946551612,11314,6260.4,5751,6539.4,6273.6,5324,5017.7
EEF1AKMT2,705.5,397.4,308.1,0.775716934188103,-0.36639779833098,0.55,-0.66,5.062e-01,9.998e-01,0.645468086549214,11322,346.2,619.5,226.6,450.5,332.3,141.4
ZRANB3,749.9,413.2,336.7,0.814801404576144,-0.295479627625669,0.44,-0.66,5.065e-01,9.998e-01,0.645814280730195,11329,487.1,528.1,224.5,424.8,342.2,243.1
BAHD1,1737.9,965.4,772.6,0.800591506011936,-0.320861785556444,0.48,-0.66,5.065e-01,9.998e-01,0.645814280730195,11330,736.7,829.1,1330.3,405.5,1243.3,668.9
IMPDH1P11,20.8,12.8,8,0.615524265393829,-0.700112362672684,1.05,-0.66,5.068e-01,9.998e-01,0.646134391731196,11336,6,14.8,17.7,6.4,3.3,14.3
ANKRD53,3.6,0.7,2.9,4.02901097631798,2.01042573585582,3.03,0.66,5.072e-01,9.998e-01,0.646642504168856,11345,0,2.1,0,0,5.5,3.2
LAGE3P1,65.7,27.7,38,1.36433110362522,0.448193808284523,0.68,0.66,5.072e-01,9.998e-01,0.646642504168856,11346,22.1,24.6,36.4,31,20.9,62
APPBP2,4458.9,2440.4,2018.5,0.827270258146429,-0.27356937928392,0.41,-0.66,5.073e-01,9.998e-01,0.646708723125312,11348,2325.7,3191.2,1804.3,2817.4,2032.1,1206
FBXL19,1057.7,589,468.7,0.796091776596668,-0.328993334962073,0.5,-0.66,5.074e-01,9.998e-01,0.646708723125312,11348,406.6,341.8,1018.5,352,474.2,579.9
PSMC3IP,609.4,284.4,325,1.14210103885848,0.191690288014232,0.29,0.66,5.076e-01,9.998e-01,0.646754996247327,11350,303.3,263,286.9,343.5,277.3,354.3
APIP,1429.5,791.7,637.8,0.80606607417289,-0.311029991897758,0.47,-0.66,5.075e-01,9.998e-01,0.646754996247327,11351,799.2,1030.2,545.6,996.2,567.7,349.6
ARFIP1,2929.4,1645.9,1283.5,0.779950831893771,-0.358544915552012,0.54,-0.66,5.076e-01,9.998e-01,0.646754996247327,11351,1647.3,2409.2,881.3,2066.2,1194.8,589.5
TSEN15,7654.3,4177.5,3476.8,0.832339004159445,-0.264756850166077,0.4,-0.66,5.075e-01,9.998e-01,0.646754996247327,11352,4509.1,5241.1,2782.3,4166.7,4106,2157.7
PAICSP1,28.9,10.2,18.7,1.82485613694279,0.867782733198055,1.31,0.66,5.075e-01,9.998e-01,0.646754996247327,11352,22.8,7.7,0,26.8,19.8,9.5
MLIP-AS1,39.6,15.9,23.7,1.50318898965649,0.588026404663208,0.89,0.66,5.074e-01,9.998e-01,0.646754996247327,11353,14.1,21.1,12.5,17.1,46.2,7.9
ZFP69B,558.4,301.5,256.9,0.853965781809106,-0.227749832305469,0.34,-0.66,5.076e-01,9.998e-01,0.646805113832049,11355,225.5,308,371,281.4,268.5,220.9
PRSS53,14.1,4.9,9.2,1.83312138707173,0.874302322554292,1.32,0.66,5.077e-01,9.998e-01,0.646812069259543,11355,4,9.8,1,3.2,16.5,7.9
MFNG,66.4,26.7,39.7,1.49200013709724,0.577247668159843,0.87,0.66,5.077e-01,9.998e-01,0.646880543847639,11357,30.2,4.2,45.7,34.2,34.1,50.8
TBCEL,1291.3,730.1,561.1,0.768904548485047,-0.379123581192312,0.57,-0.66,5.079e-01,9.998e-01,0.64696579003696,11359,660.9,1125.2,404.3,868.9,595.2,219.3
SELENOTP1,778.4,345.3,433.1,1.254371743135,0.326964965763008,0.49,0.66,5.079e-01,9.998e-01,0.64696579003696,11360,385.8,455.7,194.4,642,409.3,247.9
CGREF1,3543.4,1653.4,1890,1.14334185894783,0.193256833533405,0.29,0.66,5.080e-01,9.998e-01,0.6471158399054,11363,1705.7,1243.3,2011.1,1884.3,1818.7,1967
WDR54,13671.8,7345.5,6326.3,0.861172299545833,-0.215626180341086,0.33,-0.66,5.082e-01,9.998e-01,0.647346834650511,11368,7631.2,6055.5,8349.9,4742.4,5920.3,8316.2
MAP4K3,2811.7,1540.7,1271,0.825085549342435,-0.277384381330909,0.42,-0.66,5.083e-01,9.998e-01,0.647429100752769,11370,1553.3,2011.9,1057,1795.5,1224.6,792.9
RIPK4,2401.3,1038.2,1363.1,1.31260616495617,0.392434114178068,0.59,0.66,5.084e-01,9.998e-01,0.647429100752769,11371,1026.6,796.1,1291.9,387.3,1263.1,2438.9
THOC7,2243.2,1209,1034.2,0.85581254334529,-0.224633270694096,0.34,-0.66,5.084e-01,9.998e-01,0.647439721981909,11372,1227.9,1406.4,992.6,1227.3,1165.1,710.2
CDS2,5930.3,3121.7,2808.7,0.899851263801633,-0.152241536454857,0.23,-0.66,5.085e-01,9.998e-01,0.647528175183086,11374,3177.1,3144.8,3043.1,2861.2,3057.5,2507.3
TP53I11,8235.1,4625.6,3609.5,0.780245039586092,-0.358000814658665,0.54,-0.66,5.086e-01,9.998e-01,0.647671661726847,11377,3598.5,3260.9,7017.5,2761.7,1706.4,6360.3
PMS2P5,120.2,53.5,66.7,1.25623773155142,0.329109506965113,0.5,0.66,5.087e-01,9.998e-01,0.64769398819263,11378,40.9,52,67.6,77,77,46.1
CNBD2,12.3,3.6,8.7,2.50978487749924,1.32756371100254,2.01,0.66,5.088e-01,9.998e-01,0.647862992028178,11382,1.3,0,9.4,7.5,18.7,0
HTATIP2,8084.7,4328.3,3756.5,0.867951555979477,-0.204313572838067,0.31,-0.66,5.089e-01,9.998e-01,0.64787680002592,11383,4656.7,4523.1,3805,4971.3,3123.5,3174.6
ABCD1P3,4.2,1,3.2,3.0901940624012,1.62769744138939,2.46,0.66,5.089e-01,9.998e-01,0.64787680002592,11383,2,0,1,3.2,0,6.4
CILK1,753.5,412.7,340.8,0.82627441347083,-0.275307101128804,0.42,-0.66,5.092e-01,9.998e-01,0.64822562562452,11390,361.7,568.9,307.6,333.8,456.6,232
IFT57,8298.4,4471.3,3827.1,0.855965597178606,-0.224375281645543,0.34,-0.66,5.092e-01,9.998e-01,0.64822562562452,11391,4762.7,5408.5,3242.7,4847.2,3629.6,3004.6
NR1I3,13.6,9.5,4.1,0.419328520047519,-1.25384713846444,1.9,-0.66,5.093e-01,9.998e-01,0.648229395971351,11391,19.5,9.1,0,4.3,0,7.9
GLIS2,1172,656.5,515.5,0.785595041451449,-0.348142271263245,0.53,-0.66,5.093e-01,9.998e-01,0.648267972857083,11393,346.9,412.8,1209.8,408.7,529.2,608.5
XNDC1N,66.2,39.3,26.9,0.690091349219785,-0.535140746991695,0.81,-0.66,5.094e-01,9.998e-01,0.648316815041264,11394,22.1,30.2,65.5,47.1,9.9,23.8
CCDC106,3847.3,2129.8,1717.5,0.806177536652572,-0.310830510422554,0.47,-0.66,5.095e-01,9.998e-01,0.648459371427238,11397,1926.4,1728.5,2734.5,838.9,1556.8,2756.7
BICDL1,290.4,168,122.4,0.727445152360571,-0.459089618550814,0.7,-0.66,5.096e-01,9.998e-01,0.648507734523828,11399,172.4,80.2,251.5,32.1,150.7,184.3
ZNF7,2951.7,1565,1386.7,0.886172292970632,-0.174340874606897,0.26,-0.66,5.097e-01,9.998e-01,0.648561993862018,11400,1676.8,1672.3,1345.9,1521.6,1446.8,1191.7
TNFSF8,43.8,26.3,17.5,0.654896204697065,-0.610661824626309,0.93,-0.66,5.098e-01,9.998e-01,0.648705528836994,11404,36.2,30.2,12.5,4.3,16.5,31.8
RN7SL76P,7.4,2.5,4.9,1.98959543130823,0.9924750998224,1.51,0.66,5.098e-01,9.998e-01,0.648705528836994,11404,1.3,2.1,4.2,4.3,8.8,1.6
C21orf58,2317.1,1266.2,1050.9,0.829789891684222,-0.269182012160649,0.41,-0.66,5.100e-01,9.998e-01,0.648857898582498,11408,1053.5,962.7,1782.4,739.4,948.4,1465
NOTO,4.3,0.9,3.4,3.72517777060868,1.89730927460995,2.88,0.66,5.102e-01,9.998e-01,0.6491246697797,11413,2.7,0,0,0,5.5,4.8
TAF9,13498.6,6106.7,7391.9,1.21046212357313,0.275557936843555,0.42,0.66,5.104e-01,9.998e-01,0.649339771153667,11417,7266.8,7175.7,3877.7,9802.5,7948,4425.1
TMEM178B,72.5,27.9,44.7,1.59354929219937,0.672243645731219,1.02,0.66,5.105e-01,9.998e-01,0.649413946466533,11419,19.5,46.4,17.7,41.7,3.3,89
HEATR6-DT,9.2,5.9,3.2,0.538709854967975,-0.892419637314999,1.36,-0.66,5.106e-01,9.998e-01,0.649476685306548,11421,9.4,6.3,2.1,3.2,3.3,3.2
LMOD3,6.8,2.3,4.5,1.93221273426781,0.95025394188452,1.44,0.66,5.107e-01,9.998e-01,0.649563231955171,11423,1.3,3.5,2.1,4.3,4.4,4.8
SKAP2,8381.1,4664.6,3716.5,0.79681578067251,-0.327681875101188,0.5,-0.66,5.108e-01,9.998e-01,0.649638635709725,11425,4229.9,6283.3,3480.7,6153.7,3290.8,1704.9
TSPAN11,14.8,4.8,10,2.12473897378395,1.08728561567003,1.65,0.66,5.108e-01,9.998e-01,0.649638635709725,11426,6,0,8.3,5.4,23.1,1.6
ENPP7P10,11.4,7.3,4.1,0.574652170783527,-0.799239118525854,1.22,-0.66,5.108e-01,9.998e-01,0.649638635709725,11426,8.7,7,6.2,6.4,4.4,1.6
RPL7P28,8,5.3,2.7,0.515925267859621,-0.95476598950343,1.45,-0.66,5.109e-01,9.998e-01,0.649694847175146,11428,6.7,7,2.1,2.1,4.4,1.6
FAM210B,11674.3,6181.9,5492.5,0.888417451443842,-0.17069036244348,0.26,-0.66,5.111e-01,9.998e-01,0.649935663645769,11433,6030.9,7151.8,5362.9,4816.2,5998.4,5662.8
DHFR2,1042.2,553.7,488.5,0.881288365100729,-0.182313936320295,0.28,-0.66,5.112e-01,9.998e-01,0.649935663645769,11434,548.2,570.3,542.5,475.1,413.7,576.8
UFSP1,682.2,306.9,375.2,1.221015904972,0.288081993015549,0.44,0.66,5.113e-01,9.998e-01,0.65006554118563,11437,336.2,220.8,363.8,282.5,269.6,573.6
MPRIPP1,108.2,47.7,60.5,1.26946895169187,0.344225110394683,0.52,0.66,5.114e-01,9.998e-01,0.650214217824765,11440,36.2,39.4,67.6,54.6,50.6,76.3
ZNF547,120.8,74.3,46.5,0.62954093844975,-0.667627896803229,1.02,-0.66,5.115e-01,9.998e-01,0.650280448311943,11442,37.6,73.1,112.2,9.6,122.1,7.9
DSTNP1,40,24.2,15.8,0.659680614400091,-0.60016038487977,0.91,-0.66,5.117e-01,9.998e-01,0.650498647038435,11446,20.1,31.6,20.8,9.6,33,4.8
METTL8P1,63.7,36.9,26.7,0.725825506049254,-0.462305339800318,0.7,-0.66,5.118e-01,9.998e-01,0.650498647038435,11447,45,45,20.8,21.4,42.9,15.9
ZNF23,227.1,127.7,99.4,0.777861207618591,-0.362415334204305,0.55,-0.66,5.118e-01,9.998e-01,0.650533388442817,11448,108.7,111.1,163.2,40.7,132,125.5
DLX2-DT,28.6,10.9,17.6,1.60249126448721,0.680316492435074,1.04,0.66,5.118e-01,9.998e-01,0.650533388442817,11449,3.4,16.9,12.5,11.8,7.7,33.4
SLC5A10,23.8,8,15.8,1.96472846541398,0.974329939115086,1.49,0.66,5.119e-01,9.998e-01,0.650574905458766,11450,4,16.9,3.1,30,0,17.5
SPATA32,47.9,27.4,20.4,0.73982259509685,-0.434748732062139,0.66,-0.66,5.122e-01,9.998e-01,0.650966506553266,11458,35.6,19.7,27,16.1,19.8,25.4
SERTAD3-AS1,5,3.9,1.1,0.283714100131237,-1.81749024288659,2.77,-0.66,5.123e-01,9.998e-01,0.650994896985705,11459,2.7,9.1,0,0,3.3,0
ENTPD3,5,3.9,1.1,0.275671068863152,-1.85898022760376,2.84,-0.66,5.123e-01,9.998e-01,0.651021235144608,11460,1.3,10.5,0,3.2,0,0
UBE3AP2,39.1,24,15.2,0.637941317862032,-0.648504373598055,0.99,-0.66,5.124e-01,9.998e-01,0.651021235144608,11461,13.4,45,13.5,21.4,20.9,3.2
PTGES3P3,225.3,93.9,131.3,1.39815420088894,0.483523482737401,0.74,0.66,5.124e-01,9.998e-01,0.651021235144608,11461,107.4,146.3,28.1,242.9,89.1,62
LGR6,3.5,0.7,2.9,4.12888676975769,2.04575285470954,3.12,0.66,5.125e-01,9.998e-01,0.651032844579114,11462,1.3,0.7,0,8.6,0,0
STAB2,13.9,4.6,9.2,1.97210523348314,0.979736537402218,1.5,0.66,5.125e-01,9.998e-01,0.651032844579114,11463,3.4,10.5,0,7.5,15.4,4.8
ASH2L,5936.1,3147.7,2788.4,0.885974064191491,-0.174663628623984,0.27,-0.65,5.128e-01,9.998e-01,0.651311772326214,11468,3105.3,3448.6,2889.3,3255,2811.1,2299.1
SPOPL,1217.6,677.3,540.4,0.798389723057133,-0.324834944590362,0.5,-0.65,5.128e-01,9.998e-01,0.651311772326214,11469,618,962.7,451.1,806.8,549,265.3
COX8C,4.3,3.2,1.1,0.350998417888617,-1.51046356723328,2.31,-0.65,5.127e-01,9.998e-01,0.651311772326214,11470,3.4,4.2,2.1,0,3.3,0
ATAD1,4275.6,2373,1902.6,0.801876284716897,-0.31854842328587,0.49,-0.65,5.128e-01,9.998e-01,0.651312184387234,11470,2235.7,3347.3,1536.1,2757.5,2039.8,910.4
THSD4-AS1,9.9,3.3,6.6,2.04264462695284,1.03043823024404,1.57,0.65,5.128e-01,9.998e-01,0.651312184387234,11471,4,0.7,5.2,16.1,2.2,1.6
AKT3-IT1,3.2,0.7,2.5,3.41945163268892,1.77376498293801,2.71,0.65,5.129e-01,9.998e-01,0.651409868223275,11473,0.7,1.4,0,0,1.1,6.4
HMGN2P20,6.6,2,4.6,2.35814877298415,1.23765473921496,1.89,0.65,5.130e-01,9.998e-01,0.651456044533559,11475,0.7,2.1,3.1,0,4.4,9.5
KPNA2P1,86.6,48.6,37.9,0.782658019631761,-0.353546031502267,0.54,-0.65,5.130e-01,9.998e-01,0.651456044533559,11475,49.7,59.8,36.4,43.9,42.9,27
SSBP3P2,26.4,10.6,15.8,1.51303237151399,0.597442854522987,0.91,0.65,5.131e-01,9.998e-01,0.651463977356132,11476,5.4,7.7,18.7,11.8,19.8,15.9
