SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
RSPH10B2,3.4,0.4,2.9,6.26298627960689,2.64685071841821,3.82,0.69,4.878e-01,9.998e-01,0.630053931430801,10911,1.3,0,0,0,8.8,0
OR10V3P,3.4,0.4,2.9,6.26298627960689,2.64685071841821,3.82,0.69,4.878e-01,9.998e-01,0.630053931430801,10912,1.3,0,0,0,8.8,0
ZNF394,4145.5,1933.4,2212.1,1.14392069878165,0.193987042116343,0.28,0.69,4.880e-01,9.998e-01,0.630283884417994,10917,1962.6,1743.3,2094.2,1777.3,2207.1,2651.9
SURF2,2550.1,1161.1,1389,1.19579309245136,0.257967782246802,0.37,0.69,4.881e-01,9.998e-01,0.630287187099277,10917,1342,906.5,1234.7,1027.2,1158.5,1981.3
MRPS12,10059.4,4598.1,5461.3,1.1876197449043,0.248072984323626,0.36,0.69,4.881e-01,9.998e-01,0.630322179965367,10918,4730.5,3618.8,5445,4523,4189.7,7671.1
GALNT16-AS1,6.9,1.8,5,2.71697566601687,1.44200164444322,2.08,0.69,4.882e-01,9.998e-01,0.630325692318674,10919,2,3.5,0,9.6,5.5,0
TBC1D32,511.6,216.5,295.1,1.36175110744145,0.445463040447784,0.64,0.69,4.883e-01,9.998e-01,0.630335315050655,10920,264.4,329.1,56.1,252.5,435.7,197
RPL23AP74,14.2,5.4,8.8,1.64985681801273,0.722340826346142,1.04,0.69,4.882e-01,9.998e-01,0.630335315050655,10921,4.7,4.2,7.3,8.6,9.9,7.9
RALGPS2-AS1,82.7,51.4,31.3,0.611118229034716,-0.710476579096007,1.03,-0.69,4.882e-01,9.998e-01,0.630335315050655,10921,58.4,38.7,57.2,2.1,75.9,15.9
RAB5B,7529.2,3991.4,3537.8,0.886444427624243,-0.173897905392241,0.25,-0.69,4.884e-01,9.998e-01,0.630534873734293,10925,3712.6,4455.6,3806,3518.2,3990.5,3104.7
DDX46,5729.7,3033.6,2696.1,0.888774546676797,-0.170110594439587,0.25,-0.69,4.886e-01,9.998e-01,0.630723120748514,10929,2927.5,3158.2,3015.1,2381.9,3118,2588.3
STARD9,506.2,275.9,230.3,0.837033532021128,-0.256642675801605,0.37,-0.69,4.886e-01,9.998e-01,0.630723120748514,10930,247.6,271.4,308.7,233.3,300.4,157.3
HDX,1003,570.9,432.2,0.757540634405676,-0.400604818205058,0.58,-0.69,4.887e-01,9.998e-01,0.63074764898585,10931,517.3,874.1,321.2,689.1,439,168.4
TRAM1,9668,4151.2,5516.8,1.32896291051634,0.410300841588644,0.59,0.69,4.889e-01,9.998e-01,0.630982269023078,10936,3885.7,6702.4,1865.6,9420.5,4721.1,2408.8
MXD3,1641.5,903,738.5,0.817817280909415,-0.290149546795755,0.42,-0.69,4.890e-01,9.998e-01,0.631029103246882,10937,823.3,547.1,1338.7,632.4,642.5,940.6
RPE,7163.9,4047.1,3116.8,0.770176990919,-0.376738071704296,0.54,-0.69,4.891e-01,9.998e-01,0.631115964958336,10939,4121.2,5876.1,2144.1,5229.2,2662.5,1458.6
POU5F1P4,42.8,15.7,27.1,1.75000267180629,0.807357124685454,1.17,0.69,4.891e-01,9.998e-01,0.631138857564742,10940,16.8,2.1,28.1,10.7,62.7,7.9
NEXN-AS1,113.5,47.7,65.8,1.37557443390642,0.460034207645575,0.67,0.69,4.891e-01,9.998e-01,0.63116121905273,10941,30.2,64,48.8,24.6,75.9,96.9
CCNI,21616.5,10176.7,11439.8,1.124138122501,0.168819309940236,0.24,0.69,4.892e-01,9.998e-01,0.631193184559058,10942,9020.8,11667.9,9841.4,12194,11551.3,10574
ZNF714,831.2,449.7,381.5,0.84970242971946,-0.234970404615135,0.34,-0.69,4.892e-01,9.998e-01,0.631193184559058,10943,425.4,496.5,427.2,478.3,399.4,266.9
GALNT4,48.8,28.1,20.7,0.732802001833119,-0.448504650362483,0.65,-0.69,4.893e-01,9.998e-01,0.631198484109941,10944,28.9,23.2,32.2,17.1,16.5,28.6
WDPCP,608.8,275.3,333.4,1.21413949521747,0.279934185594457,0.4,0.69,4.894e-01,9.998e-01,0.631396124453172,10948,227.5,206.7,391.8,376.6,377.4,246.3
SEC63,4171.7,1872.2,2299.4,1.2283721727703,0.296747735351349,0.43,0.69,4.895e-01,9.998e-01,0.631436662815244,10949,1807,2414.9,1394.8,2815.2,2877.1,1206
SEPTIN5,100.9,58,42.9,0.737065471683435,-0.440135318880782,0.64,-0.69,4.898e-01,9.998e-01,0.63178102348573,10956,38.2,46.4,89.4,25.7,36.3,66.7
RRM2B,3244.8,1866.1,1378.7,0.738942697950592,-0.436465601406018,0.63,-0.69,4.899e-01,9.998e-01,0.631849581515396,10958,1693.6,3057.6,847.1,2165.7,1538.1,432.2
CCIN,25,6.2,18.8,3.02919485614726,1.59893438399513,2.32,0.69,4.900e-01,9.998e-01,0.631929733174784,10960,0,0,18.7,0,5.5,50.8
ERVW-1,4.6,0.9,3.6,3.83362806574809,1.93871037515695,2.81,0.69,4.900e-01,9.998e-01,0.631929733174784,10960,0,2.8,0,4.3,6.6,0
ETNK1,9219.1,5184.2,4034.9,0.778342508687784,-0.361522943727964,0.52,-0.69,4.901e-01,9.998e-01,0.632005574780758,10962,4315.8,8529.4,2707.4,5972.9,3920.1,2211.7
UTRN,5795.5,3093.8,2701.7,0.873286482336257,-0.195473086112124,0.28,-0.69,4.901e-01,9.998e-01,0.632050549497416,10964,3162.4,3632.9,2486.1,2938.3,2862.8,2303.9
KRT18P45,4.6,0.9,3.6,3.82357214493652,1.93492109577872,2.8,0.69,4.902e-01,9.998e-01,0.632059463054221,10964,0,2.8,0,5.4,5.5,0
PDCD6IPP1,7.3,1.9,5.4,2.82344083558772,1.49745440036525,2.17,0.69,4.902e-01,9.998e-01,0.632059463054221,10965,4.7,0,1,10.7,5.5,0
TNRC6A,1864.9,1010.1,854.8,0.846618182555414,-0.24021662158558,0.35,-0.69,4.903e-01,9.998e-01,0.63213663706225,10967,686.4,978.2,1365.7,780,923.1,861.2
SBSPON,14.4,4.7,9.7,2.07664538584354,1.05425487830887,1.53,0.69,4.903e-01,9.998e-01,0.63213663706225,10968,4,4.9,5.2,24.6,4.4,0
HNRNPA1P10,1619.8,867.1,752.7,0.867406840393154,-0.205219274510454,0.3,-0.69,4.904e-01,9.998e-01,0.632153191106237,10968,1009.2,781.3,810.7,603.5,768,886.6
UBTD2,3535.9,1933.6,1602.3,0.828773000702427,-0.270951090399554,0.39,-0.69,4.904e-01,9.998e-01,0.632221839282198,10970,1940.5,2537.2,1323.1,1980.6,1779.1,1047.1
COMMD5P1,4.7,0.9,3.7,3.89488897015572,1.96158220261587,2.85,0.69,4.905e-01,9.998e-01,0.632294038374047,10972,0,2.8,0,0,3.3,7.9
CCDC17,94.5,56.4,38.1,0.681373680868125,-0.553481872745679,0.8,-0.69,4.906e-01,9.998e-01,0.63229695693144,10973,34.9,42.9,91.5,24.6,77,12.7
GFI1B,12.8,3.9,8.9,2.22466114934205,1.15358560781283,1.67,0.69,4.906e-01,9.998e-01,0.632338802648972,10974,1.3,10.5,0,3.2,18.7,4.8
GLS,6830.9,3949.3,2881.6,0.729696068311627,-0.454632414517326,0.66,-0.69,4.908e-01,9.998e-01,0.632552346991421,10979,3321.4,6919.7,1606.8,5189.6,2455.7,999.4
YWHAE,68660.6,31378.9,37281.7,1.18811423355165,0.248673553525473,0.36,0.69,4.909e-01,9.998e-01,0.632648323643548,10981,36138.3,37050.8,20947.6,45811,38771.9,27262.1
PNO1,8521.6,4686.3,3835.3,0.818484614459517,-0.288972797126939,0.42,-0.69,4.910e-01,9.998e-01,0.632715222540379,10983,4746.6,5938.7,3373.7,5089,4305.2,2111.6
AKR7L,53.4,20.2,33.2,1.65960515692939,0.730840045248746,1.06,0.69,4.911e-01,9.998e-01,0.632794927019957,10985,5.4,4.2,50.9,24.6,24.2,50.8
C1orf210,4.7,4,0.7,0.183976548652589,-2.44240621609889,3.55,-0.69,4.911e-01,9.998e-01,0.632794927019957,10985,12.1,0,0,2.1,0,0
PHEX,8.9,2.3,6.5,2.76573763930045,1.46766430745285,2.13,0.69,4.912e-01,9.998e-01,0.632856535086642,10987,0,7,0,2.1,14.3,3.2
CTCF-DT,62.9,25.8,37.1,1.43729185988568,0.523353048611954,0.76,0.69,4.913e-01,9.998e-01,0.63298175993712,10990,27.5,8.4,41.6,30,31.9,49.3
ZEBTR,30.9,12.7,18.2,1.45776876535345,0.543761894195201,0.79,0.69,4.913e-01,9.998e-01,0.63298175993712,10990,12.1,11.3,14.6,17.1,26.4,11.1
XRCC6P4,13.8,8.8,5,0.578202549965066,-0.790353123544135,1.15,-0.69,4.915e-01,9.998e-01,0.633088866031982,10993,4.7,13.4,8.3,7.5,4.4,3.2
RSPH3,2873.1,1338.9,1534.1,1.14520161160058,0.195601605703601,0.28,0.69,4.916e-01,9.998e-01,0.633161146182675,10995,1268.2,1503.5,1245.1,1279.7,1444.6,1878.1
LINC00862,19.3,13.6,5.7,0.42788129147046,-1.22471749443226,1.78,-0.69,4.916e-01,9.998e-01,0.633161146182675,10995,8.1,5.6,27,17.1,0,0
ZNF660,19.8,7.5,12.3,1.68746362823483,0.754856406500809,1.1,0.69,4.917e-01,9.998e-01,0.633262048458096,10998,4,2.8,15.6,17.1,8.8,11.1
KIF27,764.2,421,343.2,0.816005094084702,-0.293349936332997,0.43,-0.69,4.917e-01,9.998e-01,0.633262048458096,10998,442.9,504.2,316,413,425.8,190.7
NBPF10,211,117.7,93.3,0.795811822161771,-0.329500763777962,0.48,-0.69,4.917e-01,9.998e-01,0.633262048458096,10999,82.5,118.8,151.7,70.6,133.1,76.3
RNF25,4452.1,2420.6,2031.6,0.839196522094502,-0.252919395960994,0.37,-0.69,4.918e-01,9.998e-01,0.63328672875013,11000,2305.5,1764.4,3191.8,1813.7,1579.9,2701.1
FAM83C-AS1,6.8,1.8,5,2.73348320706365,1.45074051248265,2.11,0.69,4.918e-01,9.998e-01,0.633334716590178,11002,5.4,0,0,4.3,4.4,6.4
MIF4GD,6468,3014.2,3453.8,1.14561430543245,0.196121412944903,0.29,0.69,4.920e-01,9.998e-01,0.63343916477981,11004,3151.6,2767.9,3123.2,3244.3,2785.8,4331.3
ATP7A,1657,712.4,944.6,1.32616236690724,0.407257420692963,0.59,0.69,4.920e-01,9.998e-01,0.63343916477981,11005,569.7,1123.8,443.8,1628.6,857.1,348
COQ10B,4643.1,2094,2549.2,1.21744401138375,0.28385542622439,0.41,0.69,4.922e-01,9.998e-01,0.633565838019007,11008,2170,2756.6,1355.3,3204.7,2865,1577.8
CLIC1,46058.3,21560,24498.3,1.13625050019491,0.184280929516026,0.27,0.69,4.922e-01,9.998e-01,0.633565838019007,11008,24163.7,18828.8,21687.6,22795.8,21469.8,29229.2
RPS15AP30,3.5,0.7,2.9,4.20812440053426,2.07317735419796,3.02,0.69,4.922e-01,9.998e-01,0.633565838019007,11009,2,0,0,6.4,2.2,0
UBOX5-AS1,17.2,6.4,10.8,1.66303294019285,0.733816744802103,1.07,0.69,4.922e-01,9.998e-01,0.633565838019007,11009,4,9.1,6.2,4.3,15.4,12.7
BDP1P,3.4,2.7,0.7,0.290536091376679,-1.78321070366398,2.6,-0.69,4.922e-01,9.998e-01,0.633565838019007,11010,0.7,2.1,5.2,0,2.2,0
LINC00562,7.4,5.2,2.2,0.429897291360107,-1.21793607447927,1.77,-0.69,4.924e-01,9.998e-01,0.633769041058658,11014,2.7,9.8,3.1,1.1,5.5,0
TMLHE,1330.4,612.7,717.7,1.17171810915197,0.22862552927871,0.33,0.69,4.925e-01,9.998e-01,0.633823456290371,11016,724,622.4,491.6,890.3,716.2,546.6
STAG3,28.7,10.2,18.4,1.79199786226665,0.841568916358047,1.23,0.69,4.926e-01,9.998e-01,0.633903475954344,11018,10.7,19,1,26.8,25.3,3.2
CTBS,1750.7,774.7,976,1.25988594925788,0.333293140163817,0.49,0.69,4.927e-01,9.998e-01,0.633978083798856,11020,651.5,1199.7,472.9,1428.5,909.9,589.5
EDDM13,46.3,18.3,28,1.54038603377042,0.623291947812913,0.91,0.69,4.927e-01,9.998e-01,0.633989045139996,11021,8.1,23.9,22.9,8.6,51.7,23.8
NIT1,4157.7,1900.8,2256.9,1.18710793557849,0.24745111530368,0.36,0.69,4.929e-01,9.998e-01,0.634261016292964,11026,1951.9,1497.2,2253.3,1738.8,1860.5,3171.4
CCDC9B,123.7,77.7,46,0.592305669741742,-0.755586198744077,1.1,-0.69,4.930e-01,9.998e-01,0.634361802604589,11028,71.8,125.9,35.3,1.1,106.7,30.2
EFCAB14,16304.7,8780.8,7523.9,0.856940770070237,-0.222732603127136,0.33,-0.69,4.932e-01,9.998e-01,0.634545114863352,11032,7513.1,8776.9,10052.4,10014.4,6903.9,5653.3
CCDC117,8660.5,4780.7,3879.8,0.811616210886434,-0.3011304137111,0.44,-0.69,4.933e-01,9.998e-01,0.634598310027755,11034,4741.2,6289.6,3311.3,4147.4,5412,2079.9
SGK3,118.9,52.1,66.7,1.27800462266457,0.353893054659861,0.52,0.69,4.933e-01,9.998e-01,0.634617245149741,11035,60.4,53.4,42.6,94.2,44,62
GDAP2,1884,1064.6,819.4,0.769941499770974,-0.377179261023342,0.55,-0.68,4.934e-01,9.998e-01,0.634617245149741,11035,1009.2,1507,677.6,1424.2,684.3,349.6
ZDHHC4,7987.2,3775.6,4211.6,1.11538153213564,0.157537288950338,0.23,0.68,4.935e-01,9.998e-01,0.634680384355613,11037,3938.7,4039.3,3348.7,4329.3,4052.1,4253.5
KIAA1586,1055.8,455.2,600.7,1.31940430416902,0.399886716403187,0.58,0.68,4.935e-01,9.998e-01,0.634680384355613,11038,422.7,765.1,177.7,939.5,490.7,371.8
ASPHD1,8241.1,3731.8,4509.3,1.2083314914203,0.273016295244355,0.4,0.68,4.935e-01,9.998e-01,0.634680384355613,11038,3522,2476.8,5196.6,3328.8,4124.7,6074.3
LINC03102,3.9,3.1,0.7,0.2436054866035,-2.03738146818449,2.98,-0.68,4.935e-01,9.998e-01,0.634717504017298,11040,0,4.2,5.2,0,2.2,0
EFNB1,6171.5,3381.1,2790.4,0.825225666048513,-0.277139402474066,0.4,-0.68,4.937e-01,9.998e-01,0.634798549541525,11042,3195.3,2315.7,4632.3,1841.5,2795.7,3733.9
CYP4V2,1359.7,603.5,756.2,1.25364001736409,0.326123137835753,0.48,0.68,4.937e-01,9.998e-01,0.634798549541525,11042,580.4,668.8,561.2,1316.1,434.6,518
ABCG1,3248.1,1494.7,1753.4,1.17330582215074,0.230579100830047,0.34,0.68,4.937e-01,9.998e-01,0.634798549541525,11043,1633.9,1464.8,1385.4,2441.8,1482,1336.3
LINC00173,14.7,5.1,9.6,1.89313825636466,0.920779775272002,1.35,0.68,4.937e-01,9.998e-01,0.634798549541525,11044,3.4,9.8,2.1,7.5,19.8,1.6
KIF1A,4958.9,2185.6,2773.3,1.26889286137738,0.343570260759137,0.5,0.68,4.938e-01,9.998e-01,0.634811082576023,11044,1772.8,1798.1,2986,1095.7,3796.9,3427.2
NPIPB3,42.8,17.3,25.5,1.48912782054915,0.574467594187191,0.84,0.68,4.938e-01,9.998e-01,0.634811082576023,11045,10.7,14.1,27,11.8,44,20.7
SNRPEP5,70.1,28.8,41.3,1.43263626754806,0.518672369813539,0.76,0.68,4.938e-01,9.998e-01,0.634811082576023,11046,49.7,23.2,13.5,64.2,37.4,22.2
ZNF891,493.5,275.2,218.2,0.793727004915973,-0.333285203862272,0.49,-0.68,4.939e-01,9.998e-01,0.634833564184607,11047,251,402.2,172.5,290,237.6,127.1
CMPK1,17242,9798.2,7443.8,0.75973552346155,-0.396430815010422,0.58,-0.68,4.939e-01,9.998e-01,0.63487312342048,11048,8847.7,15658,4889,12761.1,6341.7,3228.6
ADAP2,1477.3,801.1,676.1,0.844137440473162,-0.244450180615982,0.36,-0.68,4.940e-01,9.998e-01,0.63487312342048,11049,764.3,756.7,882.4,446.2,916.5,665.7
INTS6L-AS1,10.9,3.3,7.6,2.2521257274087,1.17128736971206,1.71,0.68,4.941e-01,9.998e-01,0.634926821013769,11050,7.4,1.4,1,1.1,1.1,20.7
AK4P3,236.1,131.3,104.8,0.798837161560229,-0.324026646993293,0.47,-0.68,4.940e-01,9.998e-01,0.634926821013769,11051,90.6,158.9,144.5,69.6,146.3,98.5
HOTTIP,19.8,6.7,13.1,1.94801651155819,0.962005905881323,1.41,0.68,4.941e-01,9.998e-01,0.634926821013769,11052,6.7,13.4,0,23.5,11,4.8
BEND3P3,23.7,15.8,7.9,0.500211736126355,-0.999389188002901,1.46,-0.68,4.941e-01,9.998e-01,0.634926821013769,11052,22.1,25.3,0,15,5.5,3.2
ZBTB44-DT,8.3,2.7,5.5,2.00917865381485,1.00660585252978,1.47,0.68,4.944e-01,9.998e-01,0.63521950019306,11058,5.4,0.7,2.1,3.2,5.5,7.9
SYT1,16.1,4,12.1,2.96494208599171,1.56800392498424,2.3,0.68,4.945e-01,9.998e-01,0.635393434862996,11062,12.1,0,0,0,18.7,17.5
TRIM26,6561.7,3084.8,3477,1.12735851442328,0.172946383947961,0.25,0.68,4.949e-01,9.998e-01,0.63580235599259,11069,2923.5,2682.8,3648,3515,3585.6,3330.3
PRKRIP1,3379.6,1543.3,1836.3,1.1895101470355,0.250367578627579,0.37,0.68,4.951e-01,9.998e-01,0.636002305704506,11073,1589.6,1225.7,1814.7,1369.6,1527.1,2612.1
CEP295NL,42.7,17,25.7,1.48853634681882,0.573894449479912,0.84,0.68,4.952e-01,9.998e-01,0.636148543128972,11077,25.5,12,13.5,15,14.3,47.7
MIR6784,8.8,5.8,3,0.518369534340752,-0.947947164371391,1.39,-0.68,4.953e-01,9.998e-01,0.636231815048324,11079,3.4,5.6,8.3,3.2,1.1,4.8
CYP4A22-AS1,30.4,11.5,18.9,1.62801981909212,0.703118262707276,1.03,0.68,4.954e-01,9.998e-01,0.636275897875097,11080,5.4,26,3.1,17.1,22,17.5
WAC,9672.6,5195.7,4476.9,0.861751071463076,-0.214656907510651,0.32,-0.68,4.956e-01,9.998e-01,0.6364533444895,11084,4809.7,6078.7,4698.8,5188.6,5061,3181
SNX4,6179.4,2718.1,3461.3,1.27351008930234,0.348810389316695,0.51,0.68,4.957e-01,9.998e-01,0.6364533444895,11084,2765.8,3767.2,1621.3,5226,3626.3,1531.7
MCL1,49567.8,22838.1,26729.7,1.17040953382588,0.227013426423713,0.33,0.68,4.957e-01,9.998e-01,0.6364533444895,11085,22452.7,27667.7,18394,29442.8,32010,18736.2
NLRC3,29,10.6,18.3,1.72720352963432,0.788438096701821,1.16,0.68,4.957e-01,9.998e-01,0.6364533444895,11086,8.7,1.4,21.8,13.9,7.7,33.4
SNRPEP6,18.3,7.1,11.2,1.57558987608956,0.655892052096126,0.96,0.68,4.955e-01,9.998e-01,0.6364533444895,11086,6.7,8.4,6.2,13.9,13.2,6.4
LEFTY3P,14.7,10.6,4.1,0.382494919808597,-1.38648750843009,2.03,-0.68,4.957e-01,9.998e-01,0.6364533444895,11087,2.7,0,29.1,4.3,0,7.9
ARSI,11,8.9,2.1,0.242810776938321,-2.04209563914868,3,-0.68,4.957e-01,9.998e-01,0.63648216341469,11088,0,26.7,0,6.4,0,0
NUDT10,8.2,5.4,2.9,0.531392960522487,-0.912148978625684,1.34,-0.68,4.958e-01,9.998e-01,0.636583960927228,11091,6.7,4.2,5.2,2.1,3.3,3.2
C7orf50,24847.5,11373.4,13474.1,1.18471573266408,0.244540932309988,0.36,0.68,4.959e-01,9.998e-01,0.636642509473094,11092,9944.8,8268.5,15906.9,11237.4,12506.3,16678.6
NUCB1,19408.2,8766.7,10641.6,1.213845879658,0.279585256216198,0.41,0.68,4.961e-01,9.998e-01,0.636825065116652,11096,7837.9,6611.7,11850.4,6640.6,10116.6,15167.5
STK17B,1717.7,780.1,937.7,1.20229522645272,0.265791196749556,0.39,0.68,4.961e-01,9.998e-01,0.636870819766853,11097,671,1061.2,608,1277.6,853.8,681.6
LINC02987,1614.5,863.1,751.3,0.869958370229185,-0.200981728984475,0.3,-0.68,4.962e-01,9.998e-01,0.636870819766853,11098,870.9,881.8,836.7,560.7,841.7,851.6
TMF1,3887.6,2151.1,1736.5,0.807450400113555,-0.308554453914196,0.45,-0.68,4.963e-01,9.998e-01,0.636871441626919,11099,1880.1,2983.1,1590.2,2355.1,1969.4,885
IPPKP1,6.9,2.1,4.8,2.26959608577154,1.18243556760239,1.74,0.68,4.963e-01,9.998e-01,0.636871441626919,11099,2,4.2,0,7.5,2.2,4.8
ZNF692-DT,3.9,0.9,3,3.21607619192252,1.68530158574778,2.48,0.68,4.963e-01,9.998e-01,0.636871441626919,11100,2,0.7,0,4.3,0,4.8
DICER1-AS1,335.2,149.1,186.1,1.2527604737955,0.325110599575237,0.48,0.68,4.962e-01,9.998e-01,0.636871441626919,11101,134.9,81.6,230.7,186.2,210.1,162.1
UBXN1,7798,3569.7,4228.4,1.18439548263953,0.244150893107011,0.36,0.68,4.964e-01,9.998e-01,0.63692325350048,11102,3979.7,2640.6,4088.7,3168.3,3736.4,5780.4
SLC25A53P1,10.6,2.5,8.1,3.19019835356116,1.67364612769002,2.46,0.68,4.964e-01,9.998e-01,0.63692325350048,11103,4,3.5,0,0,24.2,0
LINC01011,343.3,186.9,156.5,0.835161195932868,-0.259873413314518,0.38,-0.68,4.964e-01,9.998e-01,0.63696673457404,11104,206,158.2,196.4,111.3,159.5,198.6
FBXL12,1564.7,844.1,720.6,0.853411530502682,-0.228686491863385,0.34,-0.68,4.966e-01,9.998e-01,0.637153592962572,11108,830.7,723.6,978,501.8,787.8,872.3
NREP,3.7,0.7,3,4.3025031051944,2.10517623348499,3.1,0.68,4.967e-01,9.998e-01,0.637190605768149,11109,2,0,0,1.1,0,7.9
CASTOR3P,300.9,135.6,165.3,1.21778154325034,0.284255352672483,0.42,0.68,4.967e-01,9.998e-01,0.637204562324638,11110,121.4,113.9,171.5,157.3,117.7,220.9
LNC-LBCS,97,58.9,38.1,0.640959898630458,-0.64169399679021,0.94,-0.68,4.970e-01,9.998e-01,0.637535221481761,11117,73.8,85.1,17.7,17.1,9.9,87.4
SMG1P2,76.9,32.8,44.1,1.34112491184992,0.423443615552477,0.62,0.68,4.971e-01,9.998e-01,0.637611403432159,11119,29.5,49.2,19.7,51.4,50.6,30.2
EID3,695.3,320.6,374.7,1.17076551840679,0.227452160975381,0.33,0.68,4.971e-01,9.998e-01,0.637611403432159,11119,242.9,315.7,403.3,407.7,390.6,325.7
FASTK,21136.6,11588.6,9548,0.823894369997829,-0.279468710936183,0.41,-0.68,4.971e-01,9.998e-01,0.6376173354099,11120,9585.1,8428.8,16751.9,7857.2,7224.1,13562.7
AGAP14P,5.3,3.8,1.4,0.386687512437573,-1.37075991964503,2.02,-0.68,4.975e-01,9.998e-01,0.63801561242331,11128,0.7,7.7,3.1,3.2,1.1,0
DGCR6,5.1,1.5,3.6,2.48502775951575,1.31326196780045,1.94,0.68,4.977e-01,9.998e-01,0.638202061207375,11132,1.3,0,3.1,5.4,2.2,3.2
RGPD5,140.1,77,63.1,0.819075124239693,-0.287932315307254,0.42,-0.68,4.977e-01,9.998e-01,0.638237344691879,11133,77.8,90.7,62.4,68.5,60.5,60.4
CCDC180,24.5,9.2,15.2,1.64070713982077,0.714317746082545,1.05,0.68,4.978e-01,9.998e-01,0.638258562724707,11134,14.8,9.8,3.1,11.8,27.5,6.4
GET1,4021.6,2278,1743.6,0.765507655813413,-0.385511288751046,0.57,-0.68,4.980e-01,9.998e-01,0.638477026612146,11138,2343.8,3389.5,1100.6,2784.2,1725.2,721.4
PIGUP1,122.8,53.9,68.9,1.27932154018284,0.355378911699463,0.52,0.68,4.980e-01,9.998e-01,0.638512227060521,11139,56.4,66.8,38.5,98.4,52.8,55.6
EIF2B5-DT,36.7,21.2,15.4,0.724713070831633,-0.464518180068057,0.69,-0.68,4.981e-01,9.998e-01,0.638546065160592,11141,20.8,23.2,19.7,13.9,16.5,15.9
NANOGP5,11.7,3.1,8.6,2.70138780680422,1.43370076564911,2.12,0.68,4.982e-01,9.998e-01,0.638628197520115,11143,9.4,0,0,1.1,19.8,4.8
CSPG4P11,9.8,3.4,6.3,1.83441467169115,0.875319798785931,1.29,0.68,4.983e-01,9.998e-01,0.638731278797138,11145,5.4,2.8,2.1,4.3,9.9,4.8
RN7SL279P,6.1,1.9,4.2,2.36758396888153,1.24341559331383,1.84,0.68,4.984e-01,9.998e-01,0.638838756294211,11148,0.7,0.7,4.2,1.1,9.9,1.6
MAN2C1,3783.5,2059.7,1723.8,0.836648261810857,-0.257306873062549,0.38,-0.68,4.985e-01,9.998e-01,0.638850875177347,11149,2019.7,1841.7,2317.7,1017.6,1773.6,2380.2
JMJD7-PLA2G4B,87.6,32.4,55.3,1.70728483814913,0.771703773247769,1.14,0.68,4.985e-01,9.998e-01,0.638850875177347,11149,57.7,35.2,4.2,15,139.7,11.1
CLIC4,7803.9,4389.8,3414.1,0.777793783988124,-0.362540389872688,0.54,-0.68,4.985e-01,9.998e-01,0.638850875177347,11150,4057.5,6860.7,2251.2,5234.6,3345.8,1662
PPP4R2P6,23.6,14.7,8.9,0.614746485894529,-0.701936511990814,1.04,-0.68,4.984e-01,9.998e-01,0.638850875177347,11151,10.7,14.8,18.7,9.6,15.4,1.6
NPIPB10P,2.9,0.7,2.2,2.96455025801835,1.56781325494301,2.32,0.68,4.987e-01,9.998e-01,0.639015583586902,11154,0.7,1.4,0,1.1,2.2,3.2
RPS24P13,2.9,0.7,2.2,2.96455025801835,1.56781325494301,2.32,0.68,4.987e-01,9.998e-01,0.639015583586902,11155,0.7,1.4,0,1.1,2.2,3.2
PEF1-AS1,16.3,6.3,10,1.58761903556685,0.666864765480906,0.99,0.68,4.987e-01,9.998e-01,0.639015583586902,11155,6.7,4.9,7.3,7.5,9.9,12.7
LINC01901,2.9,0.7,2.2,2.96455025801835,1.56781325494301,2.32,0.68,4.987e-01,9.998e-01,0.639015583586902,11156,0.7,1.4,0,1.1,2.2,3.2
GLRXP3,20.2,7.9,12.3,1.55122088436403,0.633404131949299,0.94,0.68,4.989e-01,9.998e-01,0.639082457795203,11158,9.4,7,7.3,16.1,6.6,14.3
GAPDHP62,8,2.8,5.2,1.91866535172517,0.94010310261823,1.39,0.68,4.989e-01,9.998e-01,0.639082457795203,11158,2.7,1.4,4.2,7.5,3.3,4.8
RPSAP5,8.4,2.8,5.6,1.98275784234912,0.987508489480464,1.46,0.68,4.989e-01,9.998e-01,0.639093222288571,11159,4,1.4,3.1,10.7,4.4,1.6
PCBD1,8511.2,4015.4,4495.8,1.11948078147076,0.162829761138411,0.24,0.68,4.991e-01,9.998e-01,0.639340734177998,11164,4554,3686.3,3806,4398.9,4221.6,4866.8
PLXNB3,1294,565.2,728.8,1.29015464468311,0.367544004986213,0.54,0.68,4.991e-01,9.998e-01,0.639340734177998,11165,413.3,353,929.2,333.8,997.9,854.8
LINC01841,59.2,24.5,34.7,1.41045833576152,0.496164050058175,0.73,0.68,4.995e-01,9.998e-01,0.639719439215076,11172,19.5,23.9,30.1,35.3,13.2,55.6
ASCL5,8.2,1.8,6.4,3.48283662848882,1.80026280114833,2.67,0.68,4.996e-01,9.998e-01,0.639802124009099,11174,1.3,0,4.2,0,0,19.1
C16orf89,7,2.1,4.9,2.35691192405545,1.2368978472166,1.83,0.68,4.997e-01,9.998e-01,0.639910282535546,11177,3.4,2.8,0,2.1,11,1.6
