SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
NCR3LG1,112.7,58.3,54.3,0.918339461978332,-0.122900553899776,8.32e-01,1.00e+00,0.880473850287567,14549,86,66,23,35,79,49
TLCD1,1898.7,926,972.7,1.04797967208403,0.0676107328410189,8.32e-01,1.00e+00,0.880496737972322,14550,984,895,899,777,853,1288
SNPH,773,397.7,375.3,0.931595328067193,-0.102224690408563,8.32e-01,1.00e+00,0.880842705723,14557,377,430,386,175,309,642
BSN,450.3,214,236.3,1.09411949654048,0.129770313680435,8.33e-01,1.00e+00,0.881314233235261,14565,181,107,354,91,237,381
TMX1P1,54,26.3,27.7,1.08659428560499,0.119813365014366,8.33e-01,1.00e+00,0.881834582309593,14575,28,33,18,47,24,12
NUDT6,604.7,311,293.7,0.939293316704792,-0.090352350771233,8.34e-01,1.00e+00,0.882137918230637,14581,362,332,239,389,164,328
COPS4,5275.7,2551.3,2724.3,1.06868470036965,0.0958362699812403,8.34e-01,1.00e+00,0.88216793880073,14582,2976,3378,1300,3948,2803,1422
MED14OS,58,30.3,27.7,0.933972131674663,-0.0985485921629086,8.34e-01,1.00e+00,0.882301455892319,14585,27,31,33,34,23,26
ZNG1C,294.3,153,141.3,0.92980876059205,-0.104994075996322,8.34e-01,1.00e+00,0.882363882697964,14587,99,104,256,113,142,169
NDST1-AS1,17,8,9,1.11809955869497,0.161048655480379,8.34e-01,1.00e+00,0.882542981008082,14591,12,10,2,11,14,2
SMCO4,739,378,361,0.945247794224065,-0.0812355172611689,8.34e-01,1.00e+00,0.882583905545295,14593,420,382,332,284,279,520
CNNM3-DT,18.3,9,9.3,0.874714151424463,-0.193116460454455,8.34e-01,1.00e+00,0.882602792222645,14594,18,8,1,1,11,16
LINC02321,52,25.7,26.3,1.08067983621862,0.111939171440462,8.35e-01,1.00e+00,0.882959008872652,14601,25,22,30,30,38,11
FANCL,2117,1095.7,1021.3,0.933836370493293,-0.0987583160004707,8.35e-01,1.00e+00,0.88309189997822,14604,1197,1577,513,1354,1134,576
PDK4,1212.3,634.3,578,0.912279035987666,-0.132452930295728,8.35e-01,1.00e+00,0.8832554903807,14607,512,1025,366,195,1123,416
ZNF444P1,172,82,90,1.07033143780117,0.0980576093653193,8.35e-01,1.00e+00,0.883284602870205,14609,87,63,96,63,71,136
TERF1P4,79,38.3,40.7,1.07064451296317,0.098479540295176,8.35e-01,1.00e+00,0.883471610467462,14613,42,42,31,58,34,30
DTWD1,836.7,436.3,400.3,0.923448518622062,-0.114896560316254,8.35e-01,1.00e+00,0.883471610467462,14614,543,565,201,584,457,160
NADSYN1,4839,2471,2368,0.957383048995707,-0.0628318323290834,8.35e-01,1.00e+00,0.883521685973445,14615,2413,2181,2819,1803,2114,3187
MZF1,3237,1555.3,1681.7,1.07935534003669,0.110169899963926,8.36e-01,1.00e+00,0.883615432511229,14618,1168,1088,2410,644,1607,2794
IL21R,81.3,37.3,44,1.10824930261637,0.148282454664498,8.37e-01,1.00e+00,0.884573670390036,14634,37,47,28,55,5,72
QSOX2,2547.7,1305.7,1242,0.94904630691057,-0.0754496123613602,8.37e-01,1.00e+00,0.884883347157881,14640,1101,1202,1614,823,1082,1821
ASCC3,5907.7,3030.7,2877,0.949747214299547,-0.074384519554973,8.37e-01,1.00e+00,0.884884949861245,14641,2541,4469,2082,3444,3167,2020
AP4S1,702,342.7,359.3,1.05648308325628,0.0792696665651653,8.37e-01,1.00e+00,0.885253605871068,14648,364,329,335,488,361,229
MEMO1,365,188.3,176.7,0.947191112219092,-0.0782725511012404,8.37e-01,1.00e+00,0.885319018041697,14650,163,178,224,186,198,146
TMUB2,6362,3253.7,3108.3,0.954708968663417,-0.0668670826348519,8.38e-01,1.00e+00,0.885399634186029,14652,2990,2678,4093,2133,2976,4216
FMNL3,2658,1365,1293,0.946484572884019,-0.0793491038079378,8.38e-01,1.00e+00,0.885449294073839,14654,1067,1221,1807,1459,728,1692
ASAH2,78,37,41,1.10291713580098,0.141324402661115,8.38e-01,1.00e+00,0.885511049718135,14656,40,65,6,53,47,23
FAM114A1,5731,2920,2811,0.962015469225177,-0.0558680021446264,8.38e-01,1.00e+00,0.885590822577597,14658,2810,3235,2715,2636,2282,3515
APLP2,52917,26910.3,26006.7,0.966348190788318,-0.0493849859366991,8.38e-01,1.00e+00,0.885768545079934,14662,27741,28724,24266,22669,24035,31316
ANKS3,1749,846,903,1.0641417827705,0.0896903836140425,8.38e-01,1.00e+00,0.886046186941115,14668,785,582,1171,543,747,1419
GPANK1,2382.3,1221,1161.3,0.949197959044795,-0.0752190964194695,8.39e-01,1.00e+00,0.886051042853163,14669,1327,882,1454,740,1159,1585
SAPCD2P3,24.3,13.3,11,0.851421287717051,-0.232054933238633,8.39e-01,1.00e+00,0.886253974556893,14673,1,6,33,1,11,21
YBX3,95591,46587,49004,1.05184795413735,0.0729261764312167,8.39e-01,1.00e+00,0.886621231046823,14680,43139,39893,56729,25718,54374,66920
PSMG2,9217.7,4491.3,4726.3,1.05264388979261,0.0740174541007221,8.39e-01,1.00e+00,0.886621231046823,14681,4768,5869,2837,6558,4440,3181
CCDC166,51.7,25.7,26,0.915512846899836,-0.127347964158421,8.39e-01,1.00e+00,0.886838846555082,14685,29,23,25,8,22,48
TGFB1,5875.7,2823.7,3052,1.07913135979684,0.109870490954382,8.40e-01,1.00e+00,0.886876839602635,14687,2086,2090,4295,1273,2172,5711
COPS2,4135,2172,1963,0.905435601411037,-0.143316060922142,8.40e-01,1.00e+00,0.887153450629794,14692,2164,3717,635,3353,2013,523
OAZ1,84731,41470.7,43260.3,1.04307825908526,0.0608474030721359,8.40e-01,1.00e+00,0.88720306365848,14694,42416,35577,46419,36363,32133,61285
ELDR,31.7,15,16.7,1.09532506081487,0.131359083553657,8.40e-01,1.00e+00,0.887490558868692,14700,8,13,24,10,14,26
SCFD2,3152.3,1545.7,1606.7,1.03899619442373,0.0551903700303239,8.40e-01,1.00e+00,0.887498132251811,14701,1392,1667,1578,1346,1720,1754
IER3IP1,4403.3,2314.3,2089,0.904306645002542,-0.145116029980077,8.40e-01,1.00e+00,0.887568597193485,14703,2013,4150,780,3720,2046,501
LACTB2,631.7,331.3,300.3,0.91417491382475,-0.129457864872561,8.41e-01,1.00e+00,0.888190701227857,14714,266,572,156,558,228,115
BACE1,848,433.3,414.7,0.950839101874885,-0.0727268616522008,8.41e-01,1.00e+00,0.888426950490048,14719,446,445,409,342,331,571
ERCC4,1280.3,621.3,659,1.06512597304797,0.0910240688960689,8.42e-01,1.00e+00,0.888494065004344,14721,611,821,432,799,875,303
RAB28,2316.3,1188.3,1128,0.949599216890556,-0.0746093496596253,8.42e-01,1.00e+00,0.888521402032307,14722,1198,1618,749,1453,1087,844
FGF14-AS2,36.7,15,21.7,1.15413708317848,0.206814590947216,8.42e-01,1.00e+00,0.888521402032307,14723,14,31,0,9,5,51
MTFP1,187.3,96,91.3,0.940478562172823,-0.0885330364120985,8.42e-01,1.00e+00,0.888521402032307,14724,106,70,112,67,89,118
OGA,15010,7646.3,7363.7,0.963197689793599,-0.0540961630548163,8.42e-01,1.00e+00,0.888521402032307,14725,7121,8728,7090,6498,9581,6012
DHCR24,25272.3,12424.7,12847.7,1.03398792457812,0.0482193372457012,8.42e-01,1.00e+00,0.888718031443523,14729,12028,11561,13685,10453,13683,14407
CMBL,6464.3,3292.7,3171.7,0.963342917243979,-0.053878655131968,8.42e-01,1.00e+00,0.888718031443523,14730,3311,3670,2897,3915,2607,2993
FAM136A,14338.3,7300,7038.3,0.964238639574375,-0.052537851416017,8.42e-01,1.00e+00,0.888718031443523,14731,7679,8474,5747,8216,6961,5938
PNPT1P1,196.3,94.7,101.7,1.10068702652937,0.138404305903084,8.42e-01,1.00e+00,0.888949439572603,14735,108,135,41,190,96,19
DNAAF3-AS1,40.7,21.3,19.3,0.890581596084963,-0.167180296166614,8.43e-01,1.00e+00,0.889265298180973,14741,26,37,1,10,36,12
LGALSL-DT,33.3,18.3,15,0.886260082937457,-0.174197958971181,8.43e-01,1.00e+00,0.889390908141629,14744,3,10,42,14,13,18
PJA1,9220.3,4531.3,4689,1.03461296217594,0.0490911716106219,8.43e-01,1.00e+00,0.889390908141629,14745,4702,4114,4778,5145,3890,5032
MBOAT4,21.3,11.3,10,0.926210124931485,-0.110588566836684,8.43e-01,1.00e+00,0.889565599829346,14749,9,11,14,11,10,9
SPATA33,2247.3,1097.7,1149.7,1.04691419707377,0.0661432068067196,8.44e-01,1.00e+00,0.890222499574118,14761,817,1030,1446,923,1123,1403
NME7,2616,1272,1344,1.05712022508623,0.0801394621248384,8.44e-01,1.00e+00,0.890222499574118,14762,1412,1691,713,1313,1822,897
WASH9P,110.7,52.7,58,1.07752654276169,0.107723407726453,8.44e-01,1.00e+00,0.890441829398296,14766,44,40,74,30,51,93
ZNF527,327,158,169,1.07780856730651,0.10810095960935,8.44e-01,1.00e+00,0.890441829398296,14767,231,153,90,132,287,88
NAP1L4P1,117,60.7,56.3,0.939614177154353,-0.0898596135977293,8.44e-01,1.00e+00,0.890441829398296,14768,64,66,52,81,42,46
MPHOSPH8,2997.3,1528.7,1468.7,0.96101113276883,-0.0573749509878667,8.44e-01,1.00e+00,0.890441829398296,14769,1294,1448,1844,1211,1655,1540
HM13,42681.3,20975.3,21706,1.03480132104736,0.0493538009088378,8.44e-01,1.00e+00,0.890496714472338,14771,20623,18387,23916,18662,19880,26576
SLC35A3,1845.3,889.7,955.7,1.07796425907384,0.108309344962658,8.45e-01,1.00e+00,0.890496714472338,14772,688,1453,528,1553,937,377
FAM118B,2709.7,1382.3,1327.3,0.960309066583677,-0.0584292962751511,8.45e-01,1.00e+00,0.890496714472338,14772,1450,1523,1174,1653,1097,1232
C16orf95,219,106.3,112.7,1.05897177277214,0.0826641343497027,8.45e-01,1.00e+00,0.890496714472338,14773,105,85,129,125,83,130
SIRT1,4982.3,2442.3,2540,1.04006256455927,0.056670315736088,8.45e-01,1.00e+00,0.890496714472338,14774,2274,3148,1905,2816,2597,2207
RCAN1,9084,4662.7,4421.3,0.94867745488018,-0.076010432658265,8.45e-01,1.00e+00,0.890496714472338,14775,5079,5704,3205,6949,3474,2841
CHID1,12635.3,6453.7,6181.7,0.9573825605374,-0.0628325683945042,8.45e-01,1.00e+00,0.89059361419623,14778,6718,5369,7274,4353,5213,8979
EBLN3P,3678,1882,1796,0.95510172943661,-0.0662736897626766,8.45e-01,1.00e+00,0.890887476101581,14783,1861,2410,1375,2345,1767,1276
SUPT7L,5004.7,2544,2460.7,0.966833156158515,-0.0486611457751242,8.45e-01,1.00e+00,0.890997234182298,14786,2674,2676,2282,2387,2358,2637
RBM18,4692.7,2409,2283.7,0.948312144606986,-0.0765660828591731,8.45e-01,1.00e+00,0.890997234182298,14787,2424,3503,1300,2898,2257,1696
ECHS1,35463.3,17434,18029.3,1.03408934936064,0.0483608455275454,8.46e-01,1.00e+00,0.891122555864487,14790,18142,16010,18150,18777,14079,21232
PPIL4,2404,1238.3,1165.7,0.942917855106655,-0.084796002875938,8.46e-01,1.00e+00,0.891122555864487,14791,1315,1689,711,1508,1358,631
EIF2B1,6974.7,3429,3545.7,1.03386757581502,0.0480514081386028,8.46e-01,1.00e+00,0.891577147448901,14799,3618,3735,2934,3689,3270,3678
CLDN1,10146.3,5181.7,4964.7,0.958250321484393,-0.0615255178502347,8.46e-01,1.00e+00,0.891577147448901,14800,4900,6653,3992,4288,6753,3853
GARIN2,27,12.7,14.3,1.10505343952937,0.144116138919698,8.46e-01,1.00e+00,0.891752232965983,14804,5,11,22,6,14,23
CYP2D7,41.3,18,23.3,1.11254999590634,0.153870169540114,8.46e-01,1.00e+00,0.891915158577627,14808,14,21,19,7,8,55
SECISBP2,2740.7,1341.3,1399.3,1.0442134358853,0.0624166270625884,8.47e-01,1.00e+00,0.891915567848363,14808,1266,1617,1141,1373,1810,1015
DPH2,12579.7,6410.7,6169,0.962253510038753,-0.0555110662830314,8.47e-01,1.00e+00,0.892060171771459,14812,5753,5075,8404,5013,6236,7258
HSP90AA2P,7131.3,3641,3490.3,0.959041256636701,-0.0603352155512514,8.47e-01,1.00e+00,0.892197354800241,14815,3754,4529,2640,4188,3763,2520
KMT5AP2,143.7,73.3,70.3,0.94267205852858,-0.0851721286747662,8.47e-01,1.00e+00,0.892197354800241,14816,90,60,70,78,50,83
MYADM-AS1,30.3,16.3,14,0.923967821119142,-0.114085486882644,8.47e-01,1.00e+00,0.892197354800241,14817,17,13,19,11,24,7
MCUR1,3659,1864.3,1794.7,0.961043865741768,-0.0573258122298473,8.47e-01,1.00e+00,0.892234655207092,14818,1890,1815,1888,1548,1432,2404
ANP32D,21.3,11.3,10,0.909145344070692,-0.137417139953252,8.47e-01,1.00e+00,0.892499251466284,14824,5,14,15,16,3,11
BATF3,261.3,135,126.3,0.934362029700858,-0.097946447248323,8.47e-01,1.00e+00,0.892499251466284,14824,79,108,218,98,110,171
TBILA,27,14.7,12.3,0.875208932193235,-0.192300632847927,8.47e-01,1.00e+00,0.892499251466284,14825,14,30,0,11,26,0
PEF1,8727.3,4283.3,4444,1.03715314226359,0.0526289329862449,8.48e-01,1.00e+00,0.89252995193234,14827,4640,3679,4531,3310,4766,5256
EXOSC4,251,128,123,0.941539461121228,-0.0869065335891502,8.48e-01,1.00e+00,0.892561562064381,14828,131,106,147,80,106,183
GLRX3P2,675.3,328,347.3,1.06458363646603,0.0902892961264243,8.48e-01,1.00e+00,0.892571912814891,14829,354,442,188,491,352,199
FDPSP8,20.3,10,10.3,1.11754618356966,0.160334453270027,8.48e-01,1.00e+00,0.893055756084938,14838,16,5,9,10,21,0
PPP1R13B,3662,1865.7,1796.3,0.962037472148594,-0.0558350056424846,8.49e-01,1.00e+00,0.893337156720116,14844,1734,1649,2214,1438,1739,2212
SRSF9P1,29.7,13.7,16,1.08264134179189,0.114555385036008,8.49e-01,1.00e+00,0.894022674844989,14856,15,20,6,16,11,21
PCSK5,80.7,42,38.7,0.857134096863607,-0.222407166225134,8.49e-01,1.00e+00,0.894211191245217,14860,12,13,101,1,16,99
OGFRL1,5200.7,2651.7,2549,0.961266456051771,-0.056991703908016,8.50e-01,1.00e+00,0.894556044035215,14867,2558,3183,2214,3343,2002,2302
TLCD3B,28.3,15.3,13,0.876763309092378,-0.189740669419724,8.50e-01,1.00e+00,0.895059333623102,14876,25,21,0,8,31,0
LAMC3,902,440.3,461.7,1.04605166882521,0.0649541140293049,8.50e-01,1.00e+00,0.895059333623102,14877,421,410,490,364,445,576
LHX4,52.7,25.3,27.3,1.07934410446009,0.110154882115385,8.50e-01,1.00e+00,0.895059333623102,14878,17,40,19,40,16,26
TM9SF1,761,370,391,1.05267264668435,0.0740568661552837,8.51e-01,1.00e+00,0.895350743338956,14883,317,318,475,300,330,543
ATN1,8688,4466,4222,0.944907743868016,-0.0817546163064385,8.51e-01,1.00e+00,0.89576034110365,14891,3226,3217,6955,2330,4079,6257
STAT1,11792.7,6018,5774.7,0.959747530676857,-0.0592731517034783,8.51e-01,1.00e+00,0.89576034110365,14892,5773,7283,4998,8232,4421,4671
VEZT,2704,1316,1388,1.05719705095707,0.0802443057111707,8.51e-01,1.00e+00,0.89576034110365,14893,1272,1740,936,2019,1461,684
S100A10,31647,15456.7,16190.3,1.0473864094667,0.0667937900963848,8.52e-01,1.00e+00,0.896118659320387,14900,16286,16886,13198,21947,8224,18400
PARL,1344.3,685.3,659,0.959860273876831,-0.0591036857789315,8.52e-01,1.00e+00,0.896124279489249,14901,792,725,539,621,662,694
C17orf100,850.7,434.7,416,0.958376570095538,-0.0613354566064092,8.52e-01,1.00e+00,0.89624906664121,14904,433,485,386,404,460,384
CD276,10485.7,5342,5143.7,0.96251435187268,-0.055120042274357,8.52e-01,1.00e+00,0.896566946393259,14910,5362,4477,6187,3741,4844,6846
IFIT1,1943,941.3,1001.7,1.06797411353113,0.0948766781744616,8.52e-01,1.00e+00,0.896670217436667,14913,1173,959,692,1421,1261,323
NPM1P27,7151.3,3668.3,3483,0.949986033861905,-0.0740217909451218,8.53e-01,1.00e+00,0.896786663039642,14915,4307,4623,2075,4413,4002,2034
VDAC1P2,333.3,161.7,171.7,1.05532819555358,0.0776917311272058,8.53e-01,1.00e+00,0.897012377407639,14920,179,149,157,212,106,197
ZNF546,413.3,201.7,211.7,1.06240233034495,0.0873302163055815,8.53e-01,1.00e+00,0.897393718395841,14927,239,184,182,203,330,102
ABCF2P1,104.3,50.7,53.7,1.05674249759415,0.0796238699063077,8.54e-01,1.00e+00,0.897564760409215,14931,58,47,47,60,43,58
HAPLN2,20,9.7,10.3,1.14738405791,0.198348378014525,8.54e-01,1.00e+00,0.897638925000617,14933,12,17,0,3,28,0
FAM131B,118.7,51,67.7,1.15998018372833,0.214100159593318,8.54e-01,1.00e+00,0.897656188646534,14934,109,44,0,2,41,160
UBLCP1,3859.7,1868,1991.7,1.06741305465406,0.0941185609671642,8.54e-01,1.00e+00,0.897816485232908,14938,1794,2911,899,2992,2052,931
NFE2L2,11228,5487.3,5740.7,1.04644987507928,0.0655032081951862,8.54e-01,1.00e+00,0.897829474905909,14939,5788,7070,3604,7693,5859,3670
PCCA-DT,621.7,302,319.7,1.04957950180045,0.0698114496307363,8.54e-01,1.00e+00,0.897829474905909,14940,339,299,268,273,251,435
ERBIN-DT,133,67.7,65.3,0.944221482386805,-0.0828027882001217,8.54e-01,1.00e+00,0.897829474905909,14941,71,53,79,47,64,85
C1orf159,3046.3,1478.3,1568,1.05985283316926,0.0838639519611708,8.54e-01,1.00e+00,0.897829474905909,14942,1193,913,2329,858,1632,2214
TMED4,13941,6869.3,7071.7,1.02937570759168,0.041769641658887,8.54e-01,1.00e+00,0.897829474905909,14943,7309,6526,6773,6572,7173,7470
ZFAND1,1853.7,958.3,895.3,0.936142391079896,-0.0952001085819894,8.54e-01,1.00e+00,0.897829474905909,14943,1110,1377,388,1306,894,486
DCUN1D5,6827,3349.7,3477.3,1.03799699248908,0.0538022636116173,8.54e-01,1.00e+00,0.897829474905909,14944,3826,3901,2322,4054,3188,3190
ZNF436,1506,772.3,733.7,0.953812314316347,-0.0682226859352965,8.54e-01,1.00e+00,0.897829474905909,14945,705,931,681,940,822,439
CDC14A,1135,556,579,1.04265540340475,0.0602624273270373,8.55e-01,1.00e+00,0.897983716121112,14949,494,668,506,563,675,499
ENTPD4-DT,23,11,12,1.09425721231724,0.129951892900905,8.55e-01,1.00e+00,0.898011569469362,14950,14,17,2,18,11,7
USF2,2682.3,1305.7,1376.7,1.05282225193957,0.0742618866094333,8.55e-01,1.00e+00,0.898011569469362,14951,1166,886,1865,920,1194,2016
PIH1D1,9190,4492.7,4697.3,1.04482593558648,0.063262614284108,8.55e-01,1.00e+00,0.898054563952709,14953,4919,3988,4571,2626,4842,6624
TMEM30A,8422,4069.7,4352.3,1.07002365349729,0.0976426885947042,8.55e-01,1.00e+00,0.898054563952709,14954,3490,6894,1825,6560,4467,2030
PNMA8A,2260.3,1152.7,1107.7,0.958248773466297,-0.0615278484728114,8.55e-01,1.00e+00,0.898089615796497,14955,1369,1232,857,1098,818,1407
MATCAP2,1464.3,756,708.3,0.940469150346985,-0.0885474742344495,8.55e-01,1.00e+00,0.898392391451748,14961,682,1124,462,731,1054,340
PABPC1P2,18,9.7,8.3,0.891534688673314,-0.165637162204394,8.56e-01,1.00e+00,0.898659328875946,14966,14,0,15,6,10,9
CFD,5723,2920.3,2802.7,0.959552742736624,-0.0595659871709211,8.56e-01,1.00e+00,0.898659328875946,14967,2716,2062,3983,2136,2895,3377
MTHFD2L,1233,592.7,640.3,1.08568347299355,0.118603552033958,8.56e-01,1.00e+00,0.89900098567555,14974,552,951,275,1276,412,233
ZBTB43,2984.7,1517.7,1467,0.965769982740576,-0.0502484713274061,8.56e-01,1.00e+00,0.899266632421062,14979,1360,1717,1476,1252,1522,1627
DOCK6-AS1,34.3,17,17.3,1.0685298535148,0.0956272158274771,8.57e-01,1.00e+00,0.899510055100898,14984,15,21,15,22,19,11
CPLANE2,346.7,177.3,169.3,0.944475045395772,-0.082415416176712,8.57e-01,1.00e+00,0.899812749145067,14990,219,223,90,145,178,185
ZNF460,1924.3,939.3,985,1.04892151210229,0.0689067290713435,8.57e-01,1.00e+00,0.899881385336265,14992,807,1160,851,619,1453,883
MDM1,1029.3,530,499.3,0.94447086076146,-0.0824218082614724,8.57e-01,1.00e+00,0.899886577042944,14993,529,771,290,701,473,324
CCNC,5724.3,2745,2979.3,1.08648970269519,0.119674501310739,8.57e-01,1.00e+00,0.899949367868133,14995,2579,4648,1008,5490,2523,925
PDCD1LG2,133.7,66,67.7,1.06846362366287,0.0955377916153828,8.57e-01,1.00e+00,0.899960033223697,14996,54,48,96,110,51,42
PKD1L1-AS1,761.3,393.3,368,0.941034937893033,-0.087679807864139,8.57e-01,1.00e+00,0.899972449581692,14997,424,448,308,254,649,201
GOLT1B,7137,3405.3,3731.7,1.09676551082183,0.133255109573459,8.58e-01,1.00e+00,0.900115536131542,15000,3181,6012,1023,6672,3686,837
EDARADD,2950,1511.7,1438.3,0.9538052027968,-0.0682334425506981,8.58e-01,1.00e+00,0.900514826339116,15008,1324,1781,1430,1927,1646,742
TLN2,318,153.7,164.3,1.05308467314839,0.0746214407512052,8.58e-01,1.00e+00,0.900538268249686,15009,178,136,147,115,154,224
HPS1-AS1,32,16,16,1.13730538030486,0.185619687384808,8.58e-01,1.00e+00,0.900605455590284,15011,6,2,40,27,3,18
RTCA,6097.7,2999.3,3098.3,1.03321182549032,0.0471360608397551,8.58e-01,1.00e+00,0.900629833888034,15013,3049,3395,2554,3370,3362,2563
RLIG1,1580,817,763,0.937279517881199,-0.0934487386522113,8.58e-01,1.00e+00,0.900629833888034,15013,893,1120,438,1282,663,344
EXOG,982,481.3,500.7,1.04322708889442,0.0610532368233529,8.58e-01,1.00e+00,0.900629833888034,15014,394,529,521,450,618,434
PLA2G12A,1627,797,830,1.03907377744379,0.0552980936776154,8.58e-01,1.00e+00,0.900740641535514,15017,810,811,770,651,833,1006
DEPDC1-AS1,81.7,39.3,42.3,1.09484431720531,0.130725738535181,8.59e-01,1.00e+00,0.900894805391011,15021,35,59,24,92,10,25
DUS4L-BCAP29,176.3,86.3,90,1.06676065626666,0.0932365222252421,8.59e-01,1.00e+00,0.901179749658175,15026,90,108,61,92,141,37
HEXIM1,7325.7,3732.7,3593,0.962272801641218,-0.055482142906885,8.59e-01,1.00e+00,0.901179749658175,15027,3548,2920,4730,2617,3518,4644
RDX,10620.3,5176.3,5444,1.0521222073095,0.0733022879378371,8.59e-01,1.00e+00,0.901195381674957,15028,4755,7422,3352,8243,4936,3153
CWC25,2300.3,1172.3,1128,0.960687258887734,-0.0578612408745444,8.59e-01,1.00e+00,0.901383570744136,15032,1186,1049,1282,770,1158,1456
ENDOV,3479.7,1705.7,1774,1.03902321222091,0.0552278850235724,8.59e-01,1.00e+00,0.901409665719214,15034,1586,1426,2105,1466,1538,2318
ARB2A,3422,1753,1669,0.953094767797028,-0.0693084240539466,8.60e-01,1.00e+00,0.901527380173961,15037,1723,2418,1118,2338,1583,1086
CETN3,927.3,483.3,444,0.924846843807113,-0.112713622203744,8.60e-01,1.00e+00,0.901527380173961,15037,516,746,188,765,419,148
PRORSD1P,327.7,168,159.7,0.954168490742663,-0.0676840495207849,8.60e-01,1.00e+00,0.901673975228448,15041,199,159,146,174,171,134
MARVELD3,21,12,9,0.84807806897164,-0.237731018148339,8.60e-01,1.00e+00,0.901673975228448,15042,0,1,35,1,14,12
PGK1P2,1804.3,917.7,886.7,0.965268385769006,-0.0509979659946127,8.60e-01,1.00e+00,0.901823373144809,15045,954,853,946,786,892,982
DPH3,2163.7,1113.7,1050,0.945261824317823,-0.0812141038322293,8.60e-01,1.00e+00,0.902032115047107,15050,1054,1527,760,1743,845,562
MIPOL1,648,314,334,1.06552256292739,0.0915611431711116,8.60e-01,1.00e+00,0.902114646021841,15052,256,517,169,516,245,241
SCAPER,1142.3,560,582.3,1.04202649955569,0.0593919669556361,8.61e-01,1.00e+00,0.902403448197784,15058,453,664,563,564,705,478
BCLAF1P1,48.3,24,24.3,1.07195759322191,0.100247833726119,8.61e-01,1.00e+00,0.902414621616427,15059,19,26,27,41,23,9
COPS8,11905.3,5820.7,6084.7,1.04550008096876,0.0641931736570244,8.61e-01,1.00e+00,0.902414621616427,15059,6292,7824,3346,7444,6680,4130
ERCC1,20607.7,10080.3,10527.3,1.04393160625522,0.0620271960566495,8.61e-01,1.00e+00,0.90256958234838,15063,11080,8845,10316,6738,8174,16670
COQ8A,148,77.3,70.7,0.926348078824487,-0.11037370136334,8.61e-01,1.00e+00,0.902639570449271,15065,58,34,140,35,91,86
UBE2V2,8764,4249.3,4514.7,1.06312823500405,0.0883156258872034,8.61e-01,1.00e+00,0.902693114622385,15067,4128,6423,2197,6668,5001,1875
CHAC2,1346,650.7,695.3,1.07168410429149,0.0998797114543298,8.61e-01,1.00e+00,0.902772454370614,15069,577,1064,311,1235,481,370
GUSBP11,272.7,132,140.7,1.05253647988273,0.0738702365542433,8.61e-01,1.00e+00,0.902772454370614,15070,149,101,146,106,129,187
POLM,1693.7,823.3,870.3,1.05446166726878,0.0765066499476992,8.62e-01,1.00e+00,0.903029619861753,15075,703,548,1219,574,719,1318
GFAP,29.3,15.7,13.7,0.887129200162161,-0.172783863123903,8.62e-01,1.00e+00,0.903120212116702,15078,27,19,1,3,36,2
PORCN-DT,14.7,6.3,8.3,1.1446637176545,0.194923821789505,8.62e-01,1.00e+00,0.903120212116702,15078,4,15,0,11,0,14
ACTR2P1,190.3,99,91.3,0.938519578012264,-0.0915412541395797,8.62e-01,1.00e+00,0.90318446689965,15080,114,124,59,105,130,39
ZNF845,605.7,295,310.7,1.06557942822537,0.0916381355288257,8.63e-01,1.00e+00,0.903770871889602,15091,240,409,236,307,507,118
SRP14-DT,254.3,124.7,129.7,1.05641406332621,0.0791754123691897,8.63e-01,1.00e+00,0.903881367208308,15094,99,83,192,137,118,134
SPINDOC,1364.7,697,667.7,0.957293756989553,-0.0629663940829638,8.63e-01,1.00e+00,0.904211060195722,15100,697,534,860,452,716,835
CEP162,408.3,210.7,197.7,0.947026637038569,-0.078523089908597,8.64e-01,1.00e+00,0.904512856026283,15106,217,271,144,223,261,109
MED17,835.7,408,427.7,1.04333939195708,0.0612085341246493,8.64e-01,1.00e+00,0.904572050112094,15108,422,381,421,307,435,541
RAET1K,45.3,21,24.3,1.07598225648866,0.105654287293343,8.64e-01,1.00e+00,0.904572050112094,15109,22,30,11,10,28,35
GPAT2P2,24,11.7,12.3,0.901346601160967,-0.149846112464689,8.64e-01,1.00e+00,0.904572050112094,15110,17,18,0,6,10,21
RB1,6600,3219,3381,1.05094134996638,0.0716821588589407,8.64e-01,1.00e+00,0.904572050112094,15111,2886,4760,2011,4517,3770,1856
BTN3A2,456.3,221.7,234.7,1.05877026462563,0.0823895826815554,8.64e-01,1.00e+00,0.904572050112094,15112,196,238,231,364,107,233
KLF15,34,17.7,16.3,0.940198816339889,-0.0889622306305978,8.64e-01,1.00e+00,0.904572050112094,15113,19,15,19,12,19,18
ADPRM,865.3,443,422.3,0.953963920026519,-0.0679933919512758,8.64e-01,1.00e+00,0.904572050112094,15114,456,572,301,568,366,333
ODC1-DT,317.7,153,164.7,1.05489404272768,0.0770980968394146,8.64e-01,1.00e+00,0.904843525139267,15119,194,160,105,141,117,236
NEBL-AS1,51.3,24.3,27,1.07959984406506,0.110496673537836,8.64e-01,1.00e+00,0.904843525139267,15120,27,14,32,34,8,39
