SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
PTOV1P1,109,56,53,0.942243633706821,-0.085827952570695,8.65e-01,1.00e+00,0.90503997665483,15124,51,36,81,37,57,65
RNF170,2547.3,1304.3,1243,0.954405679988849,-0.0673254658657882,8.65e-01,1.00e+00,0.90508083806879,15126,1111,1869,933,1784,1087,858
RBM25,11599.3,5904.3,5695,0.964859841880481,-0.0516087070244775,8.65e-01,1.00e+00,0.905117598747596,15127,5600,7013,5100,6876,6493,3716
DNAJB14,2191.7,1129.7,1062,0.942346345915246,-0.0856706956654987,8.65e-01,1.00e+00,0.90523076239887,15130,1042,1718,629,1675,1010,501
PLBD2,9290.7,4555,4735.7,1.03928891947042,0.055596775266221,8.65e-01,1.00e+00,0.90537601332382,15133,3844,3689,6132,3889,3821,6497
BICRA-AS2,261,126,135,1.0682259562967,0.0952168451052537,8.65e-01,1.00e+00,0.905463331287124,15136,123,51,204,94,126,185
HSP90AB1,181243.3,89278,91965.3,1.03009378588073,0.0427756949477103,8.65e-01,1.00e+00,0.905463331287124,15137,91946,96580,79308,76425,110181,89290
KRIT1,542.3,279,263.3,0.952199211345059,-0.0706646608986393,8.65e-01,1.00e+00,0.905463331287124,15138,246,337,254,338,300,152
SS18L2,1761.7,902.7,859,0.95324251986471,-0.06908478978195,8.65e-01,1.00e+00,0.905524879837677,15139,1084,1108,516,1102,915,560
RIOK2,3641.7,1887.3,1754.3,0.931483900662172,-0.102397260380205,8.66e-01,1.00e+00,0.90555211433185,15141,1994,2852,816,2878,1842,543
HYLS1,1363,694.7,668.3,0.962265611912626,-0.0554929222041043,8.66e-01,1.00e+00,0.90555211433185,15142,707,717,660,838,499,668
NPIPB11,97,51,46,0.932895081059984,-0.100213258768422,8.66e-01,1.00e+00,0.90555211433185,15143,34,36,83,24,72,42
CHD2,7362,3619.3,3742.7,1.03439291595689,0.0487842999931573,8.66e-01,1.00e+00,0.905772562484225,15147,3622,4014,3222,3597,4890,2741
TFPT,1155.3,561.3,594,1.05143197699981,0.0723555170982575,8.66e-01,1.00e+00,0.905838145648337,15149,622,425,637,359,482,941
RALA,6541.3,3326.3,3215,0.966339748997944,-0.0493975890361003,8.66e-01,1.00e+00,0.905920507208006,15152,3655,4001,2323,3742,2917,2986
RANP1,3782,1858,1924,1.03580337755698,0.0507501679420499,8.66e-01,1.00e+00,0.905920507208006,15152,2298,1899,1377,2239,1913,1620
CD164,23535.7,12079.7,11456,0.948501296559524,-0.0762783491486423,8.66e-01,1.00e+00,0.905983129314139,15154,11481,18753,6005,17600,9110,7658
PCLAF,2410.3,1247.7,1162.7,0.934227412559231,-0.0981543168622546,8.66e-01,1.00e+00,0.905983129314139,15155,900,2035,808,2228,745,515
MRPS18A,1982,967.7,1014.3,1.04509595226667,0.0636354049897369,8.67e-01,1.00e+00,0.906188492201639,15160,982,850,1071,603,937,1503
SPATS2,4000.3,2031,1969.3,0.969561258458069,-0.0445960418552431,8.67e-01,1.00e+00,0.906212140867481,15161,1912,2392,1789,1918,2129,1861
EXOSC1,2941,1446,1495,1.03309221898868,0.0469690421404211,8.67e-01,1.00e+00,0.906248814909504,15162,1507,1484,1347,1197,1615,1673
C1QTNF1-AS1,53.7,24.3,29.3,1.08616040384496,0.119237175649879,8.67e-01,1.00e+00,0.906355646072992,15165,20,22,31,9,16,63
RPN2,51271.3,25287.3,25984,1.0274884102291,0.0391221208176103,8.67e-01,1.00e+00,0.906796165443916,15173,26112,24659,25091,22657,24492,30803
METTL23,3170,1559.3,1610.7,1.03220168419185,0.0457248897098476,8.68e-01,1.00e+00,0.907052326777263,15179,1543,1626,1509,1623,1330,1879
TMOD3,7313.7,3722.7,3591,0.964916209873601,-0.0515244259245139,8.68e-01,1.00e+00,0.907052326777263,15180,3697,4665,2806,4554,3559,2660
MOB2,3686.7,1803,1883.7,1.04335241470431,0.061226541434394,8.68e-01,1.00e+00,0.907056525312864,15180,1638,1498,2273,1112,1874,2665
SLC25A3,39192,19878.3,19313.7,0.971602415578111,-0.0415620181101373,8.68e-01,1.00e+00,0.907181350140773,15183,21476,22445,15714,20299,20993,16649
TGFBR1,4092.7,2106,1986.7,0.944587973273393,-0.0822429280303595,8.68e-01,1.00e+00,0.907181350140773,15184,1806,3297,1215,3261,1691,1008
WEE1,8645.7,4257.3,4388.3,1.03108227729162,0.0441594600624541,8.68e-01,1.00e+00,0.90735685771651,15188,4395,4698,3679,4660,5105,3400
PRMT9,1434.7,702,732.7,1.0457753267315,0.0645729377930724,8.69e-01,1.00e+00,0.907515267628032,15192,694,920,492,793,940,465
ITPR1,1252.3,611.7,640.7,1.0457565302245,0.0645470069162924,8.69e-01,1.00e+00,0.907515267628032,15193,448,738,649,395,827,700
NIFK,5861.3,2986.3,2875,0.963042598401532,-0.0543284804703283,8.69e-01,1.00e+00,0.907644144542284,15196,3196,3674,2089,3625,2982,2018
CD109-AS1,210.7,103,107.7,1.05029081068681,0.0707888450784896,8.69e-01,1.00e+00,0.907837999135379,15200,94,109,106,77,149,97
RCL1,3498.3,1775.7,1722.7,0.969004664998891,-0.0454244837830583,8.69e-01,1.00e+00,0.907837999135379,15201,2007,1766,1554,1607,1539,2022
MRPS18B,6837,3467,3370,0.971561783682961,-0.0416223521093597,8.69e-01,1.00e+00,0.907851264096735,15202,3583,3346,3472,2831,3326,3953
B4GALT7,8832,4322.7,4509.3,1.04255120907643,0.0601182491530587,8.70e-01,1.00e+00,0.908476626377623,15213,3964,3166,5838,3270,3516,6742
LSMEM2,33.3,17.7,15.7,0.911872565693573,-0.133095873225166,8.70e-01,1.00e+00,0.908556748483257,15216,19,2,32,9,22,16
PPP1R12C,3120,1598,1522,0.952248491419609,-0.0705899976573431,8.70e-01,1.00e+00,0.908605181709987,15217,1114,1172,2508,890,1674,2002
TMED7,5204.3,2480.7,2723.7,1.09973929458522,0.137161557398089,8.70e-01,1.00e+00,0.908652980371782,15219,2045,4583,814,5657,2114,400
SOBP,869.3,443.7,425.7,0.952449113033505,-0.0702860797988268,8.70e-01,1.00e+00,0.908669032948288,15220,417,393,521,245,368,664
SS18L1,598.7,304.7,294,0.958490963442197,-0.0611632645156728,8.70e-01,1.00e+00,0.908677665420049,15221,288,357,269,237,263,382
CRTC1,753,384.7,368.3,0.949092475466235,-0.0753794308267597,8.71e-01,1.00e+00,0.909025700447922,15228,369,317,468,188,327,590
ATP5F1C,15515.3,7609,7906.3,1.03916490601752,0.0554246149886901,8.71e-01,1.00e+00,0.909025700447922,15229,8440,9465,4922,10648,7473,5598
GARNL3,732,373.7,358.3,0.95753173068724,-0.0626077990282253,8.71e-01,1.00e+00,0.909025700447922,15230,393,445,283,462,259,354
ARL17A,92.7,44,48.7,1.06144515310483,0.0860298263653239,8.71e-01,1.00e+00,0.909025700447922,15231,32,50,50,28,40,78
HLTF,779,402.3,376.7,0.941381775450115,-0.087148171244349,8.71e-01,1.00e+00,0.909025700447922,15232,431,537,239,283,667,180
TBCCD1,2669,1356.7,1312.3,0.967802481576126,-0.0472154564031939,8.71e-01,1.00e+00,0.909025700447922,15233,1518,1455,1097,1358,1462,1117
TXNDC2,26.7,14.3,12.3,0.892412437571738,-0.164217474292729,8.71e-01,1.00e+00,0.909025700447922,15233,27,16,0,29,8,0
TMEM167A,6614.7,3414.3,3200.3,0.938336940530673,-0.0918220323314124,8.71e-01,1.00e+00,0.909025711821862,15234,3114,5453,1676,5507,2869,1225
GAPDHP68,49,23.7,25.3,1.06280573924735,0.0878779236461135,8.71e-01,1.00e+00,0.909255712532494,15239,32,23,16,35,16,25
ALKBH6,293.3,150.3,143,0.947805799324818,-0.0773366064938066,8.71e-01,1.00e+00,0.90935861328847,15242,129,167,155,68,199,162
RRBP1,14526,7391.3,7134.7,0.965184042705501,-0.0511240310742126,8.71e-01,1.00e+00,0.909464349530568,15244,5706,6276,10192,5380,7107,8917
FAS,412.7,201,211.7,1.06389277140603,0.0893527505041189,8.72e-01,1.00e+00,0.909489873643552,15246,194,301,108,350,183,102
SSB,10313.3,5273.7,5039.7,0.956062870737403,-0.0648226018710068,8.72e-01,1.00e+00,0.909655285625887,15249,5226,7199,3396,7040,5354,2725
HNRNPA3,6203.3,3149.7,3053.7,0.969840975553579,-0.0441798863385948,8.72e-01,1.00e+00,0.90978819386386,15253,3376,3530,2543,3578,3085,2498
GPALPP1,1697.3,868,829.3,0.956027094464222,-0.064876589133997,8.72e-01,1.00e+00,0.909908157581702,15256,964,1171,469,939,937,612
LRRC28,1520.3,747.3,773,1.03342640337628,0.0474356492715826,8.72e-01,1.00e+00,0.910025127592358,15258,829,735,678,743,769,807
RAB10,31651.7,15589.7,16062,1.03029104830063,0.0430519438416835,8.73e-01,1.00e+00,0.910370109576418,15265,15215,19300,12254,19383,14655,14148
ADK,5808.3,2971.3,2837,0.955457236598276,-0.0657367909449235,8.73e-01,1.00e+00,0.910652991361589,15271,3049,4178,1687,3795,3043,1673
AGL,2658.7,1368.7,1290,0.94424435340715,-0.0827678435302126,8.73e-01,1.00e+00,0.910668592356292,15272,1290,2142,674,1596,1714,560
TMEM54,10110,5154.3,4955.7,0.960773706456965,-0.0577314256123461,8.73e-01,1.00e+00,0.910668592356292,15273,5144,4194,6125,3081,4138,7648
MAD2L1BP,4198.3,2134.7,2063.7,0.96537479907755,-0.0508389288883461,8.73e-01,1.00e+00,0.910897906611047,15278,2264,2089,2051,1369,1991,2831
APOBEC3H,43,18.7,24.3,1.10364426841802,0.142275231091848,8.74e-01,1.00e+00,0.911139183662933,15283,32,24,0,7,25,41
MYCBP2,2477.3,1217.7,1259.7,1.03433064961993,0.0486974528792471,8.74e-01,1.00e+00,0.911239412833982,15285,1087,1594,972,1365,1233,1181
MRFAP1,26476.7,13077.3,13399.3,1.02460600119285,0.0350692469010239,8.74e-01,1.00e+00,0.911239412833982,15286,14140,12373,12719,13070,13334,13794
ALG10,855,447.3,407.7,0.92006458069771,-0.120192965258616,8.74e-01,1.00e+00,0.911239412833982,15287,355,796,191,838,300,85
TMEM8B,1431,699,732,1.04295299793062,0.0606741423444026,8.74e-01,1.00e+00,0.911239412833982,15288,696,592,809,456,682,1058
REXO5,853.7,415.7,438,1.0515301394736,0.0724902018965546,8.74e-01,1.00e+00,0.911326779976015,15290,525,498,224,618,282,414
RPSAP18,85.7,41.7,44,1.04946870389505,0.0696591448019437,8.74e-01,1.00e+00,0.911629249300225,15296,43,50,32,45,43,44
AGTRAP,18916,9611,9305,0.96796664077993,-0.0469707664067712,8.75e-01,1.00e+00,0.911983410760766,15303,9611,7544,11678,7564,7782,12569
STAT3,18879.3,9311.3,9568,1.02755053758903,0.0392093511196904,8.75e-01,1.00e+00,0.912592357933225,15314,7942,8612,11380,8826,9169,10709
NOSIP,13163.7,6708.3,6455.3,0.961790392838744,-0.0562055794380672,8.76e-01,1.00e+00,0.912620629710532,15316,7118,5520,7487,3785,5723,9858
RTN3,12845,6318.3,6526.7,1.03314597831256,0.0470441141336548,8.76e-01,1.00e+00,0.913078960841959,15324,6578,7702,4675,8283,6446,4851
ABCA3,5401,2652,2749,1.03759184174784,0.0532390412980383,8.76e-01,1.00e+00,0.913078960841959,15325,2060,1931,3965,3227,2623,2397
PNPLA3,1694,863.7,830.3,0.958688206775307,-0.0608664096531228,8.76e-01,1.00e+00,0.913078960841959,15326,874,822,895,426,976,1089
SMAD9,560.7,267,293.7,1.07301861680869,0.101675106984069,8.76e-01,1.00e+00,0.913165328573682,15328,263,283,255,75,191,615
HAT1,8872.7,4571,4301.7,0.94182568053002,-0.0864680341014858,8.76e-01,1.00e+00,0.913165328573682,15329,4770,6829,2114,6726,4651,1528
CHTOP,10925.7,5392.7,5533,1.0258411481496,0.0368073464227542,8.76e-01,1.00e+00,0.913204704131478,15331,5843,4865,5470,5161,5318,6120
PIGA,1530.3,744,786.3,1.06061029143835,0.0848946525871825,8.76e-01,1.00e+00,0.913204704131478,15332,880,969,383,1193,886,280
CENPP,618.3,302,316.3,1.04280950288184,0.0604756349922788,8.77e-01,1.00e+00,0.913308985259293,15334,261,290,355,317,216,416
ZNF264,955,486,469,0.963697604548758,-0.0533475758778854,8.77e-01,1.00e+00,0.913638166218215,15341,381,561,516,389,475,543
ZNF652,2058,1048.3,1009.7,0.964728564956178,-0.0518050106167848,8.77e-01,1.00e+00,0.913650840641824,15342,869,1351,925,1133,1159,737
WWP1-AS1,41.7,20,21.7,1.0945878723715,0.130387777219507,8.77e-01,1.00e+00,0.913650840641824,15343,25,25,10,3,55,7
CBX3P1,38.3,19.7,18.7,0.933960435626066,-0.0985666590156463,8.77e-01,1.00e+00,0.913650840641824,15344,20,31,8,30,15,11
UBE2D1,3080.3,1498.7,1581.7,1.05669626899801,0.0795607559259495,8.77e-01,1.00e+00,0.913650840641824,15345,1321,2492,683,2365,1520,860
TPI1P1,21570,10930,10640,0.973328292896263,-0.0390016026765426,8.77e-01,1.00e+00,0.913650840641824,15346,11279,9781,11730,8698,10115,13107
NR1H2,14352,7010.3,7341.7,1.04678945336123,0.0659712940953553,8.77e-01,1.00e+00,0.913650840641824,15347,6087,5346,9598,3701,6430,11894
TMEM199,1373.7,674.3,699.3,1.03431773808972,0.0486794436315498,8.77e-01,1.00e+00,0.913650840641824,15348,734,666,623,619,621,858
NKAP,1678.3,853.3,825,0.967713795228643,-0.0473476664551901,8.78e-01,1.00e+00,0.914037344958329,15355,768,1043,749,847,897,731
BRF2,1509.7,741.3,768.3,1.03517252066366,0.0498712256613273,8.78e-01,1.00e+00,0.914046803707305,15356,703,625,896,666,698,941
NAGS,326,165.7,160.3,0.957659203287167,-0.0624157512435655,8.79e-01,1.00e+00,0.914801771522009,15370,201,137,159,120,157,204
LINC00265,702.7,357,345.7,0.963840591193687,-0.0531335348545883,8.79e-01,1.00e+00,0.914874863099497,15372,349,381,341,274,352,411
BBS7,2204,1129,1075,0.95370936842566,-0.0683784058177611,8.79e-01,1.00e+00,0.914874863099497,15373,1050,1697,640,1478,1128,619
HINT2,90.3,46,44.3,0.952579180195849,-0.0700890777374347,8.79e-01,1.00e+00,0.915056875224849,15377,56,44,38,53,32,48
PPP2R5CP,390.7,200.3,190.3,0.955225940789723,-0.0660860789080523,8.79e-01,1.00e+00,0.915075567251627,15378,208,260,133,246,195,130
PIGQ,7071.7,3469.7,3602,1.03788391970862,0.0536450970431253,8.79e-01,1.00e+00,0.915220567489736,15381,2893,2488,5028,3483,2624,4699
IRF4,28.3,13.7,14.7,1.15019824203198,0.201882537820133,8.79e-01,1.00e+00,0.915222370089166,15382,0,0,41,10,6,28
KIF13A,2289,1161.3,1127.7,0.97093982122057,-0.0425462146055431,8.80e-01,1.00e+00,0.915336636829565,15385,1172,1307,1005,1131,1180,1072
ZNF354A,582.7,284,298.7,1.06229066984205,0.0871785783475949,8.80e-01,1.00e+00,0.915336636829565,15386,272,435,145,412,378,106
ISOC1,4429.7,2174.7,2255,1.03615074772243,0.0512339134204165,8.80e-01,1.00e+00,0.915422762448701,15388,2381,2786,1357,2579,1741,2445
APBB2,1535.3,782.3,753,0.960313858518236,-0.0584220972564008,8.80e-01,1.00e+00,0.91576346589738,15395,900,988,459,568,917,774
ELP5,7517.7,3813.3,3704.3,0.970730581002612,-0.0428571528838684,8.80e-01,1.00e+00,0.915766134451355,15396,4342,3433,3665,3272,2960,4881
TIMMDC1,15667,7734.3,7932.7,1.02550570566292,0.0363355186424379,8.80e-01,1.00e+00,0.91593706705845,15400,8400,7828,6975,8150,6684,8964
STARD7-AS1,835.7,410.3,425.3,1.03538119145495,0.0501620158156974,8.81e-01,1.00e+00,0.916335455779182,15407,359,493,379,405,444,427
KATNAL1,1122.3,548.7,573.7,1.0471549775193,0.0664749749836864,8.81e-01,1.00e+00,0.916420094346555,15410,477,868,301,635,667,419
PAIP1,11666.3,5917.3,5749,0.971774160581548,-0.0413070230994526,8.81e-01,1.00e+00,0.916420094346555,15411,6108,6515,5129,7114,5924,4209
C3orf38,2566.3,1252.7,1313.7,1.05035321385636,0.0708745604517027,8.81e-01,1.00e+00,0.916420094346555,15411,1267,1834,657,1902,1359,680
CIBAR1P1,288.3,147,141.3,0.952665937318788,-0.0699576887943933,8.81e-01,1.00e+00,0.916420094346555,15412,183,187,71,149,145,130
PRDX3P2,340.3,174.3,166,0.955295426406842,-0.0659811373387031,8.81e-01,1.00e+00,0.916460835630888,15414,194,206,123,239,137,122
MORN1,2358,1203,1155,0.957717706357226,-0.0623276201935858,8.81e-01,1.00e+00,0.916467063278717,15415,1046,902,1661,689,1010,1766
MRE11P1,38,18.3,19.7,1.06613591132961,0.0923913650226239,8.81e-01,1.00e+00,0.916467063278717,15416,23,25,7,31,16,12
APPL1,4546.3,2312.3,2234,0.966725123383916,-0.0488223597917674,8.81e-01,1.00e+00,0.916507462221107,15417,1991,3119,1827,2884,2084,1734
ASB8,2047.7,1008,1039.7,1.03071697894106,0.0436482423745729,8.81e-01,1.00e+00,0.916587032280608,15420,1022,1182,820,1039,1052,1028
TTC9C,1448.7,709,739.7,1.03931651526498,0.0556350820225696,8.82e-01,1.00e+00,0.916587032280608,15421,721,624,782,613,510,1096
TMCO1-AS1,193.7,95,98.7,1.0410690919966,0.0580658182752983,8.82e-01,1.00e+00,0.916587032280608,15422,102,90,93,106,95,95
TNRC18,5158,2647,2511,0.948748753123989,-0.075902010394062,8.82e-01,1.00e+00,0.916600066719329,15423,1472,1578,4891,1517,2584,3432
RABEP2,3059,1560.7,1498.3,0.959177513542338,-0.0601302575293242,8.82e-01,1.00e+00,0.916691750144718,15425,1355,1015,2312,959,1516,2020
NIFK-AS1,785,385.7,399.3,1.03496474190504,0.0495816203379597,8.82e-01,1.00e+00,0.916761750341722,15427,399,349,409,342,421,435
LINC01013,29.7,14.3,15.3,1.07169693670795,0.0998969862768965,8.82e-01,1.00e+00,0.916768261924248,15428,9,11,23,6,19,21
PRUNE1,5133,2532.7,2600.3,1.02652167171056,0.037764085643612,8.82e-01,1.00e+00,0.916768261924248,15429,2711,2498,2389,2215,2768,2818
RPL23AP97,30.7,14.7,16,0.928780847809628,-0.106589871881723,8.82e-01,1.00e+00,0.916976687381713,15434,22,12,10,11,5,32
KLHL4,115,59,56,0.912303730720389,-0.132413878114497,8.83e-01,1.00e+00,0.917157728124655,15438,32,100,45,0,85,83
PDGFA-DT,91,44,47,1.06317047869501,0.0883729506300251,8.83e-01,1.00e+00,0.917179458471119,15439,34,33,65,17,59,65
ACSF2,2886,1473,1413,0.959690618476863,-0.0593587048105252,8.83e-01,1.00e+00,0.91735607602468,15443,1693,1279,1447,2209,745,1285
SERBP1P1,1543,759,784,1.03488081868421,0.0494646303394012,8.83e-01,1.00e+00,0.91735607602468,15444,768,845,664,988,812,552
PFN2,3865.7,1971,1894.7,0.961844902601775,-0.0561238165747916,8.83e-01,1.00e+00,0.917385321878034,15445,2077,2651,1185,2429,2005,1250
IFITM9P,51,25.7,25.3,0.94835478566638,-0.0765012132250228,8.83e-01,1.00e+00,0.917385321878034,15446,33,24,20,16,32,28
ALG12,2019.3,1026.3,993,0.965744223553987,-0.0502869516560842,8.83e-01,1.00e+00,0.917454941770735,15448,1006,883,1190,697,927,1355
DEXI,153.3,75,78.3,1.05749012243163,0.0806441878034199,8.83e-01,1.00e+00,0.91753790267003,15450,113,29,83,92,80,63
C3orf62,258.7,124,134.7,1.05491193817501,0.0771225708179279,8.83e-01,1.00e+00,0.91753790267003,15451,104,125,143,83,80,241
ZNF300,356,183.3,172.7,0.950290806891555,-0.0735590220129187,8.83e-01,1.00e+00,0.91753790267003,15452,181,256,113,154,267,97
RALGDS,2035,995.3,1039.7,1.04219056587676,0.0596191003691258,8.83e-01,1.00e+00,0.917631016283369,15455,820,812,1354,592,1046,1481
ZNF253,262,128.3,133.7,1.04898509654587,0.0689941809732364,8.84e-01,1.00e+00,0.917689479471137,15457,148,160,77,160,162,79
LYSMD3,2004,966,1038,1.07892097867225,0.109589204165653,8.84e-01,1.00e+00,0.917977654693514,15462,791,1713,394,1704,1243,167
NPM1P24,792.7,410,382.7,0.940340627245158,-0.088744644245094,8.84e-01,1.00e+00,0.917977654693514,15463,474,576,180,534,499,115
VIM,106253.3,53843.7,52409.7,0.973387036210857,-0.0389145342825062,8.84e-01,1.00e+00,0.918224710849517,15468,50964,64537,46030,63759,51970,41500
PRTFDC1,1035,506.3,528.7,1.04664196009376,0.0657680031687687,8.84e-01,1.00e+00,0.91838325181988,15472,551,696,272,746,493,347
FNTA,8051,4097.7,3953.3,0.965042349898262,-0.0513358399184847,8.85e-01,1.00e+00,0.918432128407286,15474,4453,5261,2579,4974,4254,2632
HAX1,13266.7,6715.3,6551.3,0.975326009611557,-0.0360435643993261,8.85e-01,1.00e+00,0.918436598865376,15475,7463,6480,6203,5768,6002,7884
RAPGEF3,216,109.3,106.7,0.925043556702808,-0.112406796761448,8.85e-01,1.00e+00,0.918438655314277,15476,122,91,115,85,9,226
BDH1,205,105,100,0.9120279362011,-0.132850078829015,8.85e-01,1.00e+00,0.918473743705322,15477,86,47,182,4,77,219
LNP1,153.3,74.7,78.7,1.04578777292314,0.0645901077832633,8.85e-01,1.00e+00,0.918642720738145,15481,105,60,59,86,67,83
IMPACT,8733.7,4252.3,4481.3,1.05452337259683,0.076591071571484,8.85e-01,1.00e+00,0.919015501040537,15488,4199,6346,2212,7765,3797,1882
HYCC1,3011.7,1543,1468.7,0.953002522327166,-0.0694480623428295,8.86e-01,1.00e+00,0.919147401131211,15491,1522,2356,751,1844,1813,749
SLC35C2,9723.3,4780.3,4943,1.03331535031231,0.0472806074483499,8.86e-01,1.00e+00,0.919184289149891,15493,4478,4360,5503,3411,4089,7329
DOP1A,334.7,163,171.7,1.06157938139072,0.0862122552346212,8.86e-01,1.00e+00,0.919313546762615,15496,172,235,82,118,318,79
GMPPB,2985.7,1466,1519.7,1.03608053772027,0.0511361524970263,8.86e-01,1.00e+00,0.919477726502352,15500,1171,1115,2112,1448,1179,1932
DEGS1,26121.3,13276,12845.3,0.967674910715677,-0.0474056377493887,8.86e-01,1.00e+00,0.919651069909216,15503,13514,16782,9532,17742,12018,8776
NPM1P6,1560.3,799,761.3,0.954950201613505,-0.0665025928996587,8.87e-01,1.00e+00,0.919864130253321,15508,1010,993,394,1020,837,427
SPRY2,26545,13428.3,13116.7,0.976687696461293,-0.0340307719912604,8.87e-01,1.00e+00,0.919877127896895,15509,13639,15210,11436,13912,11522,13916
CCR10,209.7,106.3,103.3,0.944753896406788,-0.0819895313463872,8.87e-01,1.00e+00,0.920527496494859,15521,97,97,125,30,114,166
MGAT1,19118.7,9700,9418.7,0.970820810250222,-0.0427230608492721,8.88e-01,1.00e+00,0.92102073166174,15530,8669,8112,12319,7215,8326,12715
LEPR,475.3,233,242.3,1.04760195745635,0.0670906604959966,8.88e-01,1.00e+00,0.92102073166174,15531,206,341,152,317,276,134
CASD1,1782,911.3,870.7,0.958127715201503,-0.0617101197118312,8.88e-01,1.00e+00,0.92102073166174,15532,825,1272,637,1323,806,483
CENPK,1778,864,914,1.06224503021225,0.0871165939172283,8.88e-01,1.00e+00,0.921323326944099,15538,704,1428,460,1702,730,310
NSUN3,1104.7,537.3,567.3,1.0574496302712,0.0805889447744086,8.88e-01,1.00e+00,0.921401924179772,15540,469,942,201,848,531,323
PPP4R3B,12344.7,6297.7,6047,0.960547489532395,-0.0580711522935813,8.88e-01,1.00e+00,0.92143179471353,15542,6037,9034,3822,8471,6353,3317
CNOT9,3523.3,1785,1738.3,0.973161845257175,-0.0392483372264466,8.89e-01,1.00e+00,0.921464360915045,15543,1928,2060,1367,1721,1696,1798
SH2D3C,312.7,149.3,163.3,1.06203644517865,0.0868332749710026,8.89e-01,1.00e+00,0.921706595819889,15548,272,126,50,105,142,243
P3H4,15108.3,7708.3,7400,0.959745291077551,-0.0592765182790409,8.89e-01,1.00e+00,0.921706595819889,15549,5888,5763,11474,3795,7595,10810
SSBL5P,418.7,215.7,203,0.95315578283727,-0.069216068832355,8.89e-01,1.00e+00,0.921952607059858,15554,212,277,158,289,235,85
DMXL1,2036.7,1000.7,1036,1.03652030973162,0.051748385103403,8.89e-01,1.00e+00,0.922113980435945,15558,935,1380,687,1206,1188,714
ABCG4,554.3,282.3,272,0.958423989286908,-0.0612640757505215,8.89e-01,1.00e+00,0.922132014537327,15559,183,274,390,241,198,377
POU2F1,3473,1762,1711,0.971446886852661,-0.0417929752156736,8.90e-01,1.00e+00,0.92228976873315,15563,1492,1701,2093,1303,2106,1724
SLC26A2,2273.7,1161.3,1112.3,0.959379064497611,-0.0598271373940547,8.90e-01,1.00e+00,0.92228976873315,15564,1040,1695,749,1057,1624,656
TERF2IP,11000,5419.3,5580.7,1.029508965451,0.0419563936956417,8.90e-01,1.00e+00,0.922459171175934,15567,4953,4727,6578,3770,5869,7103
