"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","c-1","c-2","c-3","d-1","d-2","d-3"
"C9orf116",127.666666666667,58.3333333333333,69.3333333333333,0.786363014098921,1.18120118210493,0.240254705384086,"4.8e-01","1.0e+00",0.755290882447998,9565.7590262039,72,48,55,66,96,46
"ELMOD3",1244,641,603,4.04847476533411,0.938746917659307,-0.0911918292883446,"4.8e-01","1.0e+00",0.755290882447998,9566.51431708635,671,663,589,634,644,531
"AL357522.1",36.6666666666667,21,15.6666666666667,-0.852585472736942,0.768087830501168,-0.380656802972922,"4.8e-01","1.0e+00",0.755481076922312,9569.67880137492,12,33,18,12,9,26
"LINC01545",31.6666666666667,14,17.6666666666667,-1.10201049982395,1.25578187727035,0.328585897423554,"4.8e-01","1.0e+00",0.755481076922312,9570.43428245184,16,11,15,12,28,13
"GRIK1",47.3333333333333,21.3333333333333,26,-0.576562272622677,1.21238096279027,0.277843103734637,"4.8e-01","1.0e+00",0.755555518792294,9572.13286757958,24,17,23,22,37,19
"CYCSP49",34.6666666666667,15.3333333333333,19.3333333333333,-0.954940622214522,1.22598129163517,0.293936963799415,"4.8e-01","1.0e+00",0.755727683321328,9575.06974768122,21,11,14,19,16,23
"AC092645.2",255,135,120,1.78545295459307,0.894921018839635,-0.160167731791326,"4.8e-01","1.0e+00",0.755727683321328,9575.82547536454,125,127,153,109,109,142
"AC078899.1",59,27,32,-0.265703795440516,1.18306659621731,0.242531286972914,"4.8e-01","1.0e+00",0.755727683321328,9576.58120304786,28,34,19,32,32,32
"LINC01600",28.6666666666667,13,15.6666666666667,-1.22058627287921,1.23900507639867,0.309182098439117,"4.8e-01","1.0e+00",0.756206375312637,9583.40339433705,16,8,15,17,15,15
"LINC02669",36,16.3333333333333,19.6666666666667,-0.915708213043888,1.2085122054589,0.273232043782935,"4.8e-01","1.0e+00",0.756271689066288,9584.98738722614,20,16,13,22,16,21
"MRPL19",6769,3330,3439,6.48846111496833,1.03276561055203,0.0465128671132227,"4.8e-01","1.0e+00",0.756277957019026,9585.82310521615,3413,3391,3186,3482,3337,3498
"CHAD",30.6666666666667,13.6666666666667,17,-1.12226828584912,1.23850859067871,0.30860387559808,"4.8e-01","1.0e+00",0.756314131983792,9587.03793702655,15,8,18,15,15,21
"AC012313.6",29.6666666666667,16.3333333333333,13.3333333333333,-1.15238166382848,0.789299242356188,-0.341355730496428,"4.8e-01","1.0e+00",0.75643251384816,9589.29497805312,22,10,17,20,10,10
"PCDH9",313.333333333333,165.333333333333,148,2.07166014836605,0.899015988090394,-0.153581322046837,"4.8e-01","1.0e+00",0.75650449960805,9590.96404603086,131,177,188,153,147,144
"THAP12P7",108.333333333333,49,59.3333333333333,0.547328975442021,1.20627144139872,0.27055458642191,"4.8e-01","1.0e+00",0.756623428750854,9593.22845313208,40,33,74,75,61,42
"ARHGAP11A",8764.33333333333,4449.33333333333,4315,6.86106350631175,0.969804176086694,-0.0442346287313915,"4.8e-01","1.0e+00",0.756623428750854,9593.98507656083,4605,4343,4400,4357,4196,4392
"APTR",463.333333333333,221.666666666667,241.666666666667,2.63243920690916,1.09349681750183,0.128949021592223,"4.8e-01","1.0e+00",0.756623428750854,9594.74169998958,250,207,208,226,234,265
"AC004771.4",592.666666666667,284.666666666667,308,2.98224216664231,1.08045306339111,0.111636400579016,"4.8e-01","1.0e+00",0.756623428750854,9595.49832341834,301,291,262,321,308,295
"ELAVL2",577,273.666666666667,303.333333333333,2.94307481379055,1.10679081887071,0.146382581564445,"4.8e-01","1.0e+00",0.75691274989581,9599.92440692856,274,252,295,386,239,285
"UBE2G1",6970.66666666667,3427,3543.66666666667,6.53074426532709,1.03406674991364,0.0483293158861191,"4.8e-01","1.0e+00",0.75691274989581,9600.68131967846,3402,3362,3517,3338,3721,3572
"COLEC11",71.6666666666667,39,32.6666666666667,0.00938533747208692,0.830505376025132,-0.267938587819886,"4.8e-01","1.0e+00",0.75691274989581,9601.43823242835,47,36,34,19,47,32
"IVL",42,24,18,-0.707837193810688,0.763429633120038,-0.389432907907383,"4.8e-01","1.0e+00",0.7569877580465,9603.14669857789,7,24,41,17,18,19
"CRKL",8813,4485,4328,6.86908698500384,0.965552368482812,-0.0505735864089288,"4.8e-01","1.0e+00",0.7569877580465,9603.90368633594,4310,4407,4738,4329,4081,4574
"LINC01977",32.6666666666667,14.3333333333333,18.3333333333333,-1.02983974587409,1.29846504703542,0.37680717909344,"4.8e-01","1.0e+00",0.757219191699949,9607.59710428895,9,13,21,16,9,30
"AC008124.1",893,429.333333333333,463.666666666667,3.57195259987362,1.08085391562012,0.112171546706028,"4.8e-01","1.0e+00",0.757219191699949,9608.35432348065,436,482,370,404,492,495
"AL158063.1",42.3333333333333,18.6666666666667,23.6666666666667,-0.707960374333245,1.23906455734336,0.309251356270114,"4.8e-01","1.0e+00",0.757219191699949,9609.11154267235,21,24,11,21,33,17
"NPTXR",4736.33333333333,2326.66666666667,2409.66666666667,5.97352806371336,1.03541332139513,0.050206784821101,"4.8e-01","1.0e+00",0.757219191699949,9609.86876186405,2264,2296,2420,2488,2440,2301
"AL513548.4",47.6666666666667,21,26.6666666666667,-0.59189819165662,1.251936034068,0.32416085165521,"4.8e-01","1.0e+00",0.757219191699949,9610.62598105575,26,20,17,40,27,13
"C16orf58",6212.66666666667,3051.33333333333,3161.33333333333,6.36469338694342,1.03571821042494,0.0506315399732919,"4.8e-01","1.0e+00",0.757219191699949,9611.38320024745,2926,3069,3159,3347,3145,2992
"TRAPPC8",6276.33333333333,3207.33333333333,3069,6.37986786839818,0.957589479727087,-0.0625207922602203,"4.8e-01","1.0e+00",0.757219191699949,9612.14041943915,3115,3388,3119,2798,2960,3449
"UXT-AS1",40.6666666666667,22.3333333333333,18.3333333333333,-0.756411945422717,0.821322776362112,-0.283978788423623,"4.8e-01","1.0e+00",0.757242158568711,9613.18920302979,25,15,27,17,23,15
"MRPS33",2743.33333333333,1337.33333333333,1406,5.18707215743807,1.05180339215998,0.0728650547592469,"4.8e-01","1.0e+00",0.757298452148919,9614.66114848267,1464,1323,1225,1386,1286,1546
"AC016590.3",30.6666666666667,13,17.6666666666667,-1.13489246455852,1.29061923190475,0.368063428786995,"4.8e-01","1.0e+00",0.757407307904569,9616.80058846431,23,9,7,20,20,13
"IQGAP3",6796.66666666667,3343.66666666667,3453,6.49434357904264,1.03291654392748,0.0467236941585928,"4.8e-01","1.0e+00",0.757545535048091,9619.31320404066,3227,3277,3527,3420,3473,3466
"AC073136.1",148.333333333333,68.3333333333333,80,1.01221279909328,1.17359749848873,0.230937701037237,"4.8e-01","1.0e+00",0.757548293513816,9620.10577933194,56,95,54,57,91,92
"PTPN11",21234.3333333333,10791.3333333333,10443,8.13728618881502,0.96786587276069,-0.0471209627907584,"4.9e-01","1.0e+00",0.757548293513816,9620.86332762546,10381,10586,11407,10669,9889,10771
"TMEM87B",5314,2705,2609,6.13971568364414,0.964654315407664,-0.0519160507390659,"4.9e-01","1.0e+00",0.757679438726537,9623.28655126575,2743,2738,2634,2415,2747,2665
"AL391095.2",126.666666666667,57.3333333333333,69.3333333333333,0.801345806656461,1.20474549452345,0.268728405733781,"4.9e-01","1.0e+00",0.757718192295467,9624.53647853702,92,42,38,67,58,83
"RECQL",11427.3333333333,5815.33333333333,5612,7.24368494989094,0.965293682148119,-0.0509601583930784,"4.9e-01","1.0e+00",0.757742083796226,9625.59769046346,5961,5889,5596,5147,5757,5932
"NFATC2",58,31.3333333333333,26.6666666666667,-0.282605763946821,0.852795241617383,-0.229728706642709,"4.9e-01","1.0e+00",0.757742083796226,9626.35543254725,28,32,34,32,23,25
"AAAS",4462.33333333333,2270,2192.33333333333,5.88796958216728,0.966120948644855,-0.0497242835826755,"4.9e-01","1.0e+00",0.757742083796226,9627.11317463105,2253,2192,2365,2149,2167,2261
"FAM118B",1942,1000.66666666667,941.333333333333,4.68979014998942,0.942113137896854,-0.0860277721176461,"4.9e-01","1.0e+00",0.75777783537131,9628.32517622786,905,1106,991,969,814,1041
"AL078590.2",23.6666666666667,8.33333333333333,15.3333333333333,-1.5697244467011,1.80332751031598,0.850661434817908,"4.9e-01","1.0e+00",0.757903182845498,9630.67574441774,0,11,14,31,15,0
"AC009053.3",41.3333333333333,23,18.3333333333333,-0.742719631216433,0.814139985354682,-0.296651218315293,"4.9e-01","1.0e+00",0.757903182845498,9631.43364760059,15,20,34,19,18,18
"EIF2AK4",9523.33333333333,4834.66666666667,4688.66666666667,6.98082431741076,0.969820340706627,-0.0442105822040209,"4.9e-01","1.0e+00",0.758193392072722,9635.87981985222,4806,4825,4873,4485,4888,4693
"LINC00310",26.6666666666667,15.3333333333333,11.3333333333333,-1.27441795521784,0.737628373875837,-0.439033942831278,"4.9e-01","1.0e+00",0.758193392072722,9636.63801324429,22,4,20,15,6,13
"CDK20",731.666666666667,351.333333333333,380.333333333333,3.28396560686163,1.08157005558439,0.113127114741304,"4.9e-01","1.0e+00",0.758193392072722,9637.39620663637,385,309,360,419,375,347
"AC023301.1",29.6666666666667,12.3333333333333,17.3333333333333,-1.15655532015341,1.38210040724815,0.466862428878874,"4.9e-01","1.0e+00",0.758193392072722,9638.15440002844,24,2,11,14,15,23
"TLN1",32244.6666666667,15820,16424.6666666667,8.73981690741244,1.03818217997719,0.0540596297146818,"4.9e-01","1.0e+00",0.758193392072722,9638.91259342051,14846,15407,17207,17428,16443,15403
"HOXA2",182,85,97,1.28942903937904,1.1395926368391,0.188518205231731,"4.9e-01","1.0e+00",0.758193392072722,9639.67078681258,82,72,101,116,99,76
"RIPK4",783,377.666666666667,405.333333333333,3.38067512998549,1.07185198099427,0.100105688417097,"4.9e-01","1.0e+00",0.758193392072722,9640.42898020466,369,393,371,417,429,370
"GPR179",38,16.6666666666667,21.3333333333333,-0.891760607077038,1.26622929534354,0.340538679095983,"4.9e-01","1.0e+00",0.758193392072722,9641.18717359673,17,11,22,34,18,12
"GJB1",97,44.6666666666667,52.3333333333333,0.411931699315178,1.16618886140918,0.221801448362059,"4.9e-01","1.0e+00",0.758193392072722,9641.9453669888,40,47,47,67,36,54
"BRINP1",234,109,125,1.66107728820747,1.14557994924587,0.19607814686224,"4.9e-01","1.0e+00",0.758193392072722,9642.70356038087,144,74,109,111,131,133
"AC068279.2",60.3333333333333,33.3333333333333,27,-0.215423668238332,0.807375369374915,-0.308688519739343,"4.9e-01","1.0e+00",0.75823963021206,9644.04985666719,47,37,16,27,33,21
"TTC31",3745,1837.33333333333,1907.66666666667,5.63533161492745,1.03881584462062,0.0549399241166953,"4.9e-01","1.0e+00",0.758389518431094,9646.71467444352,1920,1855,1737,1872,1844,2007
"NACC1",7486.66666666667,3837.66666666667,3649,6.63354475335844,0.950282483902049,-0.0735716577115732,"4.9e-01","1.0e+00",0.758389518431094,9647.47306396195,3794,3832,3887,4109,3827,3011
"NOG",848.333333333333,408.666666666667,439.666666666667,3.49679227126286,1.07562527982619,0.105175567585696,"4.9e-01","1.0e+00",0.758389518431094,9648.23145348038,360,447,419,478,410,431
"METTL26",1393,717,676,4.21074322676198,0.94190557016102,-0.0863456638063714,"4.9e-01","1.0e+00",0.758428367212403,9649.4841160434,749,659,743,760,645,623
"RRAS",3394.66666666667,1664.66666666667,1730,5.49328577269903,1.03949864530203,0.0558878780449467,"4.9e-01","1.0e+00",0.758453111441421,9650.55738998064,1576,1742,1676,1661,1808,1721
"C3orf33",346.666666666667,182.333333333333,164.333333333333,2.22189255525513,0.907042129360257,-0.140758533761373,"4.9e-01","1.0e+00",0.758543190409005,9652.46209795459,173,191,183,148,152,193
"ATF6",10135.6666666667,4992.66666666667,5143,7.07053384832838,1.03005429797575,0.0427203892100761,"4.9e-01","1.0e+00",0.758563948451532,9653.4848079942,4861,5000,5117,5215,5198,5016
"AC010207.1",21.3333333333333,12.3333333333333,9,-1.575138754515,0.737524182380014,-0.43923774080992,"4.9e-01","1.0e+00",0.758563948451532,9654.24337194265,10,22,5,15,5,7
"LRIF1",2932.66666666667,1497,1435.66666666667,5.28291318035694,0.958324399197429,-0.0614139943618599,"4.9e-01","1.0e+00",0.758568114732912,9655.0549643205,1525,1534,1432,1392,1562,1353
"AC006480.3",52.6666666666667,23.6666666666667,29,-0.41707939188148,1.21438110493915,0.280221248548286,"4.9e-01","1.0e+00",0.758627642048819,9656.57125563942,21,26,24,16,42,29
"PRCP",13819.3333333333,7048.33333333333,6771,7.51786145856853,0.961011201661009,-0.0573748475651293,"4.9e-01","1.0e+00",0.758627642048819,9657.32988328147,7134,7207,6804,6602,6151,7560
"FBXL12",1676.66666666667,859.333333333333,817.333333333333,4.47774009129294,0.950345605843369,-0.0734758307454887,"4.9e-01","1.0e+00",0.758700992106452,9659.02233050724,869,917,792,807,865,780
"SETD6",851,408,443,3.50266276825611,1.08519377680781,0.117952679424038,"4.9e-01","1.0e+00",0.758700992106452,9659.78103149934,443,459,322,435,461,433
"RPL23AP53",124.333333333333,58.3333333333333,66,0.764248133059552,1.13755659537767,0.185938323631827,"4.9e-01","1.0e+00",0.758700992106452,9660.53973249145,52,60,63,65,58,75
"MCCC2",10971.6666666667,5563,5408.66666666667,7.18487844689817,0.972245945338415,-0.0406067818412588,"4.9e-01","1.0e+00",0.758754516233409,9661.98000971624,5526,5632,5531,5407,5418,5401
"LINC02663",112,51,61,0.599015014016196,1.18603144391966,0.246142258944302,"4.9e-01","1.0e+00",0.758754516233409,9662.73876423247,50,49,54,50,92,41
"HNRNPA1P35",46,21,25,-0.608555762400041,1.18034355924786,0.239206841860208,"4.9e-01","1.0e+00",0.758754516233409,9663.4975187487,22,22,19,26,27,22
"ANKRD52",8935.33333333333,4543,4392.33333333333,6.88881184600427,0.966454056479473,-0.0492269439973346,"4.9e-01","1.0e+00",0.758754516233409,9664.25627326493,4381,4507,4741,4602,4467,4108
"LAMTOR3",5501.66666666667,2799.33333333333,2702.33333333333,6.18975856833647,0.96584434267021,-0.0501373945970615,"4.9e-01","1.0e+00",0.758754516233409,9665.01502778117,2882,2741,2775,2667,2568,2872
"TLCD4-RWDD3",191.666666666667,103.333333333333,88.3333333333333,1.38472609042759,0.855447235294751,-0.225249224072411,"4.9e-01","1.0e+00",0.758754516233409,9665.7737822974,134,114,62,72,103,90
"AC003986.3",109,58.6666666666667,50.3333333333333,0.584605956856457,0.849664285874046,-0.23503516984341,"4.9e-01","1.0e+00",0.758891853473319,9668.28221325008,65,59,52,36,74,41
"CMAHP",262,124,138,1.82435264214981,1.11753308393751,0.160317542214907,"4.9e-01","1.0e+00",0.75892920668511,9669.51702237498,133,126,113,119,126,169
"LILRB3",38.3333333333333,17.3333333333333,21,-0.862498325617882,1.23117454702777,0.300035311196896,"4.9e-01","1.0e+00",0.758944924297106,9670.47622539373,11,23,18,26,15,22
"EXTL2",5876.66666666667,2890,2986.66666666667,6.28469904809143,1.03387295688835,0.0480589170573379,"4.9e-01","1.0e+00",0.758944924297106,9671.23517031802,2977,2907,2786,2880,2955,3125
"AC019205.1",978.333333333333,474,504.333333333333,3.70266953367114,1.06436459799315,0.0899924305525258,"4.9e-01","1.0e+00",0.758944924297106,9671.99411524232,507,445,470,511,483,519
"PPP2R5C",10859.3333333333,5514.33333333333,5345,7.17020363567688,0.969658707533464,-0.0444510461349069,"4.9e-01","1.0e+00",0.758944924297106,9672.75306016662,5540,5528,5475,5114,5296,5625
"RDX",14656.3333333333,7430,7226.33333333333,7.60259051158128,0.972584907042003,-0.0401038914503848,"4.9e-01","1.0e+00",0.759018260229939,9674.4467448908,7455,7375,7460,7107,7366,7206
"AC245407.2",58.6666666666667,26.3333333333333,32.3333333333333,-0.30692826741881,1.22580020958724,0.293723856576864,"4.9e-01","1.0e+00",0.759018260229939,9675.20576315103,17,24,38,45,28,24
"FUZ",1857,952,905,4.62530320640852,0.950155943256628,-0.0737637813387112,"4.9e-01","1.0e+00",0.759082474714352,9676.78338765856,1026,961,869,952,838,925
"LINC01546",50.3333333333333,22.3333333333333,28,-0.485538828434881,1.2465506085591,0.317941455821872,"4.9e-01","1.0e+00",0.759082474714352,9677.54247013327,31,25,11,32,34,18
"DIDO1",8095.66666666667,3982.33333333333,4113.33333333333,6.74646235965686,1.03244967394849,0.0460714601779344,"4.9e-01","1.0e+00",0.759082474714352,9678.30155260798,3964,3866,4117,4188,4234,3918
"MDH1B",242.333333333333,114.333333333333,128,1.71026754677645,1.11742599456034,0.160179287054015,"4.9e-01","1.0e+00",0.759082474714352,9679.0606350827,130,120,93,121,121,142
"SGPP2",206.666666666667,109.333333333333,97.3333333333333,1.49034888379671,0.892882281387174,-0.163458113554165,"4.9e-01","1.0e+00",0.759082474714352,9679.81971755741,112,91,125,92,94,106
"FAM171B",1461.66666666667,749,712.666666666667,4.28050680149474,0.951263402112193,-0.0720832203583352,"4.9e-01","1.0e+00",0.759082474714352,9680.57880003213,731,786,730,745,693,700
"ELOCP19",41,18.6666666666667,22.3333333333333,-0.7639813531372,1.19094494498425,0.252106721821619,"4.9e-01","1.0e+00",0.759082474714352,9681.33788250684,21,15,20,25,21,21
"CD63",24443.3333333333,12405,12038.3333333333,8.34029285271664,0.970330473431242,-0.0434519133793138,"4.9e-01","1.0e+00",0.759082474714352,9682.09696498155,12836,12015,12364,12591,11748,11776
"CAMK2G",3686.66666666667,1812,1874.66666666667,5.61237005740491,1.03437754201199,0.0487628573879805,"4.9e-01","1.0e+00",0.759082474714352,9682.85604745627,1798,1817,1821,1897,1874,1853
"AL136298.1",26.6666666666667,12,14.6666666666667,-1.28185412585338,1.22628035418048,0.294288847990815,"4.9e-01","1.0e+00",0.759103269984796,9683.88041519604,12,10,14,11,17,16
"ANKRD30B",129.333333333333,70.6666666666667,58.6666666666667,0.828833679747112,0.823056965126773,-0.280935809487348,"4.9e-01","1.0e+00",0.759103269984796,9684.63951846602,89,88,35,56,77,43
"ZFHX2-AS1",448.666666666667,211.666666666667,237,2.57938293286762,1.11545833886282,0.157636631521627,"4.9e-01","1.0e+00",0.759244890902917,9687.20556303032,217,242,176,259,272,180
"ZBTB12",620.333333333333,297.666666666667,322.666666666667,3.0457158392636,1.08379558365351,0.116092673426686,"4.9e-01","1.0e+00",0.759354600490974,9689.36470226483,266,311,316,358,308,302
"KCNIP2",181,85.3333333333333,95.6666666666667,1.28720890788685,1.11738114628851,0.160121382836525,"4.9e-01","1.0e+00",0.759354600490974,9690.12405686532,82,79,95,97,101,89
"PMS1",2786.66666666667,1366.33333333333,1420.33333333333,5.20923657824611,1.04014539749575,0.0567852106590289,"4.9e-01","1.0e+00",0.759354600490974,9690.88341146581,1334,1334,1431,1365,1431,1465
"CBR4",2936.33333333333,1500.33333333333,1436,5.2852317528436,0.958486688497853,-0.0611696990622615,"4.9e-01","1.0e+00",0.759582454542995,9694.55086733224,1499,1494,1508,1383,1348,1577
"HYOU1",29776.6666666667,14659.3333333333,15117.3333333333,8.62495308219206,1.0311309515076,0.0442275636407238,"4.9e-01","1.0e+00",0.759896955243332,9699.32473672589,14251,14739,14988,15404,15693,14255
"FXYD6P2",26,11.3333333333333,14.6666666666667,-1.37150229614067,1.29949766282855,0.377954039097769,"4.9e-01","1.0e+00",0.760200854454396,9703.96390711036,6,16,12,9,23,12
"ZGPAT",1592.33333333333,815.666666666667,776.666666666667,4.40339200076049,0.951405171472628,-0.07186822763026,"4.9e-01","1.0e+00",0.760200854454396,9704.72410796482,792,841,814,841,743,746
"TOMM20",18593.6666666667,9150.33333333333,9443.33333333333,7.94575081049316,1.03227668967863,0.0458297201069401,"4.9e-01","1.0e+00",0.760325061259338,9707.07005709797,9110,9096,9245,9403,8866,10061
"ABCC1",6837,3476.33333333333,3360.66666666667,6.50297362122292,0.966478764197072,-0.0491900614929127,"4.9e-01","1.0e+00",0.760481208120025,9709.82406527648,3472,3308,3649,3534,3255,3293
"AL109976.1",51.3333333333333,28.3333333333333,23,-0.460553289570241,0.813612778970598,-0.297585755892631,"4.9e-01","1.0e+00",0.760563957545697,9711.641173901,15,30,40,20,26,23
"AC021613.1",245.666666666667,115.333333333333,130.333333333333,1.72865265293976,1.13048229928843,0.176938403032636,"4.9e-01","1.0e+00",0.760735330332623,9714.5901683476,117,135,94,146,99,146
"CLEC18B",152.333333333333,80.6666666666667,71.6666666666667,1.05958112888228,0.88948262147951,-0.168961676185542,"4.9e-01","1.0e+00",0.760809685638803,9716.30049529315,82,74,86,72,64,79
"CHMP6",1196.33333333333,616.666666666667,579.666666666667,3.99130655222906,0.938377179270955,-0.091760166509173,"4.9e-01","1.0e+00",0.760877404792346,9717.92621400784,634,595,621,664,556,519
"SRGAP1",3078.66666666667,1568.33333333333,1510.33333333333,5.35300183881074,0.962758165358469,-0.0547546410071788,"4.9e-01","1.0e+00",0.760954924056885,9719.67724497859,1625,1543,1537,1468,1584,1479
"RAB39B",194.333333333333,103.666666666667,90.6666666666667,1.40822731032327,0.872294436836466,-0.197112906141379,"4.9e-01","1.0e+00",0.760954924056885,9720.43819990265,128,90,93,65,96,111
"RAB11FIP2",4141,2113,2028,5.78028989298013,0.960386037549325,-0.0583136656055534,"4.9e-01","1.0e+00",0.761009446697968,9721.89568156654,2052,2192,2095,1824,2129,2131
"ALDH3A2",4648.33333333333,2368,2280.33333333333,5.9468295423501,0.963506718499386,-0.0536333684681283,"4.9e-01","1.0e+00",0.761009446697968,9722.65669101324,2302,2475,2327,2110,2347,2384
"MAPK1",13075.6666666667,6632.66666666667,6443,7.43793608614144,0.971637466071605,-0.0415099739197849,"4.9e-01","1.0e+00",0.76101109728601,9723.43879002335,6500,6779,6619,6326,6373,6630
"ARMC2",206,96.6666666666667,109.333333333333,1.47233683720371,1.12488337929756,0.169775439815455,"4.9e-01","1.0e+00",0.761064272741453,9724.87927709028,112,89,89,123,116,89
"FIGNL1",3345.33333333333,1708,1637.33333333333,5.47267407774967,0.959709996301669,-0.0593295745794141,"4.9e-01","1.0e+00",0.761175088009372,9727.05644967176,1634,1805,1685,1523,1641,1748
"KDM8",301.333333333333,158,143.333333333333,2.02204431606414,0.903965289343584,-0.145660718102316,"4.9e-01","1.0e+00",0.761175088009372,9727.81762475977,184,152,138,144,151,135
"AC006001.2",215,113.666666666667,101.333333333333,1.53839916566539,0.892889902886931,-0.163445798993551,"4.9e-01","1.0e+00",0.761249506603017,9729.52994389316,98,120,123,118,87,99
"FBXO36",179.333333333333,83.3333333333333,96,1.27338202223169,1.1512644610118,0.203219278096397,"4.9e-01","1.0e+00",0.761295780706728,9730.8826689934,111,71,68,113,98,77
"DNAH7",180.333333333333,84.3333333333333,96,1.28179673799923,1.12816036311277,0.173972155169059,"4.9e-01","1.0e+00",0.761560979690847,9735.0340033881,84,95,74,112,97,79
"DDA1",3990,1952,2038,5.72621047636027,1.04287817723372,0.0605706407286342,"4.9e-01","1.0e+00",0.761622608932285,9736.58343259033,1971,1876,2009,2116,2178,1820
"MYO9B",5790.33333333333,2837.66666666667,2952.66666666667,6.26310896527529,1.03993794725364,0.0564974458083837,"4.9e-01","1.0e+00",0.761622608932285,9737.34505519926,2817,2750,2946,3198,2988,2672
"MAPRE2",9436,4627,4809,6.96732416204298,1.03896765159713,0.0551507364298939,"4.9e-01","1.0e+00",0.761622608932285,9738.1066778082,4703,4437,4741,4680,5312,4435
"SYT12",96.3333333333333,44.6666666666667,51.6666666666667,0.415568263091238,1.16297554999685,0.217820766399194,"4.9e-01","1.0e+00",0.76173407360076,9740.29359913292,46,46,42,62,34,59
"CALHM3",26.6666666666667,15,11.6666666666667,-1.31142787780649,0.767883850811514,-0.381039987756881,"4.9e-01","1.0e+00",0.761837410318368,9742.3768031513,16,10,19,21,9,5
"SNHG8",3324,1715.33333333333,1608.66666666667,5.46410961327932,0.938732428459567,-0.0912140969065254,"4.9e-01","1.0e+00",0.762005511370669,9745.28848491948,1765,1740,1641,1534,1321,1971
"TANC1",8606,4239.66666666667,4366.33333333333,6.83464068627722,1.0296935636631,0.0422150558933695,"4.9e-01","1.0e+00",0.762005511370669,9746.05049043085,4250,4265,4204,4296,4503,4300
"SLC22A1",75.3333333333333,40.6666666666667,34.6666666666667,0.0768027244437104,0.863200232700339,-0.212232841141622,"4.9e-01","1.0e+00",0.762069746253868,9747.63412433323,40,39,43,30,31,43
"TBC1D16",5082.33333333333,2491.66666666667,2590.66666666667,6.07514616492204,1.03962885080523,0.056068575798558,"4.9e-01","1.0e+00",0.762096089948843,9748.73318262559,2380,2420,2675,2790,2503,2479
"NBR2",391.666666666667,205,186.666666666667,2.39296903750727,0.911713150372933,-0.133348110003605,"4.9e-01","1.0e+00",0.762151274106791,9750.20124964817,190,236,189,175,200,185
"GCC2-AS1",214.666666666667,101.333333333333,113.333333333333,1.53026972751023,1.12391487323518,0.168532768110173,"4.9e-01","1.0e+00",0.762328282048027,9753.22804052246,83,96,125,119,107,114
"AC068446.1",81.6666666666667,38,43.6666666666667,0.17775051808022,1.16594368692,0.221498110525413,"4.9e-01","1.0e+00",0.762328282048027,9753.99036880451,35,29,50,47,39,45
"TRAPPC2",1162.66666666667,564.333333333333,598.333333333333,3.95196646468415,1.0628405394886,0.0879251621128177,"4.9e-01","1.0e+00",0.762328282048027,9754.75269708656,558,554,581,552,571,672
"AC074035.1",35.6666666666667,20,15.6666666666667,-0.900988247759521,0.807955755176189,-0.307651803810819,"4.9e-01","1.0e+00",0.762328282048027,9755.51502536861,19,24,17,12,10,25
"LINC00943",65.6666666666667,35.6666666666667,30,-0.129579729824871,0.842913301034923,-0.246543846400181,"4.9e-01","1.0e+00",0.762328282048027,9756.27735365065,31,34,42,32,38,20
"C1orf147",51.3333333333333,23.3333333333333,28,-0.475065886149646,1.18327229000199,0.24278209923448,"4.9e-01","1.0e+00",0.762328282048027,9757.0396819327,22,22,26,25,36,23
"PRRT3",517.333333333333,245.666666666667,271.666666666667,2.78694230200317,1.10280672576291,0.14117997115063,"4.9e-01","1.0e+00",0.762328282048027,9757.80201021475,293,204,240,258,314,243
"MYCL",69.3333333333333,37.6666666666667,31.6666666666667,-0.0427315454451432,0.838022490616389,-0.254939131791704,"4.9e-01","1.0e+00",0.762328282048027,9758.5643384968,33,54,26,30,36,29
"RFPL4AP1",70.3333333333333,32.6666666666667,37.6666666666667,-0.0307321077339508,1.15260574837404,0.204899119987362,"4.9e-01","1.0e+00",0.762328282048027,9759.32666677885,33,35,30,41,36,36
"IL17RB",226.333333333333,119,107.333333333333,1.61012739995293,0.898893071456943,-0.153778585881577,"4.9e-01","1.0e+00",0.762371838419638,9760.64664728662,112,112,133,121,103,98
"C2orf88",160,85.3333333333333,74.6666666666667,1.12540956402298,0.874046000232706,-0.194218885457566,"4.9e-01","1.0e+00",0.762505097382007,9763.11526687922,96,85,75,61,99,64
"ILF3-DT",1288,665,623,4.09958045709918,0.936849419393992,-0.094110913973384,"4.9e-01","1.0e+00",0.762549419690888,9764.44531914182,720,695,580,657,548,664
"AC006058.4",493.666666666667,258,235.666666666667,2.72450380577668,0.915638620826369,-0.127149779110854,"4.9e-01","1.0e+00",0.762620283864661,9766.11535517085,269,224,281,214,234,259
"LRRFIP1P1",97.3333333333333,52,45.3333333333333,0.423707246301415,0.867059557387644,-0.205797000867299,"4.9e-01","1.0e+00",0.762620283864661,9766.87797545471,49,59,48,56,36,44
"KCNC1",30.3333333333333,16.6666666666667,13.6666666666667,-1.13800194551711,0.823471623653065,-0.280209158500213,"4.9e-01","1.0e+00",0.762656092230488,9768.09922928809,15,20,15,15,11,15
"HECA",3196.33333333333,1565.66666666667,1630.66666666667,5.40678219105459,1.04288451143633,0.0605794033004742,"4.9e-01","1.0e+00",0.762829281306943,9771.08026426063,1447,1570,1680,1541,1649,1702
