"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","c-1","c-2","c-3","d-1","d-2","d-3"
"WARS1",16814.3333333333,9898,6916.33333333333,7.80084367606794,0.698637606068677,-0.517383793081333,"9.4e-18","1.9e-13",1.40365964262664e-15,1.86686732469343e-13,9934,9753,10007,7046,7069,6634
"RAB27B",2427.66666666667,1522.66666666667,905,5.01262869020212,0.595101588920105,-0.748792125087194,"1.6e-17","3.1e-13",2.29912283380343e-15,3.08082459729659e-13,1436,1537,1595,885,896,934
"HTR3A",1163.33333333333,777.333333333333,386,3.95688213177424,0.496235881699529,-1.01090203785458,"1.6e-17","3.2e-13",2.41531990139242e-15,3.26068186687977e-13,808,755,769,404,383,371
"BCL2L11",3082,1203.33333333333,1878.66666666667,5.35320294636749,1.56068425667807,0.642178694010195,"1.8e-17","3.6e-13",2.62870013952187e-15,3.57503218974974e-13,1231,1189,1190,1885,1853,1898
"FAT4",3419.33333333333,1352.33333333333,2067,5.50293800908008,1.52831055170878,0.611937727854856,"4.2e-17","8.3e-13",6.04914021787342e-15,8.28732209848659e-13,1373,1349,1335,2033,2088,2080
"CCL20",150.666666666667,128,22.6666666666667,1.07671595366796,0.178449345830982,-2.48641348219826,"4.2e-17","8.3e-13",6.04914021787342e-15,8.34781350066533e-13,124,120,140,22,29,17
"RPL36A",14730.3333333333,5529.33333333333,9201,7.60933234096738,1.66345925163155,0.7341865261612,"4.4e-17","8.8e-13",6.33912693788161e-15,8.81138644365544e-13,5841,5357,5390,9898,9646,8059
"SOX4",6503.33333333333,2571,3932.33333333333,6.42999968544224,1.52974492900587,0.613291116750567,"4.5e-17","8.9e-13",6.42494870959856e-15,8.99492819343799e-13,2420,2595,2698,4133,3805,3859
"LAMC2",641,469,172,3.10748409144415,0.366898834912184,-1.44654577157396,"7.1e-17","1.4e-12",9.92365955517295e-15,1.39923599727939e-12,483,477,447,198,145,173
"OAS3",18706.3333333333,10999,7707.33333333333,7.9546164169675,0.700650850213884,-0.513232398369983,"8.4e-17","1.6e-12",1.16901540146255e-14,1.66000187007682e-12,10601,10979,11417,7789,7846,7487
"COL5A1",26810,10987.6666666667,15822.3333333333,8.47344163888087,1.43989526691635,0.52596387875409,"9.4e-17","1.8e-12",1.29900761916153e-14,1.85758089540098e-12,10682,11009,11272,16364,16101,15002
"ENAH",32548.3333333333,13651.6666666667,18896.6666666667,8.75325752563457,1.38412471654498,0.468973942855071,"1.5e-16","3.0e-12",2.10927615932533e-14,3.03735766942847e-12,13804,13490,13661,18649,19259,18782
"OLFML2B",3230,1185.33333333333,2044.66666666667,5.42002325352397,1.72377494655331,0.785571430641833,"1.5e-16","3.0e-12",2.10927615932533e-14,3.05845043102172e-12,1156,1180,1220,2107,2217,1810
"CD82",4220.33333333333,2640,1580.33333333333,5.8084197007325,0.598678559859702,-0.740146490151816,"1.7e-16","3.4e-12",2.33323622249939e-14,3.40652488484911e-12,2528,2739,2653,1722,1402,1617
"NID2",3779.66666666667,2283,1496.66666666667,5.64936091798543,0.655126649520213,-0.610154258508795,"1.9e-16","3.8e-12",2.58546932188483e-14,3.8006399031707e-12,2344,2211,2294,1503,1544,1443
"PTPRJ",9024.66666666667,5289.33333333333,3735.33333333333,6.90361679142383,0.706170443700093,-0.501911655579201,"3.3e-16","6.5e-12",4.43135296825776e-14,6.55840239302148e-12,5285,5269,5314,3838,3620,3748
"MX1",23378.3333333333,13615,9763.33333333333,8.27612976057739,0.717031633742205,-0.479891326258269,"3.7e-16","7.2e-12",4.89711054539374e-14,7.29669471263668e-12,13365,13534,13946,9745,10008,9537
"PRKCE",2591.66666666667,1585.33333333333,1006.33333333333,5.10649737715247,0.635027759801886,-0.655108435202324,"4.6e-16","9.0e-12",6.02855393299391e-14,9.04283089949087e-12,1568,1588,1600,987,991,1041
"TFPI2",1318.33333333333,854.333333333333,464,4.13603786886267,0.543475400018778,-0.879713360599125,"5.1e-16","1.0e-11",6.6458570458664e-14,1.00352441392583e-11,851,882,830,453,467,472
"TPM1",55027,22743.6666666667,32283.3333333333,9.51078491285232,1.4193655343022,0.5052461796828,"5.3e-16","1.0e-11",6.90458454912061e-14,1.04949685146633e-11,23378,23127,21726,31854,33339,31657
"SCN9A",2487.66666666667,924,1563.66666666667,5.0436166937175,1.6912696777311,0.758106719892827,"7.2e-16","1.4e-11",9.33431234105819e-14,1.4281497881819e-11,964,845,963,1512,1657,1522
"PPARG",2015.66666666667,1263.33333333333,752.333333333333,4.74552117236275,0.59640965023977,-0.745624493469189,"7.9e-16","1.6e-11",1.01526094444717e-13,1.56350185444864e-11,1284,1214,1292,725,736,796
"MMP13",520.666666666667,381.333333333333,139.333333333333,2.81239934224651,0.365594832167979,-1.4516824174299,"1.0e-15","2.0e-11",1.29652993218494e-13,2.00962139488666e-11,408,379,357,147,123,148
"ESM1",232.333333333333,182.666666666667,49.6666666666667,1.67417661573563,0.270132129138771,-1.88826285269872,"1.1e-15","2.1e-11",1.38195978253473e-13,2.15585726075418e-11,196,179,173,49,56,44
"PPIF",10204,6003.33333333333,4200.66666666667,7.08060646395789,0.699530621967817,-0.515540882108989,"1.1e-15","2.2e-11",1.42679251625394e-13,2.24006425051869e-11,6167,5982,5861,4399,4097,4106
"FSTL1",56226,23609.3333333333,32616.6666666667,9.54189538136828,1.38154482458997,0.466282371534813,"1.5e-15","3.0e-11",1.88243024273648e-13,2.97423978352364e-11,23822,23759,23247,31689,32886,33275
"EPHA2",10254,6071,4183,7.0876243315716,0.688891128417664,-0.537652095851468,"1.6e-15","3.1e-11",1.93486356233445e-13,3.07643306411178e-11,5979,6026,6208,4453,3977,4119
"IGFL2-AS1",927.666666666667,285.666666666667,642,3.61918510947283,2.25160001335086,1.17095056187282,"1.7e-15","3.3e-11",2.09516783566901e-13,3.35226853707042e-11,245,299,313,662,625,639
"STRIP2",4198.66666666667,2496.33333333333,1702.33333333333,5.80101375575057,0.682090333755513,-0.551965277293512,"1.9e-15","3.8e-11",2.35692335652415e-13,3.79464660400387e-11,2541,2453,2495,1658,1730,1719
"HK2",9787,5792.33333333333,3994.66666666667,7.02052534665906,0.689850618434656,-0.535644103106022,"2.5e-15","5.0e-11",3.092663504572e-13,5.01011487740664e-11,5891,5715,5771,4090,3727,4167
"COL13A1",1987.66666666667,1228.66666666667,759,4.72514863906614,0.617887019240416,-0.694585029706995,"2.6e-15","5.1e-11",3.1248544417098e-13,5.09351273998697e-11,1256,1206,1224,750,771,756
"CCR1",3056.66666666667,1849.66666666667,1207,5.34361361371975,0.651914064201432,-0.617246295034663,"3.0e-15","6.0e-11",3.65874065409479e-13,6.00033467271546e-11,1863,1838,1848,1220,1250,1151
"LPP",18971.6666666667,7994,10977.6666666667,7.97459978473706,1.37311505545843,0.457452516224153,"4.6e-15","9.1e-11",5.5831600850904e-13,9.21221414039916e-11,8217,7858,7907,10830,11144,10959
"MOXD1",4237,1645,2592,5.81215567139766,1.57633102027936,0.65657052411499,"7.2e-15","1.4e-10",8.64903987844436e-13,1.43574061982176e-10,1716,1564,1655,2360,2665,2751
"ULBP2",2182.66666666667,1348.33333333333,834.333333333333,4.8593970397157,0.618578840769669,-0.692970609728461,"9.0e-15","1.8e-10",1.07203257912268e-12,1.79029440713488e-10,1411,1289,1345,812,867,824
"CPE",8350.33333333333,3285,5065.33333333333,6.79086643645907,1.54203863165901,0.624838908576382,"9.4e-15","1.9e-10",1.11353962857183e-12,1.87074657600067e-10,3424,3379,3052,4922,4763,5511
"SPINK1",210,167.666666666667,42.3333333333333,1.53928612445395,0.251959367214199,-1.9887370018174,"1.0e-14","2.0e-10",1.19463893143727e-12,2.01893979412898e-10,191,169,143,47,43,37
"TGFA",3771,2338.33333333333,1432.66666666667,5.64654427182496,0.613569633939461,-0.704701010431464,"1.0e-14","2.0e-10",1.20293497332522e-12,2.04498945465288e-10,2155,2371,2489,1383,1354,1561
"B3GNT5",3792.66666666667,2261,1531.66666666667,5.65450254028292,0.677769915672992,-0.561132493876354,"1.0e-14","2.0e-10",1.20604898813526e-12,2.06234376971129e-10,2276,2208,2299,1479,1568,1548
"SRXN1",6851,4026.33333333333,2824.66666666667,6.50634368059637,0.701933931198123,-0.510592850138862,"1.1e-14","2.2e-10",1.27925318011047e-12,2.20031546979001e-10,3967,3964,4148,2798,2741,2935
"SPRY4",750.333333333333,518.666666666667,231.666666666667,3.32994411247747,0.446900963795535,-1.16197293880617,"1.2e-14","2.3e-10",1.32412931371107e-12,2.29074371272015e-10,509,483,564,229,240,226
"PRICKLE1",1562,559.333333333333,1002.66666666667,4.37228989728804,1.79233083438861,0.841836959426163,"1.2e-14","2.4e-10",1.38144635358217e-12,2.40371665523297e-10,559,539,580,937,1095,976
"MAP3K5",2620.33333333333,1605.66666666667,1014.66666666667,5.12254461149413,0.632525657001672,-0.660804094166033,"1.4e-14","2.7e-10",1.53825099042315e-12,2.6919392332405e-10,1648,1603,1566,987,974,1083
"BIRC2",8373.33333333333,4950.66666666667,3422.66666666667,6.79557694587478,0.691567137970829,-0.532058778557423,"1.4e-14","2.8e-10",1.60939464441466e-12,2.83253457416981e-10,4991,5026,4835,3184,3537,3547
"IL4I1",1462.33333333333,965.333333333333,497,4.28384723791798,0.514755877701315,-0.95803969663085,"1.6e-14","3.1e-10",1.75075354850106e-12,3.09883378084688e-10,863,976,1057,545,471,475
"ILDR2",2283.66666666667,889,1394.66666666667,4.92064488393819,1.56972686678952,0.650513551340762,"1.6e-14","3.2e-10",1.81032046978047e-12,3.22237043620923e-10,888,866,913,1350,1432,1402
"ITGA5",70510.6666666667,41055.6666666667,29455,9.86856899696731,0.717417119613059,-0.479115922373954,"2.0e-14","3.9e-10",2.19837083888299e-12,3.93508380160055e-10,39882,40790,42495,30663,29096,28606
"LURAP1L",2041,1261,780,4.76311390858272,0.618523433730564,-0.693099839885496,"2.0e-14","3.9e-10",2.21244786949535e-12,3.98240616509162e-10,1322,1259,1202,785,764,791
"GFRA1",712,212.333333333333,499.666666666667,3.23606914162332,2.34883127733461,1.23194308453145,"2.1e-14","4.1e-10",2.26414728402085e-12,4.09810658407774e-10,217,226,194,479,556,464
"TCIM",1160.66666666667,760.666666666667,400,3.95346035114206,0.524923973599102,-0.929819607068659,"2.1e-14","4.1e-10",2.3006868557159e-12,4.18725007740295e-10,798,760,724,392,426,382
"SORT1",10149,4252.33333333333,5896.66666666667,7.07219484866736,1.38686631226565,0.471828724988832,"2.3e-14","4.5e-10",2.46053202148908e-12,4.50277359932501e-10,4337,4103,4317,5858,5819,6013
"LIF",3766.33333333333,2281.66666666667,1484.66666666667,5.64417140400676,0.650122132725362,-0.62121732486077,"2.5e-14","4.8e-10",2.65848535554587e-12,4.8916130542044e-10,2219,2352,2274,1610,1435,1409
"RPS27",14936.6666666667,5446,9490.66666666667,7.62945791107658,1.74239104359484,0.801068443307425,"2.5e-14","5.0e-10",2.72292884752806e-12,5.0374183679269e-10,5846,5546,4946,11037,8600,8835
"ALDH1B1",7652.66666666667,3119.33333333333,4533.33333333333,6.66497931493399,1.45368765517804,0.539717319647468,"2.6e-14","5.1e-10",2.77476972741792e-12,5.16107169299733e-10,3110,3082,3166,4721,4194,4685
"SLC3A2",6522,3818.33333333333,2703.66666666667,6.43541451263665,0.708132547237751,-0.497908667707852,"2.7e-14","5.2e-10",2.81784873128231e-12,5.26937712749792e-10,3757,3889,3809,2771,2597,2743
"TUBA1A",29497.3333333333,12342,17155.3333333333,8.6112579608689,1.38990319929038,0.474984409015868,"2.9e-14","5.7e-10",3.06379867541678e-12,5.75994150978354e-10,12228,12534,12264,16766,18126,16574
"EGR1",1521,549,972,4.33343344337321,1.76989135658497,0.823660804304519,"3.3e-14","6.6e-10",3.50806830535128e-12,6.63024909711392e-10,520,564,563,999,1019,898
"PDE1C",3986.33333333333,1633.33333333333,2353,5.72428920156315,1.44007984262194,0.526148801501933,"4.6e-14","9.0e-10",4.78720533550019e-12,9.09569013745035e-10,1673,1595,1632,2353,2351,2355
"SERPINE2",44886,26121.6666666667,18764.3333333333,9.21708956163116,0.718428053725997,-0.477084408253243,"5.0e-14","9.9e-10",5.21577521129585e-12,9.96213065357507e-10,26091,26151,26123,18063,18303,19927
"AC022149.1",8044,3168.66666666667,4875.33333333333,6.73676314872815,1.5381701919786,0.621215140191359,"7.1e-14","1.4e-09",7.35680956409057e-12,1.41250743630539e-09,3307,3193,3006,4556,5405,4665
"SLC20A1",26202,15172.6666666667,11029.3333333333,8.4406328265995,0.727053593149706,-0.459866381744484,"1.4e-13","2.8e-09",1.45394778871385e-11,2.80611923221772e-09,14943,15336,15239,11126,10466,11496
"GAS6",8035.66666666667,3257,4778.66666666667,6.73539073753389,1.46715679154938,0.553023056630567,"1.5e-13","2.9e-09",1.48975510840336e-11,2.89012491030252e-09,3167,3212,3392,5129,4431,4776
"THBS3",3482,1370,2112,5.52922952821546,1.54155437295556,0.624385776379841,"1.5e-13","3.0e-09",1.52826313144029e-11,2.98011310630857e-09,1383,1390,1337,2268,1936,2132
"TTC3",14865,6172.66666666667,8692.33333333333,7.62269432462962,1.40833162674727,0.493987092447818,"1.5e-13","3.0e-09",1.55813992871909e-11,3.05395426028941e-09,5917,6250,6351,8290,9182,8605
"TGFB2",7632,3126,4506,6.66111208391882,1.44133248009138,0.527403168303096,"1.6e-13","3.2e-09",1.62066977381691e-11,3.19271945441932e-09,3258,3080,3040,4252,4782,4484
"ARL14",284.333333333333,224.333333333333,60,1.9579794162464,0.265668835458981,-1.91229909387779,"1.6e-13","3.2e-09",1.64905142591364e-11,3.26512182330901e-09,220,266,187,55,75,50
"TP53I11",4647,1813.66666666667,2833.33333333333,5.94510761860741,1.56100340139588,0.642473680923523,"1.7e-13","3.2e-09",1.64905142591364e-11,3.28161233756815e-09,1886,1715,1840,2953,3004,2543
"NEU1",8115.66666666667,4694.33333333333,3421.33333333333,6.75040349215077,0.728672263812459,-0.456658017904206,"1.9e-13","3.7e-09",1.84453488310506e-11,3.68906976621011e-09,4710,4701,4672,3531,3337,3396
"ITGA6",17120,9915,7205,7.82678774302321,0.72670583145869,-0.460556611596984,"2.0e-13","3.9e-09",1.94063320738774e-11,3.90067274684936e-09,9570,9989,10186,6957,7496,7162
"DCBLD2",50718,29831,20887,9.39331016990111,0.700263481594748,-0.514030241303525,"2.1e-13","4.1e-09",2.04725757990587e-11,4.13546031140986e-09,29968,30631,28894,19914,20167,22580
"F2R",66869,28492,38377,9.79199410591912,1.34693453534297,0.429679733627854,"2.3e-13","4.5e-09",2.23585291279538e-11,4.53878141297462e-09,28863,28545,28068,37290,38806,39035
"ISG15",5987.33333333333,3926,2061.33333333333,6.3124664189171,0.525018563406374,-0.929559660945077,"2.4e-13","4.6e-09",2.29331571348305e-11,4.67836405550542e-09,3689,3818,4271,2436,1657,2091
"FAM20C",4164.33333333333,2530,1634.33333333333,5.78895966379413,0.645337737815097,-0.631873701565808,"2.5e-13","4.9e-09",2.43833063509658e-11,4.99857780194799e-09,2413,2530,2647,1718,1713,1472
"MAPK13",815,557.333333333333,257.666666666667,3.4478140047374,0.460548055567919,-1.11857639370142,"3.1e-13","6.0e-09",2.95065368893658e-11,6.07834659920936e-09,590,557,525,280,269,224
"TCN1",2192.66666666667,1348,844.666666666667,4.86606378967814,0.626543146145266,-0.674514232448789,"3.4e-13","6.7e-09",3.29160573721191e-11,6.81362387602866e-09,1379,1392,1273,792,887,855
"CADM3",11310,4645.66666666667,6664.33333333333,7.22833074397342,1.43400362824275,0.520048674277754,"3.8e-13","7.5e-09",3.65105094383646e-11,7.59418596317985e-09,4596,4717,4624,6803,7069,6121
"CFI",18162,7497.33333333333,10664.6666666667,7.91170153757332,1.42251543489195,0.508444306465966,"4.0e-13","7.8e-09",3.78995709412507e-11,7.9210103267214e-09,7889,7257,7346,9931,11082,10981
"GPRC5A",5394,3149.66666666667,2244.33333333333,6.16166470946859,0.712195609865422,-0.48965455225702,"4.6e-13","9.1e-09",4.37719316508679e-11,9.19210564668226e-09,3158,3171,3120,2285,2304,2144
"BGN",554.333333333333,159,395.333333333333,2.87550024520589,2.4813410700585,1.31112005295007,"5.6e-13","1.1e-08",5.28390531661472e-11,1.11490402180571e-08,173,152,152,368,452,366
"AC022150.4",650.666666666667,453.333333333333,197.333333333333,3.12806126730984,0.435331166976334,-1.19981478316363,"6.4e-13","1.3e-08",6.00425416905244e-11,1.27290188383912e-08,501,423,436,203,178,211
"LUM",2715.66666666667,1029.33333333333,1686.33333333333,5.17063425756056,1.63842683389499,0.712311248874749,"6.6e-13","1.3e-08",6.14984066377564e-11,1.30991606138421e-08,1068,981,1039,1492,1816,1751
"OAS2",29477.3333333333,17150.3333333333,12327,8.61050766624547,0.718632436541885,-0.476674039895183,"7.8e-13","1.5e-08",7.1936286290625e-11,1.53943652661937e-08,17274,17264,16913,12166,13196,11619
"CD180",90.3333333333333,11.6666666666667,78.6666666666667,0.265599312261718,6.64157976032343,2.73152644056453,"8.4e-13","1.7e-08",7.78774473839516e-11,1.67436511875496e-08,17,7,11,67,93,76
"MDM2",17873.6666666667,10291,7582.66666666667,7.8889441863418,0.736982563966298,-0.440297607421724,"8.6e-13","1.7e-08",7.88473106534414e-11,1.70310191011433e-08,10259,10445,10169,7227,7659,7862
"HELZ2",9059.33333333333,5462.33333333333,3597,6.90913672139937,0.658445525065293,-0.602864007433778,"8.9e-13","1.7e-08",8.13984523584435e-11,1.76634641617822e-08,5162,5481,5744,3984,3286,3521
"CYBRD1",8147.33333333333,3387,4760.33333333333,6.75533231649153,1.40553634720976,0.491120762335295,"9.7e-13","1.9e-08",8.80366067176823e-11,1.91919802644547e-08,3590,3273,3298,4602,4757,4922
"TRIB3",1931.66666666667,1200.66666666667,731,4.68410543318723,0.609511805062631,-0.714273931563803,"1.0e-12","2.0e-08",9.36926981872407e-11,2.05187009030057e-08,1235,1155,1212,765,661,767
"ALAS1",4327,2548,1779,5.84419376804684,0.698164054016847,-0.518362015319285,"1.0e-12","2.0e-08",9.36926981872407e-11,2.0612393601193e-08,2535,2458,2651,1735,1849,1753
"ARHGAP28",8426.66666666667,3532.33333333333,4894.33333333333,6.80398349049522,1.38586955900458,0.470791474334282,"1.0e-12","2.0e-08",9.36926981872407e-11,2.07060862993802e-08,3484,3663,3450,4669,4984,5030
"NREP",13596.3333333333,5203.66666666667,8392.66666666667,7.49408439954677,1.61326297143358,0.689981625511677,"1.1e-12","2.1e-08",9.76128272062898e-11,2.16700476397963e-08,5518,5074,5019,7534,7957,9687
"AREG",248.666666666667,195,53.6666666666667,1.77013015148257,0.277540023263212,-1.84923226144337,"1.2e-12","2.3e-08",1.0528140213795e-10,2.34777526767628e-08,173,221,191,40,67,54
"GADD45B",2657.33333333333,1010.66666666667,1646.66666666667,5.1390431927889,1.62737776883446,0.702549187680518,"1.2e-12","2.4e-08",1.0994785521332e-10,2.46283195677838e-08,1105,1003,924,1668,1741,1531
"HMOX1",2256.66666666667,1366,890.666666666667,4.90709305539991,0.651523301021365,-0.618111318754214,"1.3e-12","2.6e-08",1.16394948162912e-10,2.61888633366552e-08,1330,1349,1419,931,867,874
"TBC1D8",1968,1214.66666666667,753.333333333333,4.71087216430273,0.621583301226509,-0.685980348479748,"1.3e-12","2.6e-08",1.1744505549408e-10,2.6542582541662e-08,1215,1211,1218,699,743,818
"E2F7",4182.66666666667,2459.33333333333,1723.33333333333,5.79535254140856,0.701244990200933,-0.512009535958214,"1.3e-12","2.6e-08",1.1744505549408e-10,2.66600275971561e-08,2439,2496,2443,1676,1680,1814
"C1QTNF6",11865.6666666667,4965,6900.66666666667,7.29759028376356,1.38924293325996,0.474298901669191,"1.4e-12","2.7e-08",1.2018573896924e-10,2.74023484849867e-08,5009,4887,4999,7189,7071,6442
"LMOD1",604,178,426,3.00219129655485,2.39261023415286,1.25858539518237,"1.6e-12","3.1e-08",1.34929706554855e-10,3.08989028010619e-08,204,163,167,382,446,450
"HERC6",7514.66666666667,4423,3091.66666666667,6.63953498005949,0.699213078603864,-0.516195924550467,"1.6e-12","3.1e-08",1.36490926297977e-10,3.13929130485347e-08,4158,4373,4738,3139,2979,3157
"CAPN6",4551,1803,2748,5.91525286981312,1.52376500748375,0.607640429945246,"1.7e-12","3.4e-08",1.49745116589597e-10,3.45911219321969e-08,1930,1671,1808,2563,2954,2727
"CNTNAP2",2119,810,1309,4.81279219750886,1.61714445179256,0.693448553627171,"1.8e-12","3.6e-08",1.57306332083325e-10,3.64950690433315e-08,733,838,859,1252,1351,1324
"SPARC",121026.666666667,51704,69322.6666666667,10.6478801402571,1.34072926745207,0.42301794422458,"2.0e-12","3.9e-08",1.69065714742005e-10,3.93923115348871e-08,52343,52414,50355,69292,71019,67657
"JADE2",2293.66666666667,1416.33333333333,877.333333333333,4.93020877930068,0.618877030361599,-0.692275317615208,"2.0e-12","3.9e-08",1.70703228253643e-10,3.99445554113524e-08,1335,1434,1480,963,849,820
"ADGRG1",5026.33333333333,2958,2068.33333333333,6.0599029739091,0.69868378469949,-0.517288436805914,"2.0e-12","4.0e-08",1.71209200991011e-10,4.02341622328875e-08,2966,2853,3055,2168,2085,1952
"RPL37",24623.3333333333,9513.66666666667,15109.6666666667,8.35061523015289,1.58796828233129,0.667182096750179,"2.6e-12","5.0e-08",2.16389045445356e-10,5.1067814725104e-08,9734,9886,8921,17426,14133,13770
