"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","a-1","a-2","a-3","b-1","b-2","b-3"
"RAB5B",9275.33333333333,5110,4165.33333333333,6.94865844108342,0.815090155017374,-0.294968453944791,"3.6e-05","3.3e-01",8.92621587555158e-05,0.548515965552645,4802,5302,5226,4125,3931,4440
"HYAL3",953,561.333333333333,391.666666666667,3.67170685951403,0.698407324501276,-0.5178594056705,"3.6e-05","3.3e-01",8.92953263488105e-05,0.548809075739789,578,523,583,399,391,385
"AGTRAP",5447.66666666667,2996.33333333333,2451.33333333333,6.18124482588487,0.818094373658155,-0.289660815833809,"3.6e-05","3.3e-01",8.93534501243303e-05,0.549255657914258,2958,3034,2997,2514,2557,2283
"PAFAH2",2828.66666666667,1244.33333333333,1584.33333333333,5.2366850498671,1.27332080164456,0.348595938984203,"3.6e-05","3.3e-01",8.94537346421778e-05,0.549961560580109,1194,1201,1338,1567,1542,1644
"SPATA6L",48,38,10,-0.530362679399988,0.264475861748075,-1.91879203880692,"3.6e-05","3.3e-01",9.02441613199409e-05,0.554911347956317,42,23,49,12,11,7
"RABL3",650.333333333333,242.333333333333,408,3.12322938041229,1.68347016608015,0.751438154412013,"3.6e-05","3.3e-01",9.02467825599084e-05,0.555017712743437,228,241,258,339,489,396
"USP53",532,343,189,2.83485368145052,0.551325441890521,-0.859023916200282,"3.7e-05","3.4e-01",9.13983308786239e-05,0.562191133234416,341,318,370,145,235,187
"ATG4C",281.666666666667,180,101.666666666667,1.92757581536231,0.565417499719937,-0.822611559492466,"3.7e-05","3.4e-01",9.15437009875904e-05,0.563176848475656,171,196,173,106,105,94
"CRYBG3",60,47,13,-0.222992669608412,0.283107082859369,-1.82058025140752,"3.7e-05","3.4e-01",9.19453031494015e-05,0.565739450278268,60,28,53,16,10,13
"GPN1",2265,980.666666666667,1284.33333333333,4.916898828701,1.30941279127986,0.388919977384026,"3.7e-05","3.4e-01",9.20978962096104e-05,0.566770453273942,921,1021,1000,1194,1342,1317
"TYMS",6690,3671.66666666667,3018.33333333333,6.47742285317595,0.822019473261137,-0.28275552379731,"3.7e-05","3.4e-01",9.22683295959648e-05,0.567911568663164,3710,3796,3509,3009,3171,2875
"AC068234.2",535.666666666667,206.666666666667,329,2.84419840100033,1.59022894278783,0.66923448302379,"3.8e-05","3.4e-01",9.34709837529714e-05,0.575407375983292,195,199,226,326,344,317
"GTF2E2",3887,1718,2169,5.69495531678258,1.26214606398114,0.335878878297857,"3.8e-05","3.5e-01",9.38364593794411e-05,0.577751080399219,1639,1711,1804,2038,2130,2339
"MRPL14",10309.3333333333,4650.66666666667,5658.66666666667,7.10109778420472,1.21676166480753,0.283046605460307,"3.8e-05","3.5e-01",9.39164762668472e-05,0.578337660851245,4678,4771,4503,5869,5896,5211
"NOXA1",97.3333333333333,67.6666666666667,29.6666666666667,0.428031610391943,0.439688098056947,-1.18544761420539,"3.8e-05","3.5e-01",9.41567666856994e-05,0.579911526017223,66,78,59,29,32,28
"ROBO1",449.333333333333,291,158.333333333333,2.59264612287397,0.544145647918032,-0.877935234946515,"3.8e-05","3.5e-01",9.44028321549797e-05,0.581521446074675,309,225,339,151,148,176
"BOLA1",525,186,339,2.81627675895844,1.8212120560197,0.86489891482241,"3.9e-05","3.5e-01",9.57516661839652e-05,0.58992601535941,224,157,177,385,355,277
"CBFA2T2",1395.66666666667,809,586.666666666667,4.21933009735333,0.725153881952822,-0.463640918831249,"3.9e-05","3.5e-01",9.57516661839652e-05,0.590021767025594,859,811,757,614,596,550
"SLC35G2",326.333333333333,211.333333333333,115,2.13643560811937,0.542777225496673,-0.881567907204138,"3.9e-05","3.5e-01",9.58468500301913e-05,0.590704136736069,185,210,239,124,126,95
"GLMN",665,408.333333333333,256.666666666667,3.15527117550947,0.629136675069317,-0.668554629412044,"3.9e-05","3.5e-01",9.63348979148987e-05,0.593808310747436,399,382,444,294,236,240
"PEX11A",966,387.333333333333,578.666666666667,3.69103410806208,1.49447321798137,0.579637043130641,"3.9e-05","3.6e-01",9.64031836098855e-05,0.594325626954944,396,376,390,663,544,529
"EBNA1BP2",34234.6666666667,18412,15822.6666666667,8.83220899081589,0.859368915327793,-0.218650501291335,"3.9e-05","3.6e-01",9.64624580628689e-05,0.594787516415649,18135,18610,18491,15441,15536,16491
"SMCO2",22.3333333333333,18.6666666666667,3.66666666666667,-1.51205436111159,0.201705357836136,-2.30967868857178,"3.9e-05","3.6e-01",9.65027332032411e-05,0.595132355664388,13,23,20,3,6,2
"HCN2",643.333333333333,249.666666666667,393.666666666667,3.10834933067098,1.57538349265442,0.655703063917568,"3.9e-05","3.6e-01",9.69896253834791e-05,0.598232009365299,223,241,285,406,381,394
"NDUFAF1",2956.33333333333,1296.33333333333,1660,5.30044365803834,1.28104798151552,0.357324512680424,"3.9e-05","3.6e-01",9.73639887637452e-05,0.600638446683544,1251,1277,1361,1768,1534,1678
"SLC45A3",463.333333333333,297,166.333333333333,2.63790799542407,0.561190318076762,-0.833437975778327,"3.9e-05","3.6e-01",9.76198894290893e-05,0.602314717777481,306,266,319,201,162,136
"RNF135",1757.66666666667,750.666666666667,1007,4.5511770573207,1.34133239951902,0.423666800041263,"3.9e-05","3.6e-01",9.76198894290893e-05,0.60241233766691,768,706,778,1006,1071,944
"DICER1-AS1",35,7.66666666666667,27.3333333333333,-0.946933913854658,3.49689865642108,1.80607598591343,"4.0e-05","3.6e-01",9.81803240933932e-05,0.605968960304422,9,6,8,33,23,26
"AP001056.2",16.6666666666667,14.3333333333333,2.33333333333333,-1.86105519752214,0.169496689491738,-2.56067099910978,"4.0e-05","3.6e-01",9.87641227310003e-05,0.609670929618465,16,15,12,0,3,4
"GRK5",4756.66666666667,2610,2146.66666666667,5.98583907113257,0.822600783189988,-0.281735649472877,"4.0e-05","3.6e-01",9.89211368619674e-05,0.610739098985787,2560,2679,2591,2090,2095,2255
"JTB",13910,7663,6247,7.53315192596904,0.815162120035777,-0.294841082768165,"4.0e-05","3.7e-01",9.95606269403647e-05,0.614786871356752,7848,7514,7627,6524,6591,5626
"ZNF607",272.666666666667,91.6666666666667,181,1.88047791280653,1.9747343259198,0.981658571031567,"4.0e-05","3.7e-01",9.95646032434811e-05,0.614910989631739,89,113,73,158,205,180
"JOSD2",1473,598.666666666667,874.333333333333,4.29691668717837,1.46050594959736,0.546468235220928,"4.0e-05","3.7e-01",9.95813720124224e-05,0.615114134920733,551,652,593,936,941,746
"BSPRY",123.666666666667,36.3333333333333,87.3333333333333,0.761256625819717,2.40305019054109,1.26486678117213,"4.0e-05","3.7e-01",0.000100148969058477,0.618720330843274,47,36,26,97,93,72
"STEAP1",709.666666666667,426.666666666667,283,3.24758855205407,0.663082502667586,-0.592739709037755,"4.0e-05","3.7e-01",0.000100191594882311,0.619083864777801,390,439,451,287,273,289
"UFM1",3195.66666666667,1767.66666666667,1428,5.41265422597569,0.807807259969619,-0.307916982920267,"4.0e-05","3.7e-01",0.000100298261236783,0.619843254443319,1774,1734,1795,1421,1493,1370
"TAB2",1346.33333333333,791.666666666667,554.666666666667,4.16837950503623,0.701104079326935,-0.512299465796977,"4.0e-05","3.7e-01",0.000100362873014668,0.620342918103665,705,839,831,571,507,586
"BEST1",9095.66666666667,8500.66666666667,595,6.92072153929725,0.0700505531147263,-3.83545974764508,"4.1e-05","3.7e-01",0.000101075808589058,0.624850648697556,425,6328,18749,309,839,637
"C2CD2L",1722.33333333333,991,731.333333333333,4.52232129514927,0.738078190590615,-0.43815443415463,"4.1e-05","3.7e-01",0.000101102552090007,0.625117079572512,954,986,1033,693,805,696
"PLCG2",751.666666666667,297,454.666666666667,3.33071078408695,1.53137023636096,0.614823122542429,"4.1e-05","3.7e-01",0.000101282953367316,0.626333783623482,293,286,312,452,506,406
"CST2",17.3333333333333,15.3333333333333,2,-1.8158689546266,0.136839309456062,-2.8694453660462,"4.1e-05","3.8e-01",0.000101786330964305,0.629548457014225,15,14,17,0,0,6
"ASF1A",2600,1451.33333333333,1148.66666666667,5.1154392160151,0.791175185250798,-0.337930917371018,"4.1e-05","3.8e-01",0.000102367661457375,0.63324635377532,1425,1424,1505,1123,1115,1208
"RNF10",10759.6666666667,5818.33333333333,4941.33333333333,7.16273240521821,0.849248548829363,-0.235741247015115,"4.2e-05","3.8e-01",0.000103015023305009,0.63735394918809,5722,6043,5690,4886,4912,5026
"ZBTB11",499.333333333333,310,189.333333333333,2.74304730242748,0.610435139266127,-0.712090082607061,"4.2e-05","3.8e-01",0.000103292809144755,0.639175902987742,301,285,344,189,176,203
"LRIG2",517.333333333333,170.666666666667,346.666666666667,2.79545060179159,2.03394671453924,1.02428188387734,"4.2e-05","3.8e-01",0.000103292809144755,0.639279195796887,125,238,149,307,354,379
"MAST1",357.333333333333,228,129.333333333333,2.26557854803442,0.567834769557017,-0.816456904275745,"4.2e-05","3.8e-01",0.00010329435394116,0.639392050895779,221,255,208,119,121,148
"ANTKMT",1484.33333333333,883,601.333333333333,4.30807718490708,0.681113189709653,-0.554033524750874,"4.2e-05","3.8e-01",0.000103295113377444,0.639500046919759,892,946,811,636,664,504
"LINC02236",35.3333333333333,28,7.33333333333333,-0.945396268613446,0.267174574158039,-1.90414537555396,"4.2e-05","3.8e-01",0.000103493035041698,0.640828872978197,26,31,27,10,9,3
"AL032819.1",12.6666666666667,1.33333333333333,11.3333333333333,-2.17202702003785,7.80758075305696,2.9648755859791,"4.2e-05","3.8e-01",0.000103716967487589,0.642319179650641,4,0,0,11,12,11
"MYOZ3",176.666666666667,129,47.6666666666667,1.26604109455606,0.369626951834522,-1.43585813829475,"4.2e-05","3.8e-01",0.00010383724858528,0.643167917737227,140,147,100,53,65,25
"FAM92A",194.333333333333,128.666666666667,65.6666666666667,1.39993516221984,0.511179413458719,-0.968098358561489,"4.2e-05","3.8e-01",0.000104074253735449,0.644740001891105,124,129,133,80,56,61
"UBE3B",1549,898.666666666667,650.333333333333,4.36968225748652,0.723904109449908,-0.466129488715905,"4.2e-05","3.9e-01",0.000104324377509025,0.646393843045921,816,923,957,698,626,627
"TGFB3",74,52.3333333333333,21.6666666666667,0.0544935580019151,0.413513169782679,-1.27399481705648,"4.2e-05","3.9e-01",0.000104560336232478,0.647960403632667,50,52,55,24,23,18
"IPO9",5211,2361,2850,6.1173141794753,1.20697122361533,0.27139128003464,"4.2e-05","3.9e-01",0.000104957964329861,0.650529462916478,2278,2405,2400,2814,2784,2952
"LINC-PINT",953.333333333333,570.666666666667,382.666666666667,3.67204883640016,0.671021144784242,-0.575569866472743,"4.2e-05","3.9e-01",0.000104958392625923,0.650637075888095,511,578,623,404,348,396
"ADAM8",215.666666666667,152.666666666667,63,1.55001901666692,0.412909914945489,-1.2761010334308,"4.3e-05","3.9e-01",0.000105346956738587,0.653151131779241,145,148,165,85,69,35
"CFAP45",319.333333333333,105,214.333333333333,2.10501298511227,2.03929106965403,1.02806770707442,"4.3e-05","3.9e-01",0.000105409103078612,0.653641848190473,112,96,107,176,181,286
"SELENBP1",235,150.666666666667,84.3333333333333,1.66660075083573,0.559714979206454,-0.837235736938158,"4.3e-05","3.9e-01",0.000105487723079143,0.654234858536847,159,144,149,85,85,83
"ELOC",6390,2847,3543,6.41130153934544,1.24455867001349,0.315634242325696,"4.3e-05","3.9e-01",0.000105918645349054,0.657013357100183,3079,2726,2736,3330,3587,3712
"MYSM1",298.333333333333,190.333333333333,108,2.01050546686592,0.569954679549965,-0.811080888220447,"4.3e-05","3.9e-01",0.000106105748035695,0.658280060813453,173,198,200,102,103,119
"ZNF398",605.666666666667,236.666666666667,369,3.02089255772136,1.5586902419802,0.640334250190358,"4.3e-05","3.9e-01",0.000106442721696133,0.660477088124502,211,251,248,353,376,378
"OTUD6B",452.333333333333,284,168.333333333333,2.60312272636537,0.593567469748155,-0.752516067145318,"4.3e-05","3.9e-01",0.000106555087672724,0.661280874096928,305,306,241,170,161,174
"TIMP3",185.666666666667,134,51.6666666666667,1.33429610430333,0.385681494446567,-1.37451816984539,"4.3e-05","4.0e-01",0.000107098197985455,0.664758514895718,109,181,112,61,62,32
"ATP5MF",6969.33333333333,3006.33333333333,3963,6.53648031887738,1.31835708614654,0.398741187218719,"4.3e-05","4.0e-01",0.000107184473178124,0.665401209489797,3297,2925,2797,3464,4126,4299
"MANSC1",858.666666666667,517,341.666666666667,3.5216181038966,0.661381509337365,-0.596445383135455,"4.4e-05","4.0e-01",0.000108069504438653,0.671003553059598,530,492,529,369,363,293
"GFM1",1521.66666666667,883.333333333333,638.333333333333,4.34384502891816,0.722831792434193,-0.468268132986939,"4.4e-05","4.0e-01",0.000108120841194738,0.671430423819323,973,816,861,676,620,619
"MRPL52",2845.66666666667,1265.33333333333,1580.33333333333,5.24536991186416,1.24904188399997,0.320821855509446,"4.4e-05","4.0e-01",0.00010828121873806,0.67253464958209,1315,1246,1235,1518,1619,1604
"DERL3",41.3333333333333,9.66666666666667,31.6666666666667,-0.72942327172781,3.23076940269653,1.69187778141154,"4.4e-05","4.0e-01",0.000108580850736271,0.674504244773714,10,6,13,32,29,34
"PRSS51",67.3333333333333,53.6666666666667,13.6666666666667,-0.0745977694106588,0.255730652791499,-1.96730299735106,"4.4e-05","4.0e-01",0.000108638732085455,0.674972442446932,39,70,52,8,9,24
"SLC35F5",4898.33333333333,2693,2205.33333333333,6.02815405794502,0.819046368886407,-0.287982965037159,"4.4e-05","4.0e-01",0.000108638732085455,0.675081081179017,2642,2748,2689,2278,2065,2273
"NOP10",25798.3333333333,13895.3333333333,11903,8.42407832110888,0.856600439263732,-0.223305677845839,"4.4e-05","4.0e-01",0.000108638732085455,0.675189719911103,14317,13851,13518,11505,11927,12277
"AKAP13",2361.33333333333,1034,1327.33333333333,4.97667087118027,1.28380971871301,0.360431387653289,"4.4e-05","4.0e-01",0.000109008347522795,0.677595888201696,1021,1024,1057,1302,1261,1419
"LPXN",214.666666666667,144.333333333333,70.3333333333333,1.5406224893534,0.48852278612516,-1.03350223962697,"4.4e-05","4.0e-01",0.000109008347522795,0.677704896549219,161,159,113,82,69,60
"HELB",163,109.666666666667,53.3333333333333,1.15037384135826,0.485858068945678,-1.04139316610463,"4.4e-05","4.0e-01",0.000109175237253955,0.678851625245095,121,87,121,56,54,50
"LAMTOR5",8357.33333333333,3713.66666666667,4643.66666666667,6.79838849938639,1.25048717377762,0.322490259900079,"4.5e-05","4.1e-01",0.000110060110042535,0.684463824354526,3890,3622,3629,4904,4862,4165
"KIF21B",180,118.666666666667,61.3333333333333,1.29018594071867,0.515044389032771,-0.95723131875124,"4.5e-05","4.1e-01",0.000110141111077331,0.685077710901002,127,121,108,68,52,64
"PIN4",2519.33333333333,1041.33333333333,1478,5.06984439239313,1.41949386829782,0.505376617152881,"4.5e-05","4.1e-01",0.000110726779387309,0.688831294568452,1125,964,1035,1228,1569,1637
"ZYG11B",550.666666666667,340,210.666666666667,2.88483436898664,0.620468568117518,-0.688569967157927,"4.5e-05","4.1e-01",0.000111286507738745,0.692424651150469,330,333,357,190,201,241
"TIGD6",733,288.333333333333,444.666666666667,3.2943955583603,1.54226657055155,0.625052147078365,"4.5e-05","4.1e-01",0.000111744092753639,0.695383489205896,311,294,260,403,447,484
"CES4A",121,87.6666666666667,33.3333333333333,0.73754274893497,0.380918065333174,-1.39244738443807,"4.5e-05","4.1e-01",0.000111826382262607,0.696007403202465,93,71,99,47,21,32
"HK2",8712.66666666667,3958,4754.66666666667,6.85846657229263,1.20125842515438,0.264546549530403,"4.6e-05","4.2e-01",0.00011260157021182,0.700944774568579,3755,4018,4101,4930,4760,4574
"FAM53B",1360,799.666666666667,560.333333333333,4.18202647823733,0.701115880619304,-0.512275181923597,"4.6e-05","4.2e-01",0.00011260157021182,0.70105737613879,809,862,728,620,545,516
"ZNF800",382,243.666666666667,138.333333333333,2.36073761299767,0.567557978629722,-0.817160317093417,"4.6e-05","4.2e-01",0.000112865562870313,0.702813859993439,211,266,254,118,146,151
"SPAG5",928,369.333333333333,558.666666666667,3.63308149279758,1.51233429272939,0.596777074186031,"4.6e-05","4.2e-01",0.000113537532880233,0.707111754778091,401,395,312,567,527,582
"CTH",883.666666666667,352,531.666666666667,3.56284411924153,1.50947054469074,0.594042604852058,"4.6e-05","4.2e-01",0.00011404638737716,0.710394946972332,395,308,353,560,537,498
"SMARCA2",173,113.333333333333,59.6666666666667,1.2346352215688,0.526509474598762,-0.92546860193901,"4.6e-05","4.2e-01",0.000114220409002954,0.711593148088404,116,104,120,56,63,60
"PAPSS1",1183.66666666667,712,471.666666666667,3.98241850216016,0.662343375724257,-0.594348753954786,"4.7e-05","4.2e-01",0.000114517923968644,0.71356118424862,676,710,750,505,526,384
"TMEM203",2989.66666666667,1306.66666666667,1683,5.31661608882058,1.28830866187016,0.365478285688953,"4.7e-05","4.2e-01",0.000114591333270848,0.714133188943922,1289,1370,1261,1776,1748,1525
"ZNF674",583.333333333333,204.333333333333,379,2.96660424257447,1.8539048642244,0.890567211906674,"4.7e-05","4.2e-01",0.000114630862037809,0.714494163081665,173,170,270,334,412,391
"USP21",3241.33333333333,1443.33333333333,1798,5.43324339670309,1.24565438266691,0.316903835954755,"4.7e-05","4.2e-01",0.000114630862037809,0.714608793943703,1435,1444,1451,1855,1677,1862
"SMC6",179.666666666667,119,60.6666666666667,1.28697070267284,0.507820032479672,-0.977610787359538,"4.7e-05","4.2e-01",0.000114658317800034,0.714894611483211,123,120,114,73,50,59
"HRH2",14.6666666666667,13,1.66666666666667,-2.00848111207079,0.13585266951585,-2.87988517997569,"4.7e-05","4.3e-01",0.000115729397266877,0.721688521356245,12,15,12,0,0,5
"ZNF622",7645,3509.33333333333,4135.66666666667,6.6698940684513,1.17847058502158,0.236915748937582,"4.7e-05","4.3e-01",0.000116605509394638,0.727268562094358,3476,3507,3545,4065,4136,4206
"LYRM1",1303,534.333333333333,768.666666666667,4.12055486200202,1.43746882633077,0.523530669388721,"4.8e-05","4.3e-01",0.000117240425180053,0.731345772273173,506,486,611,740,813,753
"CDK6",972.333333333333,402.333333333333,570,3.70084971741809,1.41666380105333,0.502497422263067,"4.8e-05","4.3e-01",0.000117558502128342,0.733447494778726,397,390,420,542,576,592
"RRS1-AS1",18,2.33333333333333,15.6666666666667,-1.79305100447585,6.25877196691917,2.64587961386161,"4.8e-05","4.4e-01",0.000117732011758168,0.734647753370966,5,2,0,11,18,18
"DGCR8",1949.33333333333,1110.33333333333,839,4.70042472261634,0.755675547043663,-0.404161155605525,"4.8e-05","4.4e-01",0.000117769703622716,0.735000720309369,1142,1069,1120,777,906,834
"PDK1",451.333333333333,278.333333333333,173,2.59911102745595,0.622874372534375,-0.682986879307074,"4.8e-05","4.4e-01",0.000117924285431325,0.73608338966233,288,273,274,174,162,183
"CDK1",4905,2699.33333333333,2205.66666666667,6.03006789750043,0.817203689300163,-0.291232377694544,"4.8e-05","4.4e-01",0.000118307830240803,0.738595784193333,2746,2555,2797,2301,2193,2123
"RIN2",1129.33333333333,654.666666666667,474.666666666667,3.91505381441789,0.724832657168085,-0.464280137746775,"4.8e-05","4.4e-01",0.000118539876290103,0.740162987555402,634,665,665,460,495,469
"AL121594.1",589.666666666667,561.333333333333,28.3333333333333,2.97953872027903,0.0505781595906393,-4.30534164778671,"4.8e-05","4.4e-01",0.000118779406849895,0.741777395777593,1076,70,538,72,5,8
"MRPL38",4651.66666666667,2077.33333333333,2574.33333333333,5.95360200177123,1.23915597592611,0.309357794849145,"4.8e-05","4.4e-01",0.000118904007785792,0.742674432630057,2108,2161,1963,2686,2627,2410
"SURF2",922,366.333333333333,555.666666666667,3.6237279166707,1.51807800938252,0.602245928340738,"4.9e-05","4.4e-01",0.000118952183749923,0.743094291885771,414,377,308,555,536,576
"AC022007.1",159,53,106,1.12162797748295,1.99835670279128,0.99881412437987,"4.9e-05","4.4e-01",0.000119008119251945,0.743562729086153,51,51,57,109,90,119
