"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","a-1","a-2","a-3","b-1","b-2","b-3"
"CYB561D2",2089.33333333333,979.666666666667,1109.66666666667,4.80027463555036,1.13258296274733,0.179616732885507,"1.0e-01","1.0e+00",0.149189541866187,1603.93676460338,953,1028,958,1151,1213,965
"NUDT4P2",168,55.6666666666667,112.333333333333,1.19309782556587,2.00742033505505,1.00534273518889,"1.0e-01","1.0e+00",0.149276763192391,1605.02375784459,105,9,53,102,147,88
"TOMM40P4",73.3333333333333,30,43.3333333333333,0.030586761768108,1.44269037385615,0.528761705904531,"1.0e-01","1.0e+00",0.149484309824742,1607.40478354545,33,33,24,38,52,40
"AC136604.3",77,45,32,0.109430235484592,0.70948886841697,-0.49514804570459,"1.1e-01","1.0e+00",0.149751407056897,1610.42663148988,44,48,43,32,38,26
"DUT",6896.33333333333,3311,3585.33333333333,6.52126620512903,1.08289177591197,0.114889067362797,"1.1e-01","1.0e+00",0.149771612556538,1610.79369304557,3312,3298,3323,3711,3753,3292
"SETSIP",24.3333333333333,8.33333333333333,16,-1.39134387344007,1.92924216442317,0.948034246282041,"1.1e-01","1.0e+00",0.150082861183722,1614.29125489211,5,11,9,17,6,25
"JMY",186.666666666667,80.3333333333333,106.333333333333,1.34325128489483,1.3226608052817,0.403443131699879,"1.1e-01","1.0e+00",0.150177779633546,1615.46237551805,87,93,61,115,96,108
"RPL3P4",644,261.333333333333,382.666666666667,3.10698033619113,1.46326396717553,0.549190049574433,"1.1e-01","1.0e+00",0.150185934393636,1615.70028220674,359,205,220,215,375,558
"ZBTB26",201,88,113,1.45006264220049,1.28945331559149,0.366759541577034,"1.1e-01","1.0e+00",0.150185934393636,1615.85046814113,91,78,95,108,102,129
"NEURL1",64.6666666666667,25,39.6666666666667,-0.141340081057288,1.58972351599675,0.668775874449843,"1.1e-01","1.0e+00",0.150185934393636,1616.00065407553,30,28,17,31,57,31
"AC073861.1",1268.66666666667,592.666666666667,676,4.08243053904753,1.1404401653084,0.189590755744891,"1.1e-01","1.0e+00",0.1502770279825,1617.13109811968,621,576,581,680,727,621
"PHLDB3",748.333333333333,403.333333333333,345,3.32379965229906,0.85574740948564,-0.224743074964989,"1.1e-01","1.0e+00",0.150287201019269,1617.39085736938,434,379,397,338,355,342
"AC091729.3",325.666666666667,181,144.666666666667,2.13311874654976,0.799608748433616,-0.322633838346656,"1.1e-01","1.0e+00",0.150287201019269,1617.5411445704,153,205,185,148,144,142
"MXRA7",4665.33333333333,2419.66666666667,2245.66666666667,5.95794129274722,0.928159747458311,-0.107554962991732,"1.1e-01","1.0e+00",0.1503750878152,1618.63744524281,2425,2338,2496,2246,2201,2290
"DEPDC1B",505.666666666667,227.666666666667,278,2.76247971418853,1.22129500333774,0.28841172485154,"1.1e-01","1.0e+00",0.150408519778437,1619.14771541487,254,190,239,277,283,274
"AL162731.1",33,11.3333333333333,21.6666666666667,-1.01002984865228,1.89904009429898,0.925270365327155,"1.1e-01","1.0e+00",0.150547060196158,1620.78965007184,16,14,4,34,14,17
"SRGAP2B",356.333333333333,159.666666666667,196.666666666667,2.26337199336535,1.22989586366197,0.298536166508724,"1.1e-01","1.0e+00",0.150784461549097,1623.49629749913,147,161,171,180,202,208
"NCOA1",181.666666666667,105.666666666667,76,1.30404450874444,0.72210070399974,-0.469728045822237,"1.1e-01","1.0e+00",0.150889256402264,1624.77551293958,115,112,90,103,54,71
"REPS2",47.3333333333333,29,18.3333333333333,-0.566960969489524,0.629574721312034,-0.667550479978939,"1.1e-01","1.0e+00",0.150954088309114,1625.62457700085,29,27,31,10,23,22
"RBFA",7510.66666666667,3880.66666666667,3630,6.64426766356603,0.935433230614283,-0.0962934144832182,"1.1e-01","1.0e+00",0.150987859288876,1626.13924454119,3982,3804,3856,3683,3645,3562
"TMEM151B",117.333333333333,68.3333333333333,49,0.692062993990832,0.715227087180832,-0.483526719381996,"1.1e-01","1.0e+00",0.150987859288876,1626.29023240048,59,82,64,39,45,63
"RPS6KL1",278.666666666667,119,159.666666666667,1.90977779385244,1.34212789466017,0.424522156039106,"1.1e-01","1.0e+00",0.151003256011243,1626.60707375311,110,123,124,115,214,150
"AZI2",2162.66666666667,1009,1153.66666666667,4.85037910991777,1.1440266241784,0.194120627398812,"1.1e-01","1.0e+00",0.151003256011243,1626.75807700913,1055,926,1046,1157,996,1308
"POLG",9934.33333333333,5144.66666666667,4789.66666666667,7.04770041167233,0.931034581623195,-0.10309333976739,"1.1e-01","1.0e+00",0.151064264212279,1627.56638262309,5034,5147,5253,5052,4797,4520
"AL031985.3",203,115,88,1.46165361071219,0.762687129404786,-0.390836740875688,"1.1e-01","1.0e+00",0.151142146524154,1628.55662879775,90,139,116,89,86,89
"LENG8-AS1",147.333333333333,84.6666666666667,62.6666666666667,1.00635753419922,0.737842062018212,-0.438616060076115,"1.1e-01","1.0e+00",0.151271483795265,1630.10150937777,95,78,81,54,81,53
"AC131235.3",34,13,21,-0.983112066008809,1.6045853372482,0.682200519037531,"1.1e-01","1.0e+00",0.151483328661604,1632.53583298611,13,10,16,16,21,26
"SETDB1",2591.66666666667,1219.33333333333,1372.33333333333,5.11071824402228,1.12595161926372,0.171144837944023,"1.1e-01","1.0e+00",0.151688980042601,1634.90382689915,1250,1110,1298,1508,1229,1380
"SPAG5-AS1",45,27.6666666666667,17.3333333333333,-0.625999401993851,0.633223684089231,-0.659212878137673,"1.1e-01","1.0e+00",0.151724809585159,1635.44172251843,29,23,31,13,14,25
"IL17RD",114.666666666667,67,47.6666666666667,0.65683348154586,0.70691110560637,-0.500399288005596,"1.1e-01","1.0e+00",0.1519824024217,1638.37029810593,61,67,73,44,65,34
"ALDH1L2",183.333333333333,105.666666666667,77.6666666666667,1.3163100632872,0.733751966468587,-0.446635630210599,"1.1e-01","1.0e+00",0.152044538053627,1639.19216475615,122,77,118,69,69,95
"ALOX12",100.666666666667,57.6666666666667,43,0.474616292064959,0.738339836208838,-0.437643095451118,"1.1e-01","1.0e+00",0.152118780561742,1640.1446920167,53,63,57,39,49,41
"ZDHHC24",2058,1085.66666666667,972.333333333333,4.77852104248995,0.896053213804045,-0.158343682904088,"1.1e-01","1.0e+00",0.152391147047544,1643.23373861367,1141,1098,1018,989,1024,904
"AURKAIP1",10741,5177.33333333333,5563.66666666667,7.16024318459271,1.07458783828792,0.103783415462722,"1.1e-01","1.0e+00",0.152946332786684,1649.3732527716,5058,5434,5040,5661,5764,5266
"AC139530.1",58,21.6666666666667,36.3333333333333,-0.283194964818269,1.69820096460657,0.764007197103824,"1.1e-01","1.0e+00",0.153204131447511,1652.30655766141,23,23,19,16,38,55
"HCFC2",151.666666666667,86,65.6666666666667,1.05174079858891,0.762065419658922,-0.392013243407182,"1.1e-01","1.0e+00",0.153458243238034,1655.20061156544,82,79,97,57,71,69
"ATG9B",129.666666666667,74.6666666666667,55,0.830974544192551,0.739159684082368,-0.436042024768421,"1.1e-01","1.0e+00",0.153575860734304,1656.62280974093,76,84,64,60,43,62
"MMP24OS",1889.66666666667,895,994.666666666667,4.65574311858682,1.11150979155982,0.152520657472037,"1.1e-01","1.0e+00",0.153888715651263,1660.15146444583,934,882,869,982,1046,956
"LINC00525",25.6666666666667,16.6666666666667,9,-1.3555342378485,0.550068097091757,-0.862317863058824,"1.1e-01","1.0e+00",0.153925210014518,1660.69909084663,27,10,13,7,8,12
"AC099489.1",47.6666666666667,30,17.6666666666667,-0.539701337266302,0.589769626588757,-0.761776570043019,"1.1e-01","1.0e+00",0.153948788439494,1661.10742726214,19,47,24,18,23,12
"AC079354.1",17.3333333333333,5.66666666666667,11.6666666666667,-1.81699206660822,2.03434260729891,1.02456266652465,"1.1e-01","1.0e+00",0.154152548027989,1663.46014577003,0,8,9,13,10,12
"CHD7",331.666666666667,142.333333333333,189.333333333333,2.15981827419796,1.32990314609472,0.411321181262662,"1.1e-01","1.0e+00",0.154252143967266,1664.68913769474,120,133,174,136,224,208
"AC090498.1",278.666666666667,117.666666666667,161,1.91085739501466,1.36957789348523,0.45373132033255,"1.1e-01","1.0e+00",0.154519419084544,1667.72809017949,130,140,83,184,184,115
"ENAH",4056.66666666667,1950.66666666667,2106,5.75639010244073,1.0793608735218,0.110177296148257,"1.1e-01","1.0e+00",0.154754593917343,1670.4210867438,1972,1882,1998,2053,2160,2105
"TMLHE",1281.66666666667,684.333333333333,597.333333333333,4.09686959545477,0.873473834493908,-0.195163608014671,"1.1e-01","1.0e+00",0.154754593917343,1670.57584133772,723,669,661,569,558,665
"REST",540,296.666666666667,243.333333333333,2.85618763749822,0.820257772258963,-0.285850735986595,"1.1e-01","1.0e+00",0.154811110959951,1671.34075392363,335,267,288,276,225,229
"DGAT1",2047.33333333333,1080.66666666667,966.666666666667,4.77106141225912,0.894818830122062,-0.160332478814558,"1.1e-01","1.0e+00",0.154988784463487,1673.41390585227,1014,1060,1168,920,1026,954
"KIN",834.666666666667,376,458.666666666667,3.48018398748856,1.22044325595228,0.28740521911797,"1.1e-01","1.0e+00",0.155117574707318,1674.95957168962,464,338,326,412,450,514
"FAM162A",3995.66666666667,2072.66666666667,1923,5.73474211210719,0.927992505301663,-0.107814941051526,"1.1e-01","1.0e+00",0.155319344761513,1677.29360407958,2117,2077,2024,1916,1886,1967
"ELMO3",114,65.3333333333333,48.6666666666667,0.651082988883923,0.74943340800606,-0.416127803782406,"1.1e-01","1.0e+00",0.155358354029141,1677.87022351472,68,62,66,53,41,52
"RPS20P14",128.666666666667,53.3333333333333,75.3333333333333,0.820874743766856,1.40198411191219,0.487469999993773,"1.1e-01","1.0e+00",0.155375644430103,1678.21233548955,58,68,34,73,71,82
"UBA52",29412,15235.3333333333,14176.6666666667,8.61318702778965,0.930495049560312,-0.103929620039568,"1.1e-01","1.0e+00",0.155413866231615,1678.7805830339,16057,15340,14309,13483,14100,14947
"AP001000.1",1042.66666666667,562,480.666666666667,3.800530585142,0.856410119456386,-0.22362625198588,"1.1e-01","1.0e+00",0.155413866231615,1678.93599690013,583,524,579,545,422,475
"SNHG25",22,7.66666666666667,14.3333333333333,-1.51266077621172,1.87368838061046,0.905881033503638,"1.1e-01","1.0e+00",0.155467863625302,1679.67479860776,14,4,5,18,10,15
"AL669918.1",1683.33333333333,954.666666666667,728.666666666667,4.48940769606024,0.763103685640261,-0.390049000349037,"1.1e-01","1.0e+00",0.155549558949051,1680.71298444449,877,862,1125,793,953,440
"GTPBP2",13809.3333333333,7127,6682.33333333333,7.52264795048547,0.937647605580064,-0.0928822757769962,"1.1e-01","1.0e+00",0.155618081849524,1681.60899246596,7260,7021,7100,7023,6583,6441
"ZC3H13",369.333333333333,163.333333333333,206,2.31265872013147,1.25778714911615,0.330887800678211,"1.1e-01","1.0e+00",0.155619646784788,1681.7815228032,137,181,172,183,239,196
"AC000089.1",76.3333333333333,32,44.3333333333333,0.096900202398641,1.3786743597938,0.463281735322449,"1.1e-01","1.0e+00",0.155716306968293,1682.98184571331,32,31,33,43,47,43
"AL162231.4",114,46.6666666666667,67.3333333333333,0.653554842289333,1.44115129012523,0.527221795648954,"1.1e-01","1.0e+00",0.155721442466112,1683.19307161621,31,65,44,78,60,64
"LPIN2",975.333333333333,523.333333333333,452,3.70449435400074,0.86357890970422,-0.211600084547639,"1.1e-01","1.0e+00",0.155850377651376,1684.74258241137,477,518,575,430,470,456
"AKIRIN1",13116.3333333333,6758.33333333333,6358,7.44840406173758,0.940741647477158,-0.0881295197324222,"1.1e-01","1.0e+00",0.155887622648633,1685.30108845438,6768,6562,6945,6247,6354,6473
"RCN1P2",34,12.6666666666667,21.3333333333333,-0.982629731807438,1.67176648220521,0.741373341143255,"1.1e-01","1.0e+00",0.155891161024722,1685.49523299929,14,13,11,23,29,12
"AC006486.1",3166.66666666667,1655,1511.66666666667,5.39940533927834,0.9135089519482,-0.13050922824807,"1.1e-01","1.0e+00",0.155999830436684,1686.82616651186,1676,1746,1543,1558,1452,1525
"NTAN1",7964,3849.33333333333,4114.66666666667,6.7288791633924,1.06893074981424,0.096168391752768,"1.1e-01","1.0e+00",0.156236908222258,1689.5459255155,3794,3916,3838,4144,3969,4231
"SNORD38A",19,7,12,-1.68735688893484,1.73610230249937,0.795851963312291,"1.1e-01","1.0e+00",0.156260157941824,1689.95360814082,7,8,6,15,10,11
"YWHAG",4992.66666666667,2406.33333333333,2586.33333333333,6.05570744158433,1.07497156805223,0.104298502444964,"1.1e-01","1.0e+00",0.156397053997517,1691.59053603715,2355,2435,2429,2495,2614,2650
"UCN2",48.6666666666667,37.3333333333333,11.3333333333333,-0.528428295603799,0.298392002590511,-1.74471922543907,"1.1e-01","1.0e+00",0.156554545852143,1693.45052248264,66,0,46,13,18,3
"ZNF670-ZNF695",35.3333333333333,13,22.3333333333333,-0.932495642457346,1.71177063509793,0.775489403973213,"1.1e-01","1.0e+00",0.156683331908333,1695.00028458435,13,11,15,21,34,12
"SINHCAFP2",53,31.6666666666667,21.3333333333333,-0.397381918404529,0.674053592234602,-0.569064794018266,"1.1e-01","1.0e+00",0.156691515616038,1695.24550744992,30,32,33,16,27,21
"AC104393.1",28.3333333333333,18,10.3333333333333,-1.20131336452596,0.589729136547465,-0.761875620222005,"1.1e-01","1.0e+00",0.156691515616038,1695.40219896553,21,20,13,15,9,7
"XPO7",934.333333333333,427.333333333333,507,3.64270413033437,1.1867292398282,0.246990812051839,"1.1e-01","1.0e+00",0.156862400527875,1697.40803611213,478,345,459,512,500,509
"RHOT2",6406.66666666667,3327,3079.66666666667,6.41518561561884,0.925853367544432,-0.111144370805132,"1.1e-01","1.0e+00",0.156884621291843,1697.80537162032,3306,3448,3227,3254,3082,2903
"TGIF1",37480.3333333333,18209.3333333333,19271,8.96287006931324,1.05827655136291,0.0817166852441599,"1.1e-01","1.0e+00",0.157052071187633,1699.77456646375,17845,18313,18470,19699,19341,18773
"AC015813.5",37.3333333333333,11.6666666666667,25.6666666666667,-0.871583114795445,2.18685387303902,1.12885682181022,"1.1e-01","1.0e+00",0.157058951259884,1700.00608843699,5,13,17,5,38,34
"DNMT3A",846.333333333333,456.333333333333,390,3.50038795627963,0.854973236048253,-0.226048836087433,"1.1e-01","1.0e+00",0.157234417442162,1702.0625688114,506,425,438,379,371,420
"AC004012.1",39.6666666666667,15.3333333333333,24.3333333333333,-0.783998585802964,1.56887888652866,0.649733984206164,"1.1e-01","1.0e+00",0.157730583257028,1707.59129434058,14,18,14,31,18,24
"PDCD2L",3416.33333333333,1640.66666666667,1775.66666666667,5.50882552705126,1.082047483968,0.113763810978053,"1.1e-01","1.0e+00",0.157732292601938,1707.76753200118,1587,1699,1636,1755,1796,1776
"RIPK4",11205,5771.33333333333,5433.66666666667,7.22124257820007,0.941557460571661,-0.0868789537895325,"1.1e-01","1.0e+00",0.157837697451726,1709.06658800729,5786,5754,5774,5299,5499,5503
"JOSD1",18356.6666666667,8906.33333333333,9450.33333333333,7.93321481746094,1.06104107392534,0.0854805054528958,"1.1e-01","1.0e+00",0.157878769067585,1709.66919023288,8740,8770,9209,9643,9436,9272
"SLC35A3",803.333333333333,432.333333333333,371,3.42600547533791,0.85806122721974,-0.22084749954631,"1.1e-01","1.0e+00",0.157912948093033,1710.19722784755,444,410,443,343,404,366
"SRRM2",20328,10494.6666666667,9833.33333333333,8.08034513219911,0.937006534081821,-0.0938689865391092,"1.1e-01","1.0e+00",0.157951002071054,1710.76730343159,10397,10853,10234,9775,9389,10336
"CHML",147.666666666667,61,86.6666666666667,1.01162265320874,1.41649824810126,0.50232881741867,"1.1e-01","1.0e+00",0.15808731516003,1712.40179781344,81,63,39,75,80,105
"AL662797.2",489.666666666667,152.666666666667,337,2.71743586724801,2.20854032968439,1.14309317736535,"1.1e-01","1.0e+00",0.158279427029876,1714.64103301465,30,289,139,562,359,90
"CNIH3",433.333333333333,236.333333333333,197,2.54185545703168,0.832745665181252,-0.264052155849985,"1.1e-01","1.0e+00",0.15834222653893,1715.47968232276,230,244,235,190,199,202
"SHTN1",1168.66666666667,546,622.666666666667,3.96461848281254,1.14085605802527,0.19011677806561,"1.1e-01","1.0e+00",0.158679336863526,1719.2906149163,563,498,577,609,610,649
"SPIN2B",304.666666666667,172,132.666666666667,2.03998346355372,0.770885244471175,-0.375411981250724,"1.1e-01","1.0e+00",0.158679806557813,1719.45438386046,135,210,171,148,112,138
"TULP4",480,262.333333333333,217.666666666667,2.688053699143,0.830651278900348,-0.267685157952879,"1.1e-01","1.0e+00",0.158734577379917,1720.20661506616,267,249,271,234,198,221
"AC109460.3",543.666666666667,238,305.666666666667,2.86548354519619,1.28357673826471,0.360169549598171,"1.1e-01","1.0e+00",0.158742401595815,1720.45014849544,267,195,252,271,395,251
"QPRT",306,169.333333333333,136.666666666667,2.0458691270241,0.808036298111619,-0.30750799259172,"1.1e-01","1.0e+00",0.158742401595815,1720.60889089703,165,172,171,141,120,149
"TBC1D19",114.666666666667,66.3333333333333,48.3333333333333,0.659073450125015,0.725848656001417,-0.462259326277368,"1.1e-01","1.0e+00",0.158742401595815,1720.76763329863,59,67,73,58,52,35
"CRNDE",1044.66666666667,560,484.666666666667,3.80293648665892,0.86532859511992,-0.208680017017051,"1.1e-01","1.0e+00",0.158742401595815,1720.92637570023,522,571,587,493,526,435
"ABHD13",1217.66666666667,566.333333333333,651.333333333333,4.02352790112396,1.14980705576212,0.2013917889531,"1.1e-01","1.0e+00",0.158742401595815,1721.08511810182,510,577,612,681,596,677
"ABCA4",26.6666666666667,17,9.66666666666667,-1.2936191197409,0.567389581837543,-0.817588434175161,"1.1e-01","1.0e+00",0.158773980860406,1721.58627446938,11,21,19,13,4,12
"CTDSPL2",1625.66666666667,868.666666666667,757,4.43918342109649,0.87147898146843,-0.19846222536937,"1.1e-01","1.0e+00",0.159090927737566,1725.18202038616,860,812,934,857,665,749
"TBC1D2",649,297.333333333333,351.666666666667,3.11976163356833,1.18123153267581,0.240291774476315,"1.1e-01","1.0e+00",0.159185506002729,1726.3668125996,276,304,312,350,379,326
"LIN28B",590.333333333333,327,263.333333333333,2.9830877446389,0.8055636928266,-0.31192943309107,"1.1e-01","1.0e+00",0.159283900466479,1727.59318445944,384,258,339,253,240,297
"AL596087.1",146.333333333333,63.3333333333333,83,1.00366732818823,1.3093126579358,0.388809647468361,"1.1e-01","1.0e+00",0.159338102260776,1728.34039522264,64,55,71,78,78,93
"H2BP1",81.3333333333333,33,48.3333333333333,0.183494797426445,1.4605799162019,0.546541297950667,"1.1e-01","1.0e+00",0.159391711626975,1729.08128772942,25,35,39,52,58,35
"RASL10A",39.6666666666667,24.6666666666667,15,-0.78258221240538,0.607147582057861,-0.719880853490925,"1.1e-01","1.0e+00",0.159404208753637,1729.37626076821,20,34,20,12,11,22
"SP6",908.666666666667,493.333333333333,415.333333333333,3.60299582146341,0.84315560827871,-0.246129183085464,"1.1e-01","1.0e+00",0.159436575883069,1729.8868483313,516,491,473,495,389,362
"BCAP31",53551,27567.6666666667,25983.3333333333,9.47760694096586,0.942530731931012,-0.0853884355706309,"1.1e-01","1.0e+00",0.159514495821911,1730.89179416355,28606,26787,27310,25679,26742,25529
"XPO6",10090.6666666667,4892.66666666667,5198,7.07024816046897,1.06249422071449,0.0874549939381308,"1.1e-01","1.0e+00",0.159643289958804,1732.44898263294,4868,4855,4955,5266,5116,5212
"NAP1L2",33.3333333333333,12,21.3333333333333,-0.996683104554988,1.77286436132639,0.826082162447915,"1.1e-01","1.0e+00",0.160035609366666,1736.86646845642,20,6,10,29,15,20
"AC138035.1",32.6666666666667,20,12.6666666666667,-1.04679648373401,0.617278896842966,-0.696005624667589,"1.1e-01","1.0e+00",0.160097620663099,1737.69957467727,21,24,15,10,17,11
"TMEM44",5288,2737.33333333333,2550.66666666667,6.13846604349144,0.931694085780956,-0.102071759508007,"1.1e-01","1.0e+00",0.160169143272048,1738.63605021808,2677,2835,2700,2604,2523,2525
"TUG1",1037.33333333333,553.333333333333,484,3.79255329581672,0.874759030918956,-0.193042441115591,"1.1e-01","1.0e+00",0.16024592467768,1739.62975830089,551,522,587,500,463,489
"PRR7",1068,576.333333333333,491.666666666667,3.83496272975919,0.853143777440209,-0.2291392003303,"1.1e-01","1.0e+00",0.160252306615953,1739.8592929294,660,578,491,464,517,494
"PHF12",2059,978.666666666667,1080.33333333333,4.77906848463785,1.10434916151336,0.14319638039761,"1.1e-01","1.0e+00",0.160260659215316,1740.1102377599,1016,945,975,1121,1036,1084
"ZC3H6",50.6666666666667,30.3333333333333,20.3333333333333,-0.467453205770269,0.676428370642774,-0.563990924602386,"1.1e-01","1.0e+00",0.160483835694257,1742.69397180394,26,34,31,18,19,24
"UCKL1",3405.66666666667,1630.66666666667,1775,5.50439498888004,1.08847005806024,0.122301722011984,"1.1e-01","1.0e+00",0.160607197830772,1744.19416844218,1600,1623,1669,1824,1845,1656
"NAPB",371,206,165,2.31944799289887,0.801179177800147,-0.319803168088747,"1.1e-01","1.0e+00",0.160663427767331,1744.96548898098,196,189,233,147,155,193
"AL512625.1",54,22,32,-0.381141655560073,1.465680641264,0.551570787335085,"1.1e-01","1.0e+00",0.160697425395539,1745.49543464635,26,23,17,32,33,31
"TRIT1",968.666666666667,518.333333333333,450.333333333333,3.69444866384619,0.869311600925972,-0.202054697442309,"1.1e-01","1.0e+00",0.160876821304102,1747.60490982646,548,497,510,462,473,416
"FAM86B1",20.6666666666667,5.33333333333333,15.3333333333333,-1.58970107865085,2.81977895453717,1.49558207266229,"1.1e-01","1.0e+00",0.160876821304102,1747.76578664776,10,0,6,28,2,16
"CNOT10",932,501,431,3.63897456394276,0.860989307477403,-0.215932773810089,"1.1e-01","1.0e+00",0.161031364113985,1749.60577109845,467,562,474,451,427,415
"AC010326.3",43.6666666666667,17,26.6666666666667,-0.655597191466005,1.56261617558071,0.643963453584975,"1.1e-01","1.0e+00",0.16111531343935,1750.67899583197,15,18,18,17,29,34
"BTN3A3",175.333333333333,104.333333333333,71,1.26016892384343,0.681171369230687,-0.553910297476547,"1.1e-01","1.0e+00",0.16111531343935,1750.84011114541,102,105,106,111,40,62
"ARMC2",320.333333333333,176.333333333333,144,2.11111112086395,0.816291273735343,-0.292844060102241,"1.1e-01","1.0e+00",0.16111531343935,1751.00122645885,188,170,171,144,152,136
"PHLDB1",5476.33333333333,2643,2833.33333333333,6.18887838450481,1.07223289628932,0.100618303023702,"1.1e-01","1.0e+00",0.161275695299548,1752.90553221079,2649,2718,2562,2888,2806,2806
"FAM166B",67.3333333333333,26.6666666666667,40.6666666666667,-0.0768176975797626,1.53955859024031,0.622516772378314,"1.1e-01","1.0e+00",0.161281466821328,1753.12954434783,25,29,26,60,34,28
"AC093525.4",21.6666666666667,13.6666666666667,8,-1.54875095824869,0.588277886238846,-0.765430289493157,"1.1e-01","1.0e+00",0.161281466821328,1753.29082581465,12,15,14,5,10,9
"AP000769.1",28.6666666666667,7,21.6666666666667,-1.20126190035186,2.99078110778659,1.58052232494512,"1.1e-01","1.0e+00",0.161346313413404,1754.15711943052,19,1,1,34,26,5
"SIRT4",264.666666666667,146.666666666667,118,1.83502129377431,0.80405269703788,-0.314638037184865,"1.1e-01","1.0e+00",0.16151656395828,1756.16959991838,154,134,152,125,117,112
"NRBP1",19734,10158.6666666667,9575.33333333333,8.0375859174209,0.942587835235689,-0.0853010324163298,"1.1e-01","1.0e+00",0.161806154564473,1759.48012473408,10295,10238,9943,9384,9397,9945
"CENPF",275.666666666667,121.666666666667,154,1.89682371995078,1.26928251578803,0.344013218716565,"1.1e-01","1.0e+00",0.16181993922925,1759.79183911809,115,108,142,132,165,165
"AP002490.1",41.6666666666667,15.6666666666667,26,-0.728958411732081,1.67208339523787,0.741646803696141,"1.2e-01","1.0e+00",0.162177966140109,1763.84755973982,25,8,14,28,20,30
"ACTBP2",67.3333333333333,26.6666666666667,40.6666666666667,-0.0795147440678755,1.5357708602231,0.618962979418405,"1.2e-01","1.0e+00",0.162306126805686,1765.40374126545,35,27,18,28,46,48
"AC010327.7",69.3333333333333,28.3333333333333,41,-0.0410347299592822,1.45516403602699,0.54118179273737,"1.2e-01","1.0e+00",0.162364015549209,1766.1957611443,28,36,21,43,45,35
"TPGS1",464,206.666666666667,257.333333333333,2.63863449850147,1.24499101086246,0.316135325722292,"1.2e-01","1.0e+00",0.162364015549209,1766.35812515984,201,235,184,306,245,221
"UBE2E2",7427.66666666667,3593,3834.66666666667,6.62828325909339,1.0673102817026,0.0939796483268229,"1.2e-01","1.0e+00",0.162407378938792,1766.99228285406,3649,3558,3572,3728,3920,3856
"TMEM139",49.3333333333333,30.6666666666667,18.6666666666667,-0.48630569736113,0.603681794142632,-0.728139801929858,"1.2e-01","1.0e+00",0.162606182496176,1769.31787174089,14,37,41,17,18,21
"B3GNT9",630.333333333333,290.333333333333,340,3.07730006056779,1.17192530538457,0.22888062011394,"1.2e-01","1.0e+00",0.163077835774475,1774.61300889783,291,300,280,355,327,338
"PSMD13",42689,20728,21961,9.15060308012497,1.05950243933439,0.0833869092877816,"1.2e-01","1.0e+00",0.163127246459916,1775.31382322327,20681,20701,20802,22875,21198,21810
"PPP1R36",25,7.66666666666667,17.3333333333333,-1.38848362293661,2.17929990652144,1.12386474802722,"1.2e-01","1.0e+00",0.163152169077877,1775.74820824361,14,9,0,13,21,18
"VIRMA",807.333333333333,437.666666666667,369.666666666667,3.43256065433895,0.845593116853353,-0.241964461688466,"1.2e-01","1.0e+00",0.163318349749626,1777.72023702468,507,402,404,343,379,387
"LRRC3",451,202.333333333333,248.666666666667,2.59915160069714,1.22691934291435,0.295040410042185,"1.2e-01","1.0e+00",0.16335844214071,1778.32000114377,186,184,237,269,247,230
"HEMK1",1996.66666666667,931,1065.66666666667,4.73521622191711,1.14460815209894,0.194853787161873,"1.2e-01","1.0e+00",0.16335844214071,1778.48335958591,868,1060,865,1169,1082,946
"ASTE1",210.333333333333,88.6666666666667,121.666666666667,1.51196673392073,1.36712842821677,0.451148776263968,"1.2e-01","1.0e+00",0.163684057436605,1782.19201736976,83,67,116,153,112,100
"RSBN1L",305.666666666667,135.666666666667,170,2.04507213789668,1.25297665262908,0.325359532417103,"1.2e-01","1.0e+00",0.163726994139736,1782.82323918759,145,150,112,182,172,156
"ZNF718",67.6666666666667,27.3333333333333,40.3333333333333,-0.062979672029566,1.47599807145315,0.561690836366601,"1.2e-01","1.0e+00",0.163777748211257,1783.53967802059,20,34,28,51,35,35
"LIMCH1",30.6666666666667,19.6666666666667,11,-1.11467775613607,0.560819183171481,-0.834392396407174,"1.2e-01","1.0e+00",0.164016311337959,1786.30164678171,21,21,17,4,10,19
"DNAJC4",1473.33333333333,786.666666666667,686.666666666667,4.29711384347933,0.872709905390466,-0.196425922826413,"1.2e-01","1.0e+00",0.164333528838841,1789.92079611266,869,773,718,625,755,680
"ZFPL1",6044,2917,3127,6.33113830115698,1.07193870612517,0.100222414286931,"1.2e-01","1.0e+00",0.164333528838841,1790.0851296415,2804,3035,2912,3091,3133,3157
"MIER1",1301.33333333333,694,607.333333333333,4.1193564644191,0.875222845911904,-0.192277697646252,"1.2e-01","1.0e+00",0.164415791004318,1791.14562720104,607,726,749,615,608,599
"RSKR",166,71,95,1.17777000488297,1.3333742879938,0.415081812412449,"1.2e-01","1.0e+00",0.164504374604812,1792.27516131943,55,89,69,85,92,108
"MORF4",46.6666666666667,18.3333333333333,28.3333333333333,-0.56730249576216,1.54120780672648,0.624061398855403,"1.2e-01","1.0e+00",0.164504374604812,1792.43966569403,15,22,18,24,38,23
"SPEF1",28.6666666666667,18.6666666666667,10,-1.20077106849793,0.538953228363595,-0.891768016966589,"1.2e-01","1.0e+00",0.164595868729706,1793.60118154761,12,31,13,5,11,14
